<WFATester Graph 1.00 1,30.000,35.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1690,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.18430
   00:000.120,     0.18454
   00:000.140,     0.18631
   00:000.160,     0.18401
   00:000.180,     0.18419
   00:000.200,     0.18468
   00:000.220,     0.18352
   00:000.240,     0.18410
   00:000.260,     0.18417
   00:000.280,     0.18455
   00:000.300,     0.18461
   00:000.320,     0.18401
   00:000.340,     0.18326
   00:000.360,     0.18360
   00:000.380,     0.18430
   00:000.400,     0.18411
   00:000.420,     0.18516
   00:000.440,     0.18732
   00:000.460,     0.18976
   00:000.480,     0.19368
   00:000.500,     0.19921
   00:000.520,     0.21155
   00:000.540,     0.24669
   00:000.560,     0.33852
   00:000.580,     0.53671
   00:000.600,     0.87934
   00:000.620,     1.35978
   00:000.640,     1.91340
   00:000.660,     2.46482
   00:000.680,     2.96761
   00:000.700,     3.39985
   00:000.720,     3.75508
   00:000.740,     4.03180
   00:000.760,     4.23643
   00:000.780,     4.38851
   00:000.800,     4.50284
   00:000.820,     4.58732
   00:000.840,     4.64959
   00:000.860,     4.69864
   00:000.880,     4.74241
   00:000.900,     4.77349
   00:000.920,     4.79444
   00:000.940,     4.81422
   00:000.960,     4.83483
   00:000.980,     4.85126
   00:001.000,     4.86426
   00:001.020,     4.87918
   00:001.040,     4.89279
   00:001.060,     4.90507
   00:001.080,     4.91415
   00:001.100,     4.92875
   00:001.120,     4.93953
   00:001.140,     4.94387
   00:001.160,     4.95281
   00:001.180,     4.96405
   00:001.200,     4.97167
   00:001.220,     4.97701
   00:001.240,     4.98488
   00:001.260,     4.99449
   00:001.280,     5.00225
   00:001.300,     5.01014
   00:001.320,     5.01637
   00:001.340,     5.02367
   00:001.360,     5.03129
   00:001.380,     5.03520
   00:001.400,     5.03687
   00:001.420,     5.04107
   00:001.440,     5.04201
   00:001.460,     5.04028
   00:001.480,     5.03873
   00:001.500,     5.04192
   00:001.520,     5.04523
   00:001.540,     5.04505
   00:001.560,     5.04464
   00:001.580,     5.05166
   00:001.600,     5.06026
   00:001.620,     5.06168
   00:001.640,     5.06533
   00:001.660,     5.06821
   00:001.680,     5.06916
   00:001.700,     5.07530
   00:001.720,     5.08115
   00:001.740,     5.08342
   00:001.760,     5.08418
   00:001.780,     5.08831
   00:001.800,     5.09529
   00:001.820,     5.09890
   00:001.840,     5.10422
   00:001.860,     5.10937
   00:001.880,     5.11870
   00:001.900,     5.12735
   00:001.920,     5.13243
   00:001.940,     5.14108
   00:001.960,     5.15492
   00:001.980,     5.16574
   00:002.000,     5.16862
   00:002.020,     5.16494
   00:002.040,     5.13766
   00:002.060,     5.08223
   00:002.080,     5.03150
   00:002.100,     5.01037
   00:002.120,     5.00488
   00:002.140,     4.99886
   00:002.160,     4.99946
   00:002.180,     5.01795
   00:002.200,     5.04959
   00:002.220,     5.08440
   00:002.240,     5.11602
   00:002.260,     5.13791
   00:002.280,     5.15393
   00:002.300,     5.16434
   00:002.320,     5.17097
   00:002.340,     5.17762
   00:002.360,     5.18150
   00:002.380,     5.18214
   00:002.400,     5.18372
   00:002.420,     5.18586
   00:002.440,     5.18707
   00:002.460,     5.18524
   00:002.480,     5.17575
   00:002.500,     5.15097
   00:002.520,     5.10057
   00:002.540,     5.00712
   00:002.560,     4.84979
   00:002.580,     4.53828
   00:002.600,     3.89879
   00:002.620,     2.99094
   00:002.640,     2.13274
   00:002.660,     1.50293
   00:002.680,     1.08383
   00:002.700,     0.81026
   00:002.720,     0.63728
   00:002.740,     0.52745
   00:002.760,     0.45196
   00:002.780,     0.39689
   00:002.800,     0.35610
   00:002.820,     0.32496
   00:002.840,     0.30166
   00:002.860,     0.28633
   00:002.880,     0.27365
   00:002.900,     0.26173
   00:002.920,     0.25490
   00:002.940,     0.24990
   00:002.960,     0.24531
   00:002.980,     0.24111
   00:003.000,     0.23660
   00:003.020,     0.23395
   00:003.040,     0.23265
   00:003.060,     0.23053
   00:003.080,     0.22798
   00:003.100,     0.22637
   00:003.120,     0.22512
   00:003.140,     0.22309
   00:003.160,     0.22044
   00:003.180,     0.21955
   00:003.200,     0.21899
   00:003.220,     0.21802
   00:003.240,     0.21682
   00:003.260,     0.21649
   00:003.280,     0.21531
   00:003.300,     0.21355
   00:003.320,     0.21211
   00:003.340,     0.21094
   00:003.360,     0.21073
   00:003.380,     0.21079
   00:003.400,     0.20977
   00:003.420,     0.20834
   00:003.440,     0.20689
   00:003.460,     0.20790
   00:003.480,     0.20853
   00:003.500,     0.20809
   00:003.520,     0.20644
   00:003.540,     0.20562
   00:003.560,     0.20516
   00:003.580,     0.20411
   00:003.600,     0.20379
   00:003.620,     0.20337
   00:003.640,     0.20326
   00:003.660,     0.20231
   00:003.680,     0.20269
   00:003.700,     0.20248
   00:003.720,     0.20097
   00:003.740,     0.20014
   00:003.760,     0.19978
   00:003.780,     0.19908
   00:003.800,     0.19898
   00:003.820,     0.19917
   00:003.840,     0.19876
   00:003.860,     0.19893
   00:003.880,     0.19863
   00:003.900,     0.19841
   00:003.920,     0.19799
   00:003.940,     0.19649
   00:003.960,     0.19734
   00:003.980,     0.19866
   00:004.000,     0.19750
   00:004.020,     0.19591
   00:004.040,     0.19553
   00:004.060,     0.19624
   00:004.080,     0.19562
   00:004.100,     0.19621
   00:004.120,     0.19640
   00:004.140,     0.19481
   00:004.160,     0.19406
   00:004.180,     0.19454
   00:004.200,     0.19426
   00:004.220,     0.19466
   00:004.240,     0.19473
   00:004.260,     0.19318
   00:004.280,     0.19315
   00:004.300,     0.19443
   00:004.320,     0.19407
   00:004.340,     0.19360
   00:004.360,     0.19507
   00:004.380,     0.19505
   00:004.400,     0.19446
   00:004.420,     0.19370
   00:004.440,     0.19364
   00:004.460,     0.19537
   00:004.480,     0.19633
   00:004.500,     0.19884
   00:004.520,     0.20413
   00:004.540,     0.21854
   00:004.560,     0.27145
   00:004.580,     0.41484
   00:004.600,     0.69060
   00:004.620,     1.08627
   00:004.640,     1.55109
   00:004.660,     2.04433
   00:004.680,     2.53771
   00:004.700,     2.99653
   00:004.720,     3.39094
   00:004.740,     3.71192
   00:004.760,     3.96579
   00:004.780,     4.15677
   00:004.800,     4.29912
   00:004.820,     4.40700
   00:004.840,     4.49073
   00:004.860,     4.55523
   00:004.880,     4.60610
   00:004.900,     4.64958
   00:004.920,     4.68234
   00:004.940,     4.71169
   00:004.960,     4.73902
   00:004.980,     4.76375
   00:005.000,     4.78682
   00:005.020,     4.80547
   00:005.040,     4.82088
   00:005.060,     4.83812
   00:005.080,     4.85704
   00:005.100,     4.86938
   00:005.120,     4.88086
   00:005.140,     4.89351
   00:005.160,     4.90474
   00:005.180,     4.91748
   00:005.200,     4.92978
   00:005.220,     4.93948
   00:005.240,     4.94605
   00:005.260,     4.95485
   00:005.280,     4.96636
   00:005.300,     4.97432
   00:005.320,     4.98077
   00:005.340,     4.98768
   00:005.360,     4.99294
   00:005.380,     4.99720
   00:005.400,     5.00223
   00:005.420,     5.00471
   00:005.440,     5.00849
   00:005.460,     5.01201
   00:005.480,     5.01315
   00:005.500,     5.01467
   00:005.520,     5.02215
   00:005.540,     5.02767
   00:005.560,     5.03182
   00:005.580,     5.03536
   00:005.600,     5.03860
   00:005.620,     5.04365
   00:005.640,     5.05047
   00:005.660,     5.05194
   00:005.680,     5.04989
   00:005.700,     5.05055
   00:005.720,     5.05326
   00:005.740,     5.05344
   00:005.760,     5.05287
   00:005.780,     5.05325
   00:005.800,     5.05505
   00:005.820,     5.05815
   00:005.840,     5.06094
   00:005.860,     5.06673
   00:005.880,     5.07289
   00:005.900,     5.07459
   00:005.920,     5.07782
   00:005.940,     5.08331
   00:005.960,     5.08199
   00:005.980,     5.08089
   00:006.000,     5.08214
   00:006.020,     5.08387
   00:006.040,     5.08464
   00:006.060,     5.08223
   00:006.080,     5.07890
   00:006.100,     5.07781
   00:006.120,     5.07735
   00:006.140,     5.07705
   00:006.160,     5.07453
   00:006.180,     5.06872
   00:006.200,     5.06506
   00:006.220,     5.06224
   00:006.240,     5.06089
   00:006.260,     5.06384
   00:006.280,     5.06427
   00:006.300,     5.06273
   00:006.320,     5.05920
   00:006.340,     5.05574
   00:006.360,     5.05702
   00:006.380,     5.05700
   00:006.400,     5.04878
   00:006.420,     5.03898
   00:006.440,     5.02859
   00:006.460,     5.00658
   00:006.480,     4.93885
   00:006.500,     4.75177
   00:006.520,     4.46075
   00:006.540,     4.19590
   00:006.560,     3.94380
   00:006.580,     3.48799
   00:006.600,     2.79057
   00:006.620,     2.06254
   00:006.640,     1.47796
   00:006.660,     1.07085
   00:006.680,     0.80118
   00:006.700,     0.62078
   00:006.720,     0.50155
   00:006.740,     0.42178
   00:006.760,     0.36948
   00:006.780,     0.33538
   00:006.800,     0.31011
   00:006.820,     0.29053
   00:006.840,     0.27657
   00:006.860,     0.26803
   00:006.880,     0.26076
   00:006.900,     0.25415
   00:006.920,     0.25069
   00:006.940,     0.24659
   00:006.960,     0.24180
   00:006.980,     0.23981
   00:007.000,     0.23861
   00:007.020,     0.23446
   00:007.040,     0.23152
   00:007.060,     0.23006
   00:007.080,     0.22839
   00:007.100,     0.22696
   00:007.120,     0.22551
   00:007.140,     0.22389
   00:007.160,     0.22203
   00:007.180,     0.22011
   00:007.200,     0.21857
   00:007.220,     0.21876
   00:007.240,     0.21845
   00:007.260,     0.21697
   00:007.280,     0.21612
   00:007.300,     0.21567
   00:007.320,     0.21368
   00:007.340,     0.21352
   00:007.360,     0.21339
   00:007.380,     0.21181
   00:007.400,     0.21206
   00:007.420,     0.21224
