<WFATester Graph 1.00 4,0.000,60.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1710,4,0,12,5,t,1,12,5,f,2,12,5,f,5,12,5,f>
        Temps,        CO2%,        Flow,         O2%
   00:000.000,     0.00000,     0.00000,    19.95963
   00:000.020,     0.00000,     0.00000,    19.96569
   00:000.040,     0.00000,     0.00000,    19.94147
   00:000.060,     0.00000,     0.00000,    19.95358
   00:000.080,     0.00000,     0.00000,    19.95358
   00:000.100,     0.00000,     0.00000,    19.94147
   00:000.120,     0.86105,     0.00000,    19.96569
   00:000.140,     0.87225,     0.00000,    19.95963
   00:000.160,     0.88218,     0.00000,    19.94147
   00:000.180,     0.88347,     0.00000,    19.91725
   00:000.200,     0.89302,     0.00000,    19.89304
   00:000.220,     0.97813,     0.00000,    19.86882
   00:000.240,     0.99555,     0.00000,    19.85066
   00:000.260,     1.01169,     0.00000,    19.80223
   00:000.280,     1.01958,     0.00000,    19.78406
   00:000.300,     1.02192,     0.00000,    19.79012
   00:000.320,     1.02160,     0.00000,    19.78406
   00:000.340,     1.01969,     0.00000,    19.79012
   00:000.360,     1.01761,     0.00000,    19.78406
   00:000.380,     1.01572,     0.00000,    19.78406
   00:000.400,     1.01396,     0.00000,    19.79617
   00:000.420,     1.01013,     0.00000,    19.77801
   00:000.440,     1.00808,     0.00000,    19.77801
   00:000.460,     1.00787,     0.00000,    19.77195
   00:000.480,     1.00573,     0.00000,    19.79617
   00:000.500,     1.00547,     0.00000,    19.80223
   00:000.520,     1.00664,     0.00000,    19.79617
   00:000.540,     1.00767,     0.00000,    19.79617
   00:000.560,     1.00688,     0.00000,    19.78406
   00:000.580,     1.00587,     0.00000,    19.81433
   00:000.600,     1.00653,     0.00000,    19.79617
   00:000.620,     1.00834,     0.00000,    19.77801
   00:000.640,     1.00984,     0.00000,    19.79617
   00:000.660,     1.00745,     0.00000,    19.80223
   00:000.680,     1.00461,     0.00000,    19.79617
   00:000.700,     0.99958,     0.00000,    19.80828
   00:000.720,     0.99391,     0.00000,    19.79617
   00:000.740,     0.99107,     0.00000,    19.79617
   00:000.760,     0.98870,     0.00000,    19.79617
   00:000.780,     0.98594,     0.00000,    19.82039
   00:000.800,     0.98236,     0.00000,    19.79617
   00:000.820,     0.97754,     0.00000,    19.80828
   00:000.840,     0.97179,     0.00000,    19.84460
   00:000.860,     0.96711,     0.00000,    19.83250
   00:000.880,     0.96923,     0.00000,    19.83250
   00:000.900,     0.97465,     0.00000,    19.83250
   00:000.920,     0.98040,     0.00000,    19.82039
   00:000.940,     0.98406,     0.00000,    19.82039
   00:000.960,     0.98658,     0.00000,    19.81433
   00:000.980,     0.99137,     0.00000,    19.80223
   00:001.000,     1.00084,     0.00000,    19.80223
   00:001.020,     1.01420,     0.00000,    19.80828
   00:001.040,     1.02975,     0.00000,    19.79617
   00:001.060,     1.04176,     0.00000,    19.77801
   00:001.080,     1.04935,     0.00000,    19.77801
   00:001.100,     1.05402,     0.00000,    19.74774
   00:001.120,     1.05631,     0.00000,    19.74774
   00:001.140,     1.05986,     0.00000,    19.74774
   00:001.160,     1.06261,     0.00000,    19.74774
   00:001.180,     1.06096,     0.00000,    19.74774
   00:001.200,     1.05698,     0.00000,    19.74774
   00:001.220,     1.05507,     0.00000,    19.74774
   00:001.240,     1.05542,     0.00000,    19.74774
   00:001.260,     1.05905,     0.00000,    19.74774
   00:001.280,     1.06332,     0.00000,    19.74774
   00:001.300,     1.06659,     0.00000,    19.74774
   00:001.320,     1.06609,     0.00000,    19.74774
   00:001.340,     1.05762,     0.00000,    19.74774
   00:001.360,     1.04579,     0.00000,    19.74774
   00:001.380,     1.03333,     0.00000,    19.75379
   00:001.400,     1.01937,     0.00000,    19.78406
   00:001.420,     1.00488,     0.00000,    19.77801
   00:001.440,     0.99515,     0.00000,    19.79617
   00:001.460,     0.98403,     0.00000,    19.80828
   00:001.480,     0.97026,     0.00000,    19.80828
   00:001.500,     0.96128,     0.00000,    19.82039
   00:001.520,     0.95576,     0.00000,    19.85066
   00:001.540,     0.95290,     0.00000,    19.84460
   00:001.560,     0.95214,     0.00000,    19.84460
   00:001.580,     0.94925,     0.00000,    19.85671
   00:001.600,     0.95013,     0.00000,    19.85671
   00:001.620,     0.96230,     0.00000,    19.84460
   00:001.640,     0.98011,     0.00000,    19.85066
   00:001.660,     0.99717,     0.00000,    19.82039
   00:001.680,     1.01081,     0.00000,    19.79617
   00:001.700,     1.01893,     0.00000,    19.80828
   00:001.720,     1.02334,     0.08830,    19.79617
   00:001.740,     1.02623,     0.00000,    19.76590
   00:001.760,     1.02343,     0.00000,    19.79617
   00:001.780,     1.01254,     0.00000,    19.79617
   00:001.800,     0.99946,     0.07661,    19.79617
   00:001.820,     0.98510,     0.09065,    19.80223
   00:001.840,     0.97449,     0.10532,    19.80223
   00:001.860,     0.96787,     0.12616,    19.82039
   00:001.880,     0.95939,     0.15090,    19.82039
   00:001.900,     0.94794,     0.17132,    19.84460
   00:001.920,     0.93629,     0.17875,    19.86882
   00:001.940,     0.92863,     0.17272,    19.86277
   00:001.960,     0.92699,     0.16722,    19.85671
   00:001.980,     0.92568,     0.17080,    19.86882
   00:002.000,     0.92046,     0.17689,    19.89304
   00:002.020,     0.91809,     0.18242,    19.88093
   00:002.040,     0.92366,     0.18835,    19.87488
   00:002.060,     0.92898,     0.19850,    19.87488
   00:002.080,     0.93060,     0.21141,    19.86277
   00:002.100,     0.94873,     0.22705,    19.89304
   00:002.120,     0.99150,     0.24768,    19.86882
   00:002.140,     1.04213,     0.26882,    19.82644
   00:002.160,     1.08812,     0.26772,    19.75985
   00:002.180,     1.12625,     0.23576,    19.72958
   00:002.200,     1.15682,     0.20353,    19.69325
   00:002.220,     1.18057,     0.21351,    19.68720
   00:002.240,     1.19930,     0.24862,    19.65087
   00:002.260,     1.21453,     0.26761,    19.62666
   00:002.280,     1.22658,     0.26046,    19.62666
   00:002.300,     1.23656,     0.24315,    19.60244
   00:002.320,     1.24894,     0.22986,    19.57822
   00:002.340,     1.26922,     0.22397,    19.56611
   00:002.360,     1.32118,     0.22431,    19.55401
   00:002.380,     1.48490,     0.22210,    19.49346
   00:002.400,     1.85807,     0.22058,    19.31184
   00:002.420,     2.45097,     0.23499,    18.87594
   00:002.440,     3.13513,     0.25971,    18.17366
   00:002.460,     3.74342,     0.27024,    17.32608
   00:002.480,     4.21097,     0.26933,    16.53299
   00:002.500,     4.57970,     0.25700,    15.90941
   00:002.520,     4.90574,     0.24169,    15.41297
   00:002.540,     5.18027,     0.24192,    14.96497
   00:002.560,     5.37941,     0.24775,    14.52302
   00:002.580,     5.51378,     0.24882,    14.16582
   00:002.600,     5.62324,     0.24468,    13.88128
   00:002.620,     5.76066,     0.23527,    13.60884
   00:002.640,     5.92500,     0.23118,    13.33035
   00:002.660,     6.07403,     0.23115,    13.01553
   00:002.680,     6.18544,     0.22615,    12.68861
   00:002.700,     6.26557,     0.22295,    12.43434
   00:002.720,     6.33653,     0.21649,    12.24666
   00:002.740,     6.40744,     0.20216,    12.05898
   00:002.760,     6.47567,     0.18041,    11.91368
