<WFATester Graph 1.00 1,190.000,195.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  9730,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.10625
   00:000.120,     0.10576
   00:000.140,     0.12206
   00:000.160,     0.11521
   00:000.180,     0.11189
   00:000.200,     0.10907
   00:000.220,     0.10454
   00:000.240,     0.10461
   00:000.260,     0.10507
   00:000.280,     0.10298
   00:000.300,     0.10404
   00:000.320,     0.10496
   00:000.340,     0.10380
   00:000.360,     0.10404
   00:000.380,     0.10539
   00:000.400,     0.10568
   00:000.420,     0.10542
   00:000.440,     0.10411
   00:000.460,     0.10271
   00:000.480,     0.10485
   00:000.500,     0.10588
   00:000.520,     0.10450
   00:000.540,     0.10394
   00:000.560,     0.10500
   00:000.580,     0.10568
   00:000.600,     0.10566
   00:000.620,     0.10455
   00:000.640,     0.10425
   00:000.660,     0.10402
   00:000.680,     0.10405
   00:000.700,     0.10651
   00:000.720,     0.10682
   00:000.740,     0.10404
   00:000.760,     0.10332
   00:000.780,     0.10337
   00:000.800,     0.10428
   00:000.820,     0.10548
   00:000.840,     0.10636
   00:000.860,     0.10524
   00:000.880,     0.10278
   00:000.900,     0.10337
   00:000.920,     0.10468
   00:000.940,     0.10463
   00:000.960,     0.10478
   00:000.980,     0.10591
   00:001.000,     0.10477
   00:001.020,     0.10428
   00:001.040,     0.10463
   00:001.060,     0.10551
   00:001.080,     0.10665
   00:001.100,     0.10658
   00:001.120,     0.10662
   00:001.140,     0.10603
   00:001.160,     0.10450
   00:001.180,     0.10368
   00:001.200,     0.10413
   00:001.220,     0.10566
   00:001.240,     0.10578
   00:001.260,     0.10538
   00:001.280,     0.10561
   00:001.300,     0.10393
   00:001.320,     0.10317
   00:001.340,     0.10419
   00:001.360,     0.10471
   00:001.380,     0.10491
   00:001.400,     0.10576
   00:001.420,     0.10652
   00:001.440,     0.10645
   00:001.460,     0.10657
   00:001.480,     0.10513
   00:001.500,     0.10281
   00:001.520,     0.10376
   00:001.540,     0.10465
   00:001.560,     0.10492
   00:001.580,     0.10661
   00:001.600,     0.10630
   00:001.620,     0.10554
   00:001.640,     0.10395
   00:001.660,     0.10443
   00:001.680,     0.10534
   00:001.700,     0.10489
   00:001.720,     0.10482
   00:001.740,     0.10466
   00:001.760,     0.10516
   00:001.780,     0.10612
   00:001.800,     0.10649
   00:001.820,     0.10557
   00:001.840,     0.10465
   00:001.860,     0.10499
   00:001.880,     0.10301
   00:001.900,     0.10403
   00:001.920,     0.10551
   00:001.940,     0.10425
   00:001.960,     0.10306
   00:001.980,     0.10265
   00:002.000,     0.10328
   00:002.020,     0.10196
   00:002.040,     0.09917
   00:002.060,     0.09832
   00:002.080,     0.09812
   00:002.100,     0.09593
   00:002.120,     0.09429
   00:002.140,     0.09315
   00:002.160,     0.09270
   00:002.180,     0.09216
   00:002.200,     0.09205
   00:002.220,     0.09091
   00:002.240,     0.08979
   00:002.260,     0.09022
   00:002.280,     0.09002
   00:002.300,     0.08823
   00:002.320,     0.08706
   00:002.340,     0.08581
   00:002.360,     0.08514
   00:002.380,     0.08516
   00:002.400,     0.08421
   00:002.420,     0.08375
   00:002.440,     0.08336
   00:002.460,     0.08237
   00:002.480,     0.08195
   00:002.500,     0.08291
   00:002.520,     0.08230
   00:002.540,     0.08120
   00:002.560,     0.08081
   00:002.580,     0.08023
   00:002.600,     0.08089
   00:002.620,     0.08149
   00:002.640,     0.08041
   00:002.660,     0.07923
   00:002.680,     0.07846
   00:002.700,     0.07890
   00:002.720,     0.07806
   00:002.740,     0.07705
   00:002.760,     0.07549
   00:002.780,     0.07520
   00:002.800,     0.07594
   00:002.820,     0.07547
   00:002.840,     0.07332
   00:002.860,     0.07258
   00:002.880,     0.07213
   00:002.900,     0.07045
   00:002.920,     0.06935
   00:002.940,     0.06993
   00:002.960,     0.07045
   00:002.980,     0.06879
   00:003.000,     0.06665
   00:003.020,     0.06358
   00:003.040,     0.06230
   00:003.060,     0.06389
   00:003.080,     0.06444
   00:003.100,     0.06369
   00:003.120,     0.06232
   00:003.140,     0.06130
   00:003.160,     0.05966
   00:003.180,     0.05972
   00:003.200,     0.05964
   00:003.220,     0.05786
   00:003.240,     0.05896
   00:003.260,     0.06024
   00:003.280,     0.05836
   00:003.300,     0.05799
   00:003.320,     0.05668
   00:003.340,     0.05410
   00:003.360,     0.05380
   00:003.380,     0.05438
   00:003.400,     0.05368
   00:003.420,     0.05406
   00:003.440,     0.05467
   00:003.460,     0.05286
   00:003.480,     0.05116
   00:003.500,     0.05147
   00:003.520,     0.05154
   00:003.540,     0.05126
   00:003.560,     0.04978
   00:003.580,     0.04983
   00:003.600,     0.04973
   00:003.620,     0.04953
   00:003.640,     0.04984
   00:003.660,     0.04882
   00:003.680,     0.04828
   00:003.700,     0.04923
   00:003.720,     0.04836
   00:003.740,     0.04669
   00:003.760,     0.04674
   00:003.780,     0.04612
   00:003.800,     0.04544
   00:003.820,     0.04506
   00:003.840,     0.04529
   00:003.860,     0.04496
   00:003.880,     0.04411
   00:003.900,     0.04331
   00:003.920,     0.04391
   00:003.940,     0.04367
   00:003.960,     0.04262
   00:003.980,     0.04227
   00:004.000,     0.04242
   00:004.020,     0.04199
   00:004.040,     0.04196
   00:004.060,     0.04196
   00:004.080,     0.04217
   00:004.100,     0.04205
   00:004.120,     0.04087
   00:004.140,     0.04050
   00:004.160,     0.04178
   00:004.180,     0.04211
   00:004.200,     0.03908
   00:004.220,     0.03810
   00:004.240,     0.03952
   00:004.260,     0.03952
   00:004.280,     0.03872
   00:004.300,     0.03841
   00:004.320,     0.03715
   00:004.340,     0.03672
   00:004.360,     0.03717
   00:004.380,     0.03748
   00:004.400,     0.03749
   00:004.420,     0.03696
   00:004.440,     0.03651
   00:004.460,     0.03601
   00:004.480,     0.03691
   00:004.500,     0.03771
   00:004.520,     0.03634
   00:004.540,     0.03491
   00:004.560,     0.03559
   00:004.580,     0.03665
   00:004.600,     0.03516
   00:004.620,     0.03425
   00:004.640,     0.03411
   00:004.660,     0.03298
   00:004.680,     0.03285
   00:004.700,     0.03319
   00:004.720,     0.03170
   00:004.740,     0.03259
   00:004.760,     0.03376
   00:004.780,     0.03244
   00:004.800,     0.03228
   00:004.820,     0.03304
   00:004.840,     0.03271
   00:004.860,     0.03052
   00:004.880,     0.03035
   00:004.900,     0.03097
   00:004.920,     0.03155
   00:004.940,     0.03171
   00:004.960,     0.03157
   00:004.980,     0.03121
   00:005.000,     0.03156
   00:005.020,     0.03228
   00:005.040,     0.03181
   00:005.060,     0.03154
   00:005.080,     0.03208
   00:005.100,     0.03264
   00:005.120,     0.03347
   00:005.140,     0.03241
   00:005.160,     0.03227
   00:005.180,     0.03276
   00:005.200,     0.03274
   00:005.220,     0.03200
   00:005.240,     0.03220
   00:005.260,     0.03195
   00:005.280,     0.03251
   00:005.300,     0.03192
   00:005.320,     0.03075
   00:005.340,     0.03036
   00:005.360,     0.03036
   00:005.380,     0.03013
   00:005.400,     0.03038
   00:005.420,     0.03029
   00:005.440,     0.02967
   00:005.460,     0.02887
   00:005.480,     0.02953
   00:005.500,     0.03055
   00:005.520,     0.02974
   00:005.540,     0.02895
   00:005.560,     0.02894
   00:005.580,     0.02993
   00:005.600,     0.03006
   00:005.620,     0.02869
   00:005.640,     0.02873
   00:005.660,     0.02858
   00:005.680,     0.02913
   00:005.700,     0.02992
   00:005.720,     0.02980
   00:005.740,     0.02934
   00:005.760,     0.02995
   00:005.780,     0.02973
   00:005.800,     0.02938
   00:005.820,     0.02942
   00:005.840,     0.02913
   00:005.860,     0.02844
   00:005.880,     0.02934
   00:005.900,     0.03054
   00:005.920,     0.02962
   00:005.940,     0.02930
   00:005.960,     0.02974
   00:005.980,     0.02873
   00:006.000,     0.02783
   00:006.020,     0.02852
   00:006.040,     0.02891
   00:006.060,     0.02745
   00:006.080,     0.02840
   00:006.100,     0.02813
   00:006.120,     0.02693
   00:006.140,     0.02676
   00:006.160,     0.02702
   00:006.180,     0.02692
   00:006.200,     0.02743
   00:006.220,     0.02804
   00:006.240,     0.02864
   00:006.260,     0.02712
   00:006.280,     0.02714
   00:006.300,     0.02778
   00:006.320,     0.02705
   00:006.340,     0.02694
   00:006.360,     0.02767
   00:006.380,     0.02876
   00:006.400,     0.02839
   00:006.420,     0.02847
   00:006.440,     0.02859
   00:006.460,     0.02857
   00:006.480,     0.02754
   00:006.500,     0.02719
   00:006.520,     0.02882
   00:006.540,     0.02879
   00:006.560,     0.02815
   00:006.580,     0.02731
   00:006.600,     0.02732
   00:006.620,     0.02861
   00:006.640,     0.02906
   00:006.660,     0.02818
   00:006.680,     0.02838
   00:006.700,     0.02870
   00:006.720,     0.02964
   00:006.740,     0.02924
   00:006.760,     0.02752
   00:006.780,     0.02795
   00:006.800,     0.02723
   00:006.820,     0.02764
   00:006.840,     0.02724
   00:006.860,     0.02586
   00:006.880,     0.02647
   00:006.900,     0.02837
   00:006.920,     0.02796
   00:006.940,     0.02787
   00:006.960,     0.02833
   00:006.980,     0.02748
   00:007.000,     0.02711
   00:007.020,     0.02680
   00:007.040,     0.02522
   00:007.060,     0.02633
   00:007.080,     0.02863
   00:007.100,     0.02762
   00:007.120,     0.02819
   00:007.140,     0.02800
   00:007.160,     0.02734
   00:007.180,     0.02874
   00:007.200,     0.02957
   00:007.220,     0.02929
   00:007.240,     0.02978
   00:007.260,     0.02926
   00:007.280,     0.02838
   00:007.300,     0.02850
   00:007.320,     0.02828
   00:007.340,     0.02860
   00:007.360,     0.02858
   00:007.380,     0.02816
   00:007.400,     0.02832
   00:007.420,     0.02878
