<WFATester Graph 1.00 1,55.000,60.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  2770,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.29920
   00:000.120,     0.29920
   00:000.140,     0.30379
   00:000.160,     0.30033
   00:000.180,     0.30003
   00:000.200,     0.30255
   00:000.220,     0.30074
   00:000.240,     0.29990
   00:000.260,     0.29956
   00:000.280,     0.30006
   00:000.300,     0.29907
   00:000.320,     0.29888
   00:000.340,     0.29976
   00:000.360,     0.30061
   00:000.380,     0.29992
   00:000.400,     0.29914
   00:000.420,     0.29890
   00:000.440,     0.29893
   00:000.460,     0.30006
   00:000.480,     0.30062
   00:000.500,     0.30085
   00:000.520,     0.30101
   00:000.540,     0.30143
   00:000.560,     0.30048
   00:000.580,     0.29946
   00:000.600,     0.30005
   00:000.620,     0.30110
   00:000.640,     0.30126
   00:000.660,     0.30018
   00:000.680,     0.29903
   00:000.700,     0.30028
   00:000.720,     0.30132
   00:000.740,     0.30155
   00:000.760,     0.30064
   00:000.780,     0.29910
   00:000.800,     0.29976
   00:000.820,     0.30083
   00:000.840,     0.30179
   00:000.860,     0.30264
   00:000.880,     0.30323
   00:000.900,     0.30211
   00:000.920,     0.30194
   00:000.940,     0.30358
   00:000.960,     0.30312
   00:000.980,     0.30188
   00:001.000,     0.30222
   00:001.020,     0.30335
   00:001.040,     0.30304
   00:001.060,     0.30132
   00:001.080,     0.30105
   00:001.100,     0.30261
   00:001.120,     0.30321
   00:001.140,     0.30132
   00:001.160,     0.30213
   00:001.180,     0.30377
   00:001.200,     0.30272
   00:001.220,     0.30133
   00:001.240,     0.30045
   00:001.260,     0.30041
   00:001.280,     0.30202
   00:001.300,     0.30140
   00:001.320,     0.30152
   00:001.340,     0.30200
   00:001.360,     0.30196
   00:001.380,     0.30255
   00:001.400,     0.30209
   00:001.420,     0.30151
   00:001.440,     0.30191
   00:001.460,     0.30263
   00:001.480,     0.30223
   00:001.500,     0.30288
   00:001.520,     0.30380
   00:001.540,     0.30359
   00:001.560,     0.30193
   00:001.580,     0.29943
   00:001.600,     0.29918
   00:001.620,     0.30020
   00:001.640,     0.30013
   00:001.660,     0.30106
   00:001.680,     0.30067
   00:001.700,     0.29953
   00:001.720,     0.30037
   00:001.740,     0.30091
   00:001.760,     0.30075
   00:001.780,     0.30029
   00:001.800,     0.29949
   00:001.820,     0.29949
   00:001.840,     0.30076
   00:001.860,     0.30116
   00:001.880,     0.30078
   00:001.900,     0.30071
   00:001.920,     0.30021
   00:001.940,     0.30058
   00:001.960,     0.30210
   00:001.980,     0.30241
   00:002.000,     0.30091
   00:002.020,     0.30120
   00:002.040,     0.30255
   00:002.060,     0.30313
   00:002.080,     0.30205
   00:002.100,     0.30201
   00:002.120,     0.30225
   00:002.140,     0.30184
   00:002.160,     0.30213
   00:002.180,     0.30231
   00:002.200,     0.30299
   00:002.220,     0.30168
   00:002.240,     0.30121
   00:002.260,     0.30203
   00:002.280,     0.30090
   00:002.300,     0.30170
   00:002.320,     0.30290
   00:002.340,     0.30277
   00:002.360,     0.30241
   00:002.380,     0.30096
   00:002.400,     0.30077
   00:002.420,     0.30062
   00:002.440,     0.30125
   00:002.460,     0.30150
   00:002.480,     0.30027
   00:002.500,     0.29995
   00:002.520,     0.30092
   00:002.540,     0.30129
   00:002.560,     0.30088
   00:002.580,     0.30172
   00:002.600,     0.30240
   00:002.620,     0.30196
   00:002.640,     0.30137
   00:002.660,     0.30145
   00:002.680,     0.30183
   00:002.700,     0.30130
   00:002.720,     0.30170
   00:002.740,     0.30259
   00:002.760,     0.30337
   00:002.780,     0.30373
   00:002.800,     0.30262
   00:002.820,     0.30174
   00:002.840,     0.30180
   00:002.860,     0.30179
   00:002.880,     0.30221
   00:002.900,     0.30218
   00:002.920,     0.30177
   00:002.940,     0.30236
   00:002.960,     0.30218
   00:002.980,     0.30154
   00:003.000,     0.30180
   00:003.020,     0.30278
   00:003.040,     0.30141
   00:003.060,     0.30059
   00:003.080,     0.30142
   00:003.100,     0.30141
   00:003.120,     0.30095
   00:003.140,     0.30111
   00:003.160,     0.30147
   00:003.180,     0.30168
   00:003.200,     0.30204
   00:003.220,     0.30222
   00:003.240,     0.30171
   00:003.260,     0.30129
   00:003.280,     0.30142
   00:003.300,     0.30145
   00:003.320,     0.30107
   00:003.340,     0.30044
   00:003.360,     0.30016
   00:003.380,     0.29905
   00:003.400,     0.30077
   00:003.420,     0.30302
   00:003.440,     0.30275
   00:003.460,     0.30094
   00:003.480,     0.30174
   00:003.500,     0.30232
   00:003.520,     0.30201
   00:003.540,     0.30196
   00:003.560,     0.30209
   00:003.580,     0.30205
   00:003.600,     0.30108
   00:003.620,     0.30178
   00:003.640,     0.30233
   00:003.660,     0.30218
   00:003.680,     0.30206
   00:003.700,     0.30230
   00:003.720,     0.30302
   00:003.740,     0.30223
   00:003.760,     0.30168
   00:003.780,     0.30151
   00:003.800,     0.30294
   00:003.820,     0.30391
   00:003.840,     0.30295
   00:003.860,     0.30145
   00:003.880,     0.30093
   00:003.900,     0.30167
   00:003.920,     0.30260
   00:003.940,     0.30254
   00:003.960,     0.30269
   00:003.980,     0.30201
   00:004.000,     0.30198
   00:004.020,     0.30299
   00:004.040,     0.30273
   00:004.060,     0.30066
   00:004.080,     0.30097
   00:004.100,     0.30216
   00:004.120,     0.30195
   00:004.140,     0.30240
   00:004.160,     0.30238
   00:004.180,     0.30189
   00:004.200,     0.30162
   00:004.220,     0.30279
   00:004.240,     0.30375
   00:004.260,     0.30313
   00:004.280,     0.30139
   00:004.300,     0.30254
   00:004.320,     0.30355
   00:004.340,     0.30195
   00:004.360,     0.30184
   00:004.380,     0.30280
   00:004.400,     0.30188
   00:004.420,     0.30164
   00:004.440,     0.30136
   00:004.460,     0.30156
   00:004.480,     0.30251
   00:004.500,     0.30259
   00:004.520,     0.30187
   00:004.540,     0.30255
   00:004.560,     0.30279
   00:004.580,     0.30303
   00:004.600,     0.30256
   00:004.620,     0.30185
   00:004.640,     0.30170
   00:004.660,     0.30187
   00:004.680,     0.30100
   00:004.700,     0.30160
   00:004.720,     0.30395
   00:004.740,     0.30496
   00:004.760,     0.30439
   00:004.780,     0.30573
   00:004.800,     0.30684
   00:004.820,     0.30811
   00:004.840,     0.31165
   00:004.860,     0.31425
   00:004.880,     0.31677
   00:004.900,     0.32029
   00:004.920,     0.32331
   00:004.940,     0.32578
   00:004.960,     0.32879
   00:004.980,     0.32967
   00:005.000,     0.32961
   00:005.020,     0.33088
   00:005.040,     0.33113
   00:005.060,     0.33126
   00:005.080,     0.33079
   00:005.100,     0.32957
   00:005.120,     0.32806
   00:005.140,     0.32840
   00:005.160,     0.32858
   00:005.180,     0.32839
   00:005.200,     0.32904
   00:005.220,     0.33121
   00:005.240,     0.33303
   00:005.260,     0.34184
   00:005.280,     0.36786
   00:005.300,     0.43100
   00:005.320,     0.57055
   00:005.340,     0.80962
   00:005.360,     1.10659
   00:005.380,     1.37812
   00:005.400,     1.57193
   00:005.420,     1.68369
   00:005.440,     1.73315
   00:005.460,     1.72787
   00:005.480,     1.68284
   00:005.500,     1.61897
   00:005.520,     1.55625
   00:005.540,     1.49616
   00:005.560,     1.42512
   00:005.580,     1.35595
   00:005.600,     1.32346
   00:005.620,     1.34606
   00:005.640,     1.41088
   00:005.660,     1.48354
   00:005.680,     1.51939
   00:005.700,     1.48401
   00:005.720,     1.38547
   00:005.740,     1.27610
   00:005.760,     1.22032
   00:005.780,     1.25679
   00:005.800,     1.37111
   00:005.820,     1.51635
   00:005.840,     1.65993
   00:005.860,     1.78593
   00:005.880,     1.89081
   00:005.900,     1.97763
   00:005.920,     2.05639
   00:005.940,     2.13175
   00:005.960,     2.19840
   00:005.980,     2.24639
   00:006.000,     2.27510
   00:006.020,     2.28359
   00:006.040,     2.27379
   00:006.060,     2.25713
   00:006.080,     2.24421
   00:006.100,     2.24118
   00:006.120,     2.25129
   00:006.140,     2.26992
   00:006.160,     2.28898
   00:006.180,     2.29421
   00:006.200,     2.30811
   00:006.220,     2.37449
   00:006.240,     2.50673
   00:006.260,     2.66998
   00:006.280,     2.82951
   00:006.300,     2.98989
   00:006.320,     3.17598
   00:006.340,     3.39900
   00:006.360,     3.61404
   00:006.380,     3.69694
   00:006.400,     3.59692
   00:006.420,     3.38764
   00:006.440,     3.09278
   00:006.460,     2.67419
   00:006.480,     2.16779
   00:006.500,     1.68570
   00:006.520,     1.30611
   00:006.540,     1.03178
   00:006.560,     0.84781
   00:006.580,     0.74337
   00:006.600,     0.69144
   00:006.620,     0.65874
   00:006.640,     0.63524
   00:006.660,     0.62469
   00:006.680,     0.61524
   00:006.700,     0.58912
   00:006.720,     0.55001
   00:006.740,     0.51761
   00:006.760,     0.50131
   00:006.780,     0.50119
   00:006.800,     0.51774
   00:006.820,     0.54484
   00:006.840,     0.57049
   00:006.860,     0.58113
   00:006.880,     0.57077
   00:006.900,     0.54402
   00:006.920,     0.51274
   00:006.940,     0.48759
   00:006.960,     0.46920
   00:006.980,     0.45790
   00:007.000,     0.45279
   00:007.020,     0.45191
   00:007.040,     0.45675
   00:007.060,     0.46544
   00:007.080,     0.47497
   00:007.100,     0.48551
   00:007.120,     0.49411
   00:007.140,     0.49864
   00:007.160,     0.50513
   00:007.180,     0.51358
   00:007.200,     0.51710
   00:007.220,     0.51615
   00:007.240,     0.51647
   00:007.260,     0.51362
   00:007.280,     0.50475
   00:007.300,     0.49146
   00:007.320,     0.47549
   00:007.340,     0.46198
   00:007.360,     0.46092
   00:007.380,     0.47217
   00:007.400,     0.49206
   00:007.420,     0.51362
