<WFATester Graph 1.00 4,0.000,60.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  2400,4,0,12,5,t,1,12,5,f,2,12,5,f,5,12,5,f>
        Temps,        CO2%,        Flow,         O2%
   00:005.960,     0.41884,     0.60319,    20.43106
   00:005.980,     0.42273,     0.59538,    20.42481
   00:006.000,     0.42623,     0.57919,    20.42481
   00:006.020,     0.43025,     0.55843,    20.44356
   00:006.040,     0.44589,     0.54239,    20.44356
   00:006.060,     0.48429,     0.53766,    20.41856
   00:006.080,     0.56242,     0.53807,    20.39356
   00:006.100,     0.69611,     0.53105,    20.31857
   00:006.120,     0.89478,     0.51906,    20.20608
   00:006.140,     1.16389,     0.51310,    20.02485
   00:006.160,     1.49466,     0.50906,    19.76863
   00:006.180,     1.86528,     0.50467,    19.45616
   00:006.200,     2.24668,     0.49638,    19.09370
   00:006.220,     2.61166,     0.48484,    18.69374
   00:006.240,     2.93720,     0.48427,    18.34377
   00:006.260,     3.21519,     0.49579,    18.00631
   00:006.280,     3.45094,     0.50727,    17.74383
   00:006.300,     3.64251,     0.50934,    17.51886
   00:006.320,     3.79364,     0.50660,    17.30638
   00:006.340,     3.91888,     0.50300,    17.15639
   00:006.360,     4.01880,     0.50371,    17.05640
   00:006.380,     4.09890,     0.49701,    16.93142
   00:006.400,     4.16652,     0.46327,    16.86892
   00:006.420,     4.22256,     0.42240,    16.79393
   00:006.440,     4.26885,     0.41958,    16.71894
   00:006.460,     4.31013,     0.45765,    16.69394
   00:006.480,     4.35111,     0.50047,    16.61895
   00:006.500,     4.38948,     0.52140,    16.60645
   00:006.520,     4.42105,     0.51615,    16.55646
   00:006.540,     4.45121,     0.49500,    16.50646
   00:006.560,     4.47995,     0.46785,    16.48146
   00:006.580,     4.50567,     0.44275,    16.44397
   00:006.600,     4.52844,     0.42375,    16.40022
   00:006.620,     4.55120,     0.41448,    16.39397
   00:006.640,     4.57517,     0.40514,    16.38147
   00:006.660,     4.59965,     0.38810,    16.34398
   00:006.680,     4.62151,     0.36856,    16.31898
   00:006.700,     4.63696,     0.34434,    16.29398
   00:006.720,     4.65299,     0.32449,    16.27523
   00:006.740,     4.67311,     0.31770,    16.24399
   00:006.760,     4.69020,     0.31519,    16.21899
   00:006.780,     4.70379,     0.31435,    16.20024
   00:006.800,     4.71998,     0.31367,    16.20024
   00:006.820,     4.73667,     0.31271,    16.16900
   00:006.840,     4.75098,     0.31455,    16.15025
   00:006.860,     4.76416,     0.31797,    16.13150
   00:006.880,     4.77774,     0.31976,    16.13150
   00:006.900,     4.78904,     0.32293,    16.13150
   00:006.920,     4.80039,     0.32710,    16.10025
   00:006.940,     4.81335,     0.32484,    16.08150
   00:006.960,     4.82317,     0.31761,    16.09400
   00:006.980,     4.83117,     0.31196,    16.06901
   00:007.000,     4.83975,     0.31043,    16.04401
   00:007.020,     4.85126,     0.30496,    16.03151
   00:007.040,     4.86289,     0.29925,    16.04401
   00:007.060,     4.87154,     0.29725,    16.04401
   00:007.080,     4.88231,     0.29252,    16.01901
   00:007.100,     4.89377,     0.27901,    15.98151
   00:007.120,     4.90161,     0.26720,    15.99401
   00:007.140,     4.91104,     0.26161,    15.96902
   00:007.160,     4.91854,     0.24346,    15.96902
   00:007.180,     4.91952,     0.20974,    15.96902
   00:007.200,     4.92243,     0.19062,    15.95652
   00:007.220,     4.92846,     0.20187,    15.95027
   00:007.240,     4.93202,     0.22455,    15.94402
   00:007.260,     4.93354,     0.24055,    15.93152
   00:007.280,     4.93834,     0.24768,    15.92527
   00:007.300,     4.94674,     0.24730,    15.92527
   00:007.320,     4.95348,     0.23428,    15.90652
   00:007.340,     4.95880,     0.21492,    15.89402
   00:007.360,     4.96721,     0.20218,    15.90652
   00:007.380,     4.97452,     0.19817,    15.89402
   00:007.400,     4.98111,     0.19696,    15.87528
   00:007.420,     4.99262,     0.19801,    15.86903
   00:007.440,     5.00456,     0.19388,    15.84403
   00:007.460,     5.01697,     0.18470,    15.84403
   00:007.480,     5.02932,     0.17517,    15.81903
   00:007.500,     5.04082,     0.17308,    15.79403
   00:007.520,     5.05372,     0.17479,    15.79403
   00:007.540,     5.06285,     0.17187,    15.76904
   00:007.560,     5.07148,     0.17106,    15.75654
   00:007.580,     5.08311,     0.17424,    15.74404
   00:007.600,     5.09487,     0.17188,    15.70654
   00:007.620,     5.10468,     0.16714,    15.69404
   00:007.640,     5.11352,     0.16243,    15.69404
   00:007.660,     5.12173,     0.15764,    15.68155
   00:007.680,     5.13294,     0.15875,    15.65655
   00:007.700,     5.14061,     0.16362,    15.64405
   00:007.720,     5.14223,     0.16322,    15.66280
   00:007.740,     5.14940,     0.16055,    15.63155
   00:007.760,     5.15782,     0.16132,    15.64405
   00:007.780,     5.16594,     0.15985,    15.63155
   00:007.800,     5.17403,     0.16318,    15.61905
   00:007.820,     5.17764,     0.17106,    15.61905
   00:007.840,     5.17947,     0.17427,    15.62530
   00:007.860,     5.18609,     0.16803,    15.59405
   00:007.880,     5.19155,     0.15998,    15.56906
   00:007.900,     5.19479,     0.15704,    15.60655
   00:007.920,     5.19557,     0.15836,    15.60655
   00:007.940,     5.19685,     0.15421,    15.59405
   00:007.960,     5.20193,     0.14369,    15.58156
   00:007.980,     5.20694,     0.13717,    15.56906
   00:008.000,     5.21425,     0.14545,    15.57531
   00:008.020,     5.21882,     0.15886,    15.56906
   00:008.040,     5.22242,     0.16624,    15.54406
   00:008.060,     5.22938,     0.16546,    15.53156
   00:008.080,     5.23497,     0.16002,    15.53156
   00:008.100,     5.23744,     0.14839,    15.51906
   00:008.120,     5.24126,     0.13591,    15.50031
   00:008.140,     5.24821,     0.13367,    15.50031
   00:008.160,     5.25400,     0.13844,    15.50656
   00:008.180,     5.25815,     0.13931,    15.48157
   00:008.200,     5.26270,     0.13821,    15.47532
   00:008.220,     5.26717,     0.13751,    15.46907
   00:008.240,     5.27144,     0.12882,    15.45657
   00:008.260,     5.27771,     0.12561,    15.45657
   00:008.280,     5.28590,     0.13226,    15.45657
   00:008.300,     5.29013,     0.13614,    15.44407
   00:008.320,     5.29289,     0.13426,    15.41907
   00:008.340,     5.29709,     0.13022,    15.40657
   00:008.360,     5.30317,     0.12711,    15.40657
   00:008.380,     5.31260,     0.12400,    15.39407
   00:008.400,     5.31744,     0.12253,    15.36908
   00:008.420,     5.32293,     0.12527,    15.36908
   00:008.440,     5.32674,     0.12666,    15.36908
   00:008.460,     5.32991,     0.12275,    15.35033
   00:008.480,     5.33344,     0.11812,    15.33158
   00:008.500,     5.33699,     0.11720,    15.34408
   00:008.520,     5.34485,     0.11651,    15.33158
   00:008.540,     5.35472,     0.11263,    15.31283
   00:008.560,     5.36196,     0.11334,    15.29408
   00:008.580,     5.36967,     0.11562,    15.29408
   00:008.600,     5.37816,     0.11654,    15.27534
   00:008.620,     5.38395,     0.11298,    15.25659
   00:008.640,     5.38675,     0.10516,    15.27534
   00:008.660,     5.38956,     0.10571,    15.25034
   00:008.680,     5.39392,     0.11085,    15.22534
   00:008.700,     5.39933,     0.11153,    15.23159
   00:008.720,     5.40558,     0.10149,    15.24409
   00:008.740,     5.40957,     0.09155,    15.21909
   00:008.760,     5.41273,     0.09624,    15.20659
   00:008.780,     5.41737,     0.10433,    15.21909
   00:008.800,     5.42110,     0.11095,    15.19409
   00:008.820,     5.42408,     0.12113,    15.19409
   00:008.840,     5.42752,     0.12472,    15.19409
   00:008.860,     5.43261,     0.12006,    15.20034
   00:008.880,     5.43890,     0.10829,    15.15660
   00:008.900,     5.44253,     0.10016,    15.18160
   00:008.920,     5.44499,     0.09639,    15.16910
   00:008.940,     5.45038,     0.09146,    15.15660
   00:008.960,     5.45917,     0.08936,    15.15035
   00:008.980,     5.46514,     0.08357,    15.15660
   00:009.000,     5.46819,     0.00000,    15.15660
   00:009.020,     5.47449,     0.00000,    15.13160
   00:009.040,     5.47959,     0.00000,    15.11910
   00:009.060,     5.48107,     0.00000,    15.13160
   00:009.080,     5.48647,     0.00000,    15.09411
   00:009.100,     5.49387,     0.00000,    15.09411
   00:009.120,     5.49646,    -0.14393,    15.09411
   00:009.140,     5.49993,    -0.20090,    15.06911
   00:009.160,     5.50249,    -0.26598,    15.05661
   00:009.180,     5.50230,    -0.34200,    15.06286
   00:009.200,     5.50396,    -0.41726,    15.06286
   00:009.220,     5.50846,    -0.48952,    15.04411
   00:009.240,     5.51062,    -0.55479,    15.05036
   00:009.260,     5.51041,    -0.61063,    15.05661
   00:009.280,     5.51206,    -0.65122,    15.04411
   00:009.300,     5.51524,    -0.68672,    15.02536
   00:009.320,     5.52371,    -0.72056,    15.04411
   00:009.340,     5.53075,    -0.74712,    15.02536
   00:009.360,     5.53381,    -0.76375,    15.00036
   00:009.380,     5.53979,    -0.77509,    14.98787
   00:009.400,     5.54889,    -0.78510,    14.99412
   00:009.420,     5.55915,    -0.79123,    14.95037
   00:009.440,     5.56559,    -0.79002,    14.94412
   00:009.460,     5.56866,    -0.78311,    14.94412
   00:009.480,     5.56814,    -0.77670,    14.93162
   00:009.500,     5.56878,    -0.77791,    14.91912
   00:009.520,     5.55928,    -0.79824,    14.93162
   00:009.540,     5.47437,    -0.83086,    14.93162
   00:009.560,     5.19376,    -0.84799,    15.00661
   00:009.580,     4.73678,    -0.84133,    15.25659
   00:009.600,     4.34595,    -0.82733,    15.67530
   00:009.620,     4.19724,    -0.82972,    16.07526
   00:009.640,     4.12515,    -0.85640,    16.26899
   00:009.660,     3.70829,    -0.89457,    16.44397
   00:009.680,     2.90489,    -0.92798,    16.88142
   00:009.700,     2.11166,    -0.94797,    17.61885
   00:009.720,     1.55187,    -0.94986,    18.44376
   00:009.740,     1.19187,    -0.93247,    19.11245
   00:009.760,     0.95473,    -0.90756,    19.55615
   00:009.780,     0.79881,    -0.89054,    19.84987
   00:009.800,     0.69811,    -0.88076,    20.04360
   00:009.820,     0.63245,    -0.86877,    20.15609
   00:009.840,     0.58690,    -0.84693,    20.26858
   00:009.860,     0.55500,    -0.81856,    20.31857
   00:009.880,     0.53358,    -0.79875,    20.34357
   00:009.900,     0.51780,    -0.79272,    20.39356
   00:009.920,     0.50633,    -0.78944,    20.39981
   00:009.940,     0.49531,    -0.78010,    20.40606
   00:009.960,     0.48675,    -0.77036,    20.41856
   00:009.980,     0.48229,    -0.76312,    20.43106
   00:010.000,     0.47800,    -0.74628,    20.44981
   00:010.020,     0.47351,    -0.71227,    20.43106
   00:010.040,     0.46980,    -0.67081,    20.42481
   00:010.060,     0.46747,    -0.63039,    20.43106
   00:010.080,     0.46481,    -0.58611,    20.42481
   00:010.100,     0.46223,    -0.52807,    20.42481
   00:010.120,     0.45847,    -0.45769,    20.43106
   00:010.140,     0.45610,    -0.37370,    20.41231
   00:010.160,     0.45440,    -0.28476,    20.40606
   00:010.180,     0.45253,    -0.19518,    20.42481
   00:010.200,     0.45062,    -0.08221,    20.39981
   00:010.220,     0.44942,     0.00000,    20.39356
   00:010.240,     0.44854,     0.17117,    20.41231
   00:010.260,     0.44777,     0.23066,    20.40606
   00:010.280,     0.44698,     0.29473,    20.40606
   00:010.300,     0.44569,     0.33802,    20.39356
   00:010.320,     0.44390,     0.36436,    20.39356
   00:010.340,     0.44253,     0.39967,    20.40606
   00:010.360,     0.44171,     0.45500,    20.39981
   00:010.380,     0.44006,     0.49119,    20.40606
   00:010.400,     0.43939,     0.48317,    20.39356
   00:010.420,     0.43825,     0.45433,    20.36857
   00:010.440,     0.43640,     0.43820,    20.39356
   00:010.460,     0.43617,     0.44839,    20.39981
   00:010.480,     0.43522,     0.47000,    20.39356
   00:010.500,     0.43499,     0.49199,    20.39356
   00:010.520,     0.43592,     0.50643,    20.40606
   00:010.540,     0.43473,     0.50466,    20.39356
   00:010.560,     0.43441,     0.49240,    20.39356
   00:010.580,     0.43440,     0.48803,    20.39356
   00:010.600,     0.43318,     0.49709,    20.39981
   00:010.620,     0.43160,     0.51446,    20.39356
   00:010.640,     0.43187,     0.53230,    20.39356
   00:010.660,     0.43184,     0.54424,    20.39356
   00:010.680,     0.43082,     0.54897,    20.39356
   00:010.700,     0.43183,     0.54474,    20.39356
   00:010.720,     0.43262,     0.53600,    20.39981
   00:010.740,     0.43152,     0.53317,    20.39356
   00:010.760,     0.43109,     0.53033,    20.39356
   00:010.780,     0.43064,     0.52420,    20.39356
   00:010.800,     0.43028,     0.51193,    20.39356
   00:010.820,     0.43219,     0.50103,    20.39356
   00:010.840,     0.43448,     0.49852,    20.39981
