<WFATester Graph 1.00 1,50.000,55.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  2565,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.17402
   00:000.120,     0.17426
   00:000.140,     0.17960
   00:000.160,     0.17607
   00:000.180,     0.17550
   00:000.200,     0.17527
   00:000.220,     0.17225
   00:000.240,     0.17151
   00:000.260,     0.17241
   00:000.280,     0.17129
   00:000.300,     0.17037
   00:000.320,     0.17114
   00:000.340,     0.16956
   00:000.360,     0.16923
   00:000.380,     0.17051
   00:000.400,     0.17181
   00:000.420,     0.17005
   00:000.440,     0.16928
   00:000.460,     0.17062
   00:000.480,     0.17068
   00:000.500,     0.16996
   00:000.520,     0.17029
   00:000.540,     0.16981
   00:000.560,     0.16956
   00:000.580,     0.16910
   00:000.600,     0.16989
   00:000.620,     0.17178
   00:000.640,     0.17295
   00:000.660,     0.17198
   00:000.680,     0.17152
   00:000.700,     0.17119
   00:000.720,     0.17009
   00:000.740,     0.16933
   00:000.760,     0.16857
   00:000.780,     0.16814
   00:000.800,     0.16938
   00:000.820,     0.16957
   00:000.840,     0.16819
   00:000.860,     0.16808
   00:000.880,     0.16798
   00:000.900,     0.16935
   00:000.920,     0.16915
   00:000.940,     0.16749
   00:000.960,     0.16919
   00:000.980,     0.17030
   00:001.000,     0.17038
   00:001.020,     0.17107
   00:001.040,     0.17198
   00:001.060,     0.17183
   00:001.080,     0.17116
   00:001.100,     0.17279
   00:001.120,     0.17218
   00:001.140,     0.16969
   00:001.160,     0.17016
   00:001.180,     0.17089
   00:001.200,     0.16898
   00:001.220,     0.16747
   00:001.240,     0.16683
   00:001.260,     0.16717
   00:001.280,     0.16787
   00:001.300,     0.16773
   00:001.320,     0.16765
   00:001.340,     0.16813
   00:001.360,     0.16713
   00:001.380,     0.16746
   00:001.400,     0.16723
   00:001.420,     0.16675
   00:001.440,     0.16581
   00:001.460,     0.16460
   00:001.480,     0.16623
   00:001.500,     0.16733
   00:001.520,     0.16645
   00:001.540,     0.16569
   00:001.560,     0.16578
   00:001.580,     0.16495
   00:001.600,     0.16428
   00:001.620,     0.16510
   00:001.640,     0.16594
   00:001.660,     0.16569
   00:001.680,     0.16463
   00:001.700,     0.16417
   00:001.720,     0.16507
   00:001.740,     0.16430
   00:001.760,     0.16522
   00:001.780,     0.16600
   00:001.800,     0.16441
   00:001.820,     0.16336
   00:001.840,     0.16335
   00:001.860,     0.16446
   00:001.880,     0.16527
   00:001.900,     0.16596
   00:001.920,     0.16585
   00:001.940,     0.16605
   00:001.960,     0.16785
   00:001.980,     0.16822
   00:002.000,     0.16721
   00:002.020,     0.16798
   00:002.040,     0.16861
   00:002.060,     0.16947
   00:002.080,     0.17092
   00:002.100,     0.17052
   00:002.120,     0.16936
   00:002.140,     0.16876
   00:002.160,     0.16900
   00:002.180,     0.16883
   00:002.200,     0.16815
   00:002.220,     0.16726
   00:002.240,     0.16772
   00:002.260,     0.16840
   00:002.280,     0.16947
   00:002.300,     0.17202
   00:002.320,     0.17384
   00:002.340,     0.17509
   00:002.360,     0.17454
   00:002.380,     0.17181
   00:002.400,     0.16898
   00:002.420,     0.16777
   00:002.440,     0.16651
   00:002.460,     0.16297
   00:002.480,     0.16098
   00:002.500,     0.16181
   00:002.520,     0.16128
   00:002.540,     0.16046
   00:002.560,     0.16049
   00:002.580,     0.16257
   00:002.600,     0.16248
   00:002.620,     0.16029
   00:002.640,     0.16127
   00:002.660,     0.16194
   00:002.680,     0.16262
   00:002.700,     0.16295
   00:002.720,     0.16221
   00:002.740,     0.16117
   00:002.760,     0.16004
   00:002.780,     0.15908
   00:002.800,     0.15903
   00:002.820,     0.15935
   00:002.840,     0.15890
   00:002.860,     0.15837
   00:002.880,     0.15853
   00:002.900,     0.15990
   00:002.920,     0.15958
   00:002.940,     0.15949
   00:002.960,     0.16014
   00:002.980,     0.16108
   00:003.000,     0.15993
   00:003.020,     0.16039
   00:003.040,     0.16149
   00:003.060,     0.16017
   00:003.080,     0.15960
   00:003.100,     0.16132
   00:003.120,     0.16179
   00:003.140,     0.16192
   00:003.160,     0.16223
   00:003.180,     0.16126
   00:003.200,     0.16075
   00:003.220,     0.16078
   00:003.240,     0.16089
   00:003.260,     0.16010
   00:003.280,     0.15955
   00:003.300,     0.15994
   00:003.320,     0.15945
   00:003.340,     0.15931
   00:003.360,     0.16009
   00:003.380,     0.15970
   00:003.400,     0.15878
   00:003.420,     0.15836
   00:003.440,     0.15853
   00:003.460,     0.15895
   00:003.480,     0.15916
   00:003.500,     0.15883
   00:003.520,     0.15858
   00:003.540,     0.15961
   00:003.560,     0.16087
   00:003.580,     0.16058
   00:003.600,     0.16041
   00:003.620,     0.16123
   00:003.640,     0.16161
   00:003.660,     0.16046
   00:003.680,     0.15964
   00:003.700,     0.15993
   00:003.720,     0.16064
   00:003.740,     0.15991
   00:003.760,     0.15907
   00:003.780,     0.16048
   00:003.800,     0.16152
   00:003.820,     0.16141
   00:003.840,     0.16177
   00:003.860,     0.16193
   00:003.880,     0.16137
   00:003.900,     0.16224
   00:003.920,     0.16156
   00:003.940,     0.16120
   00:003.960,     0.16090
   00:003.980,     0.16207
   00:004.000,     0.16236
   00:004.020,     0.16187
   00:004.040,     0.16191
   00:004.060,     0.16221
   00:004.080,     0.16254
   00:004.100,     0.16270
   00:004.120,     0.16220
   00:004.140,     0.16337
   00:004.160,     0.16464
   00:004.180,     0.16424
   00:004.200,     0.16360
   00:004.220,     0.16385
   00:004.240,     0.16445
   00:004.260,     0.16520
   00:004.280,     0.16527
   00:004.300,     0.16457
   00:004.320,     0.16452
   00:004.340,     0.16469
   00:004.360,     0.16486
   00:004.380,     0.16410
   00:004.400,     0.16276
   00:004.420,     0.16375
   00:004.440,     0.16426
   00:004.460,     0.16349
   00:004.480,     0.16444
   00:004.500,     0.16531
   00:004.520,     0.16728
   00:004.540,     0.17017
   00:004.560,     0.17397
   00:004.580,     0.17612
   00:004.600,     0.17785
   00:004.620,     0.18100
   00:004.640,     0.18196
   00:004.660,     0.18232
   00:004.680,     0.18235
   00:004.700,     0.18113
   00:004.720,     0.18106
   00:004.740,     0.18066
   00:004.760,     0.18083
   00:004.780,     0.17963
   00:004.800,     0.17797
   00:004.820,     0.17790
   00:004.840,     0.17824
   00:004.860,     0.17804
   00:004.880,     0.17814
   00:004.900,     0.17811
   00:004.920,     0.17731
   00:004.940,     0.17799
   00:004.960,     0.17823
   00:004.980,     0.17686
   00:005.000,     0.17788
   00:005.020,     0.17874
   00:005.040,     0.17892
   00:005.060,     0.17867
   00:005.080,     0.17735
   00:005.100,     0.17766
   00:005.120,     0.17862
   00:005.140,     0.17899
   00:005.160,     0.17844
   00:005.180,     0.17663
   00:005.200,     0.17542
   00:005.220,     0.17612
   00:005.240,     0.17602
   00:005.260,     0.17522
   00:005.280,     0.17545
   00:005.300,     0.17587
   00:005.320,     0.17492
   00:005.340,     0.17423
   00:005.360,     0.17444
   00:005.380,     0.17476
   00:005.400,     0.17479
   00:005.420,     0.17431
   00:005.440,     0.17390
   00:005.460,     0.17364
   00:005.480,     0.17344
   00:005.500,     0.17300
   00:005.520,     0.17393
   00:005.540,     0.17512
   00:005.560,     0.17458
   00:005.580,     0.17323
   00:005.600,     0.17308
   00:005.620,     0.17378
   00:005.640,     0.17371
   00:005.660,     0.17357
   00:005.680,     0.17388
   00:005.700,     0.17413
   00:005.720,     0.17562
   00:005.740,     0.17545
   00:005.760,     0.17499
   00:005.780,     0.17643
   00:005.800,     0.17545
   00:005.820,     0.17415
   00:005.840,     0.17616
   00:005.860,     0.17642
   00:005.880,     0.17605
   00:005.900,     0.17703
   00:005.920,     0.17706
   00:005.940,     0.17634
   00:005.960,     0.17522
   00:005.980,     0.17455
   00:006.000,     0.17538
   00:006.020,     0.17556
   00:006.040,     0.17559
   00:006.060,     0.17533
   00:006.080,     0.17596
   00:006.100,     0.17633
   00:006.120,     0.17548
   00:006.140,     0.17519
   00:006.160,     0.17469
   00:006.180,     0.17492
   00:006.200,     0.17549
   00:006.220,     0.17580
   00:006.240,     0.17611
   00:006.260,     0.17658
   00:006.280,     0.17599
   00:006.300,     0.17553
   00:006.320,     0.17663
   00:006.340,     0.17715
   00:006.360,     0.17679
   00:006.380,     0.17772
   00:006.400,     0.17696
   00:006.420,     0.17671
   00:006.440,     0.17649
   00:006.460,     0.17631
   00:006.480,     0.18021
   00:006.500,     0.19251
   00:006.520,     0.23233
   00:006.540,     0.31803
   00:006.560,     0.43992
   00:006.580,     0.56474
   00:006.600,     0.66257
   00:006.620,     0.72376
   00:006.640,     0.75590
   00:006.660,     0.76856
   00:006.680,     0.76691
   00:006.700,     0.76105
   00:006.720,     0.76741
   00:006.740,     0.79920
   00:006.760,     0.86319
   00:006.780,     0.97142
   00:006.800,     1.12930
   00:006.820,     1.31233
   00:006.840,     1.49477
   00:006.860,     1.67588
   00:006.880,     1.85471
   00:006.900,     2.01838
   00:006.920,     2.15122
   00:006.940,     2.24494
   00:006.960,     2.30922
   00:006.980,     2.36648
   00:007.000,     2.42996
   00:007.020,     2.47519
   00:007.040,     2.46013
   00:007.060,     2.38707
   00:007.080,     2.33645
   00:007.100,     2.37073
   00:007.120,     2.46082
   00:007.140,     2.55529
   00:007.160,     2.63926
   00:007.180,     2.70679
   00:007.200,     2.73443
   00:007.220,     2.69876
   00:007.240,     2.57671
   00:007.260,     2.37062
   00:007.280,     2.11330
   00:007.300,     1.85191
   00:007.320,     1.63127
   00:007.340,     1.46048
   00:007.360,     1.31039
   00:007.380,     1.13876
   00:007.400,     0.93019
   00:007.420,     0.73069
