<WFATester Graph 1.00 1,30.000,35.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1535,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.01290
   00:000.120,     0.01487
   00:000.140,     0.02331
   00:000.160,     0.01927
   00:000.180,     0.01773
   00:000.200,     0.01641
   00:000.220,     0.01451
   00:000.240,     0.01373
   00:000.260,     0.01443
   00:000.280,     0.01593
   00:000.300,     0.01575
   00:000.320,     0.01324
   00:000.340,     0.01365
   00:000.360,     0.01573
   00:000.380,     0.01528
   00:000.400,     0.01223
   00:000.420,     0.01287
   00:000.440,     0.01512
   00:000.460,     0.01513
   00:000.480,     0.01369
   00:000.500,     0.01296
   00:000.520,     0.01360
   00:000.540,     0.01522
   00:000.560,     0.01619
   00:000.580,     0.01408
   00:000.600,     0.01285
   00:000.620,     0.01329
   00:000.640,     0.01357
   00:000.660,     0.01520
   00:000.680,     0.01469
   00:000.700,     0.01358
   00:000.720,     0.01453
   00:000.740,     0.01478
   00:000.760,     0.01551
   00:000.780,     0.01500
   00:000.800,     0.01454
   00:000.820,     0.01396
   00:000.840,     0.01323
   00:000.860,     0.01318
   00:000.880,     0.01431
   00:000.900,     0.01524
   00:000.920,     0.01699
   00:000.940,     0.01629
   00:000.960,     0.01371
   00:000.980,     0.01311
   00:001.000,     0.01345
   00:001.020,     0.01501
   00:001.040,     0.01577
   00:001.060,     0.01581
   00:001.080,     0.01499
   00:001.100,     0.01305
   00:001.120,     0.01318
   00:001.140,     0.01446
   00:001.160,     0.01554
   00:001.180,     0.01679
   00:001.200,     0.01602
   00:001.220,     0.01406
   00:001.240,     0.01267
   00:001.260,     0.01327
   00:001.280,     0.01346
   00:001.300,     0.01413
   00:001.320,     0.01509
   00:001.340,     0.01488
   00:001.360,     0.01576
   00:001.380,     0.01554
   00:001.400,     0.01404
   00:001.420,     0.01424
   00:001.440,     0.01425
   00:001.460,     0.01355
   00:001.480,     0.01333
   00:001.500,     0.01405
   00:001.520,     0.01596
   00:001.540,     0.01678
   00:001.560,     0.01658
   00:001.580,     0.01383
   00:001.600,     0.01316
   00:001.620,     0.01439
   00:001.640,     0.01452
   00:001.660,     0.01463
   00:001.680,     0.01509
   00:001.700,     0.01383
   00:001.720,     0.01539
   00:001.740,     0.01529
   00:001.760,     0.01334
   00:001.780,     0.01318
   00:001.800,     0.01129
   00:001.820,     0.01170
   00:001.840,     0.01230
   00:001.860,     0.01237
   00:001.880,     0.01160
   00:001.900,     0.00985
   00:001.920,     0.01013
   00:001.940,     0.01107
   00:001.960,     0.01059
   00:001.980,     0.01069
   00:002.000,     0.00959
   00:002.020,     0.01035
   00:002.040,     0.01150
   00:002.060,     0.01120
   00:002.080,     0.01169
   00:002.100,     0.01222
   00:002.120,     0.01294
   00:002.140,     0.01311
   00:002.160,     0.01201
   00:002.180,     0.01167
   00:002.200,     0.01235
   00:002.220,     0.01064
   00:002.240,     0.00890
   00:002.260,     0.00902
   00:002.280,     0.00746
   00:002.300,     0.00657
   00:002.320,     0.00700
   00:002.340,     0.00641
   00:002.360,     0.00701
   00:002.380,     0.00859
   00:002.400,     0.00875
   00:002.420,     0.00712
   00:002.440,     0.00607
   00:002.460,     0.00686
   00:002.480,     0.00907
   00:002.500,     0.00948
   00:002.520,     0.00973
   00:002.540,     0.01079
   00:002.560,     0.00966
   00:002.580,     0.00886
   00:002.600,     0.00928
   00:002.620,     0.00874
   00:002.640,     0.00880
   00:002.660,     0.00638
   00:002.680,     0.00323
   00:002.700,     0.00068
   00:002.720,    -0.00141
   00:002.740,    -0.00480
   00:002.760,    -0.00966
   00:002.780,    -0.01027
   00:002.800,     0.00855
   00:002.820,     0.09045
   00:002.840,     0.31629
   00:002.860,     0.72631
   00:002.880,     1.25493
   00:002.900,     1.79911
   00:002.920,     2.28823
   00:002.940,     2.69954
   00:002.960,     3.03049
   00:002.980,     3.28864
   00:003.000,     3.48638
   00:003.020,     3.63613
   00:003.040,     3.74831
   00:003.060,     3.83589
   00:003.080,     3.90817
   00:003.100,     3.96534
   00:003.120,     4.01755
   00:003.140,     4.06027
   00:003.160,     4.09196
   00:003.180,     4.12223
   00:003.200,     4.15082
   00:003.220,     4.16984
   00:003.240,     4.18513
   00:003.260,     4.20224
   00:003.280,     4.21669
   00:003.300,     4.22515
   00:003.320,     4.23521
   00:003.340,     4.24243
   00:003.360,     4.24297
   00:003.380,     4.24172
   00:003.400,     4.23996
   00:003.420,     4.23615
   00:003.440,     4.23171
   00:003.460,     4.22439
   00:003.480,     4.21573
   00:003.500,     4.20965
   00:003.520,     4.20699
   00:003.540,     4.20419
   00:003.560,     4.20065
   00:003.580,     4.19814
   00:003.600,     4.20023
   00:003.620,     4.20429
   00:003.640,     4.20797
   00:003.660,     4.21090
   00:003.680,     4.21337
   00:003.700,     4.21567
   00:003.720,     4.21914
   00:003.740,     4.22434
   00:003.760,     4.23001
   00:003.780,     4.23264
   00:003.800,     4.23613
   00:003.820,     4.24150
   00:003.840,     4.24689
   00:003.860,     4.25076
   00:003.880,     4.25429
   00:003.900,     4.25803
   00:003.920,     4.26047
   00:003.940,     4.26252
   00:003.960,     4.26311
   00:003.980,     4.26352
   00:004.000,     4.26521
   00:004.020,     4.26479
   00:004.040,     4.26173
   00:004.060,     4.26021
   00:004.080,     4.25610
   00:004.100,     4.25050
   00:004.120,     4.24474
   00:004.140,     4.23470
   00:004.160,     4.22284
   00:004.180,     4.21231
   00:004.200,     4.20153
   00:004.220,     4.18801
   00:004.240,     4.17312
   00:004.260,     4.15768
   00:004.280,     4.14202
   00:004.300,     4.12649
   00:004.320,     4.11581
   00:004.340,     4.10889
   00:004.360,     4.09890
   00:004.380,     4.08868
   00:004.400,     4.08188
   00:004.420,     4.07480
   00:004.440,     4.06759
   00:004.460,     4.06092
   00:004.480,     4.05861
   00:004.500,     4.05651
   00:004.520,     4.05315
   00:004.540,     4.05007
   00:004.560,     4.04741
   00:004.580,     4.04355
   00:004.600,     4.03891
   00:004.620,     4.03474
   00:004.640,     4.03164
   00:004.660,     4.02903
   00:004.680,     4.02333
   00:004.700,     4.01799
   00:004.720,     3.99042
   00:004.740,     3.85813
   00:004.760,     3.53477
   00:004.780,     2.99617
   00:004.800,     2.30699
   00:004.820,     1.63591
   00:004.840,     1.11811
   00:004.860,     0.76416
   00:004.880,     0.52623
   00:004.900,     0.36539
   00:004.920,     0.25685
   00:004.940,     0.18161
   00:004.960,     0.12689
   00:004.980,     0.08539
   00:005.000,     0.05519
   00:005.020,     0.03226
   00:005.040,     0.01560
   00:005.060,     0.00408
   00:005.080,    -0.00617
   00:005.100,    -0.01426
   00:005.120,    -0.02026
   00:005.140,    -0.02606
   00:005.160,    -0.02912
   00:005.180,    -0.03257
   00:005.200,    -0.03603
   00:005.220,    -0.03784
   00:005.240,    -0.03926
   00:005.260,    -0.04157
   00:005.280,    -0.04396
   00:005.300,    -0.04545
   00:005.320,    -0.04728
   00:005.340,    -0.04894
   00:005.360,    -0.05079
   00:005.380,    -0.05166
   00:005.400,    -0.05284
   00:005.420,    -0.05327
   00:005.440,    -0.05287
   00:005.460,    -0.05327
   00:005.480,    -0.05612
   00:005.500,    -0.05666
   00:005.520,    -0.05629
   00:005.540,    -0.05677
   00:005.560,    -0.05747
   00:005.580,    -0.05842
   00:005.600,    -0.05898
   00:005.620,    -0.05935
   00:005.640,    -0.06171
   00:005.660,    -0.06456
   00:005.680,    -0.06498
   00:005.700,    -0.06323
   00:005.720,    -0.06256
   00:005.740,    -0.06391
   00:005.760,    -0.06516
   00:005.780,    -0.06482
   00:005.800,    -0.06550
   00:005.820,    -0.06573
   00:005.840,    -0.06594
   00:005.860,    -0.06647
   00:005.880,    -0.06802
   00:005.900,    -0.06828
   00:005.920,    -0.06824
   00:005.940,    -0.06876
   00:005.960,    -0.06851
   00:005.980,    -0.06869
   00:006.000,    -0.07022
   00:006.020,    -0.07076
   00:006.040,    -0.07009
   00:006.060,    -0.07098
   00:006.080,    -0.07212
   00:006.100,    -0.07301
   00:006.120,    -0.07265
   00:006.140,    -0.07271
   00:006.160,    -0.07278
   00:006.180,    -0.07284
   00:006.200,    -0.07278
   00:006.220,    -0.07225
   00:006.240,    -0.07327
   00:006.260,    -0.07409
   00:006.280,    -0.07363
   00:006.300,    -0.07408
   00:006.320,    -0.07482
   00:006.340,    -0.07454
   00:006.360,    -0.07465
   00:006.380,    -0.07547
   00:006.400,    -0.07575
   00:006.420,    -0.07544
   00:006.440,    -0.07448
   00:006.460,    -0.07287
   00:006.480,    -0.07284
   00:006.500,    -0.07409
   00:006.520,    -0.07413
   00:006.540,    -0.07307
   00:006.560,    -0.07030
   00:006.580,    -0.06556
   00:006.600,    -0.06225
   00:006.620,    -0.05533
   00:006.640,    -0.03798
   00:006.660,    -0.00543
   00:006.680,     0.04963
   00:006.700,     0.13980
   00:006.720,     0.26715
   00:006.740,     0.43042
   00:006.760,     0.62752
   00:006.780,     0.84373
   00:006.800,     1.07096
   00:006.820,     1.29977
   00:006.840,     1.51845
   00:006.860,     1.72951
   00:006.880,     1.92587
   00:006.900,     2.10606
   00:006.920,     2.27211
   00:006.940,     2.41860
   00:006.960,     2.54068
   00:006.980,     2.63758
   00:007.000,     2.71586
   00:007.020,     2.77719
   00:007.040,     2.82489
   00:007.060,     2.86563
   00:007.080,     2.90223
   00:007.100,     2.93022
   00:007.120,     2.94909
   00:007.140,     2.96562
   00:007.160,     2.98163
   00:007.180,     2.99247
   00:007.200,     2.99874
   00:007.220,     3.00498
   00:007.240,     3.01334
   00:007.260,     3.02065
   00:007.280,     3.02713
