<WFATester Graph 1.00 4,0.000,60.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1650,4,0,12,5,t,1,12,5,f,2,12,5,f,5,12,5,f>
        Temps,        CO2%,        Flow,         O2%
   00:002.940,     3.91706,     0.51378,    17.67228
   00:002.960,     3.93326,     0.50316,    17.67228
   00:002.980,     3.94738,     0.49560,    17.66605
   00:003.000,     3.96812,     0.48728,    17.67228
   00:003.020,     3.98398,     0.47238,    17.65983
   00:003.040,     3.99226,     0.45934,    17.64739
   00:003.060,     4.00167,     0.45007,    17.65983
   00:003.080,     4.01161,     0.43748,    17.67228
   00:003.100,     4.02181,     0.42383,    17.67228
   00:003.120,     4.03247,     0.40650,    17.69717
   00:003.140,     4.03963,     0.39574,    17.69717
   00:003.160,     4.04652,     0.39951,    17.66605
   00:003.180,     4.05075,     0.40513,    17.65983
   00:003.200,     4.05616,     0.40309,    17.70962
   00:003.220,     4.06316,     0.39640,    17.72206
   00:003.240,     4.06622,     0.38564,    17.70339
   00:003.260,     4.06953,     0.37616,    17.70339
   00:003.280,     4.07628,     0.36932,    17.69717
   00:003.300,     4.08595,     0.35972,    17.67850
   00:003.320,     4.09501,     0.34855,    17.69717
   00:003.340,     4.10444,     0.33933,    17.69717
   00:003.360,     4.11623,     0.32952,    17.67228
   00:003.380,     4.12824,     0.32492,    17.65361
   00:003.400,     4.13912,     0.32644,    17.64739
   00:003.420,     4.15109,     0.32264,    17.62249
   00:003.440,     4.16606,     0.31850,    17.61005
   00:003.460,     4.17824,     0.31670,    17.59760
   00:003.480,     4.19022,     0.31026,    17.57893
   00:003.500,     4.20144,     0.30250,    17.56026
   00:003.520,     4.21110,     0.29528,    17.53537
   00:003.540,     4.22042,     0.28908,    17.53537
   00:003.560,     4.23402,     0.27751,    17.51670
   00:003.580,     4.24630,     0.26850,    17.49803
   00:003.600,     4.25677,     0.27070,    17.47314
   00:003.620,     4.26725,     0.26660,    17.47314
   00:003.640,     4.27880,     0.25703,    17.44825
   00:003.660,     4.29116,     0.25649,    17.42336
   00:003.680,     4.30131,     0.25421,    17.42336
   00:003.700,     4.31276,     0.24595,    17.39847
   00:003.720,     4.32332,     0.24626,    17.37980
   00:003.740,     4.33207,     0.24269,    17.36113
   00:003.760,     4.34163,     0.22731,    17.35491
   00:003.780,     4.35115,     0.21646,    17.35491
   00:003.800,     4.36013,     0.22308,    17.32379
   00:003.820,     4.37027,     0.23627,    17.32379
   00:003.840,     4.37793,     0.23505,    17.30512
   00:003.860,     4.38535,     0.22966,    17.27401
   00:003.880,     4.39556,     0.22902,    17.28023
   00:003.900,     4.40523,     0.22726,    17.25534
   00:003.920,     4.41211,     0.22047,    17.24912
   00:003.940,     4.41871,     0.21430,    17.23667
   00:003.960,     4.42507,     0.21216,    17.21178
   00:003.980,     4.43016,     0.20115,    17.20555
   00:004.000,     4.43511,     0.17360,    17.22422
   00:004.020,     4.44268,     0.13883,    17.19933
   00:004.040,     4.44802,     0.10206,    17.18689
   00:004.060,     4.45360,     0.00000,    17.18066
   00:004.080,     4.46226,     0.00000,    17.18066
   00:004.100,     4.46909,    -0.13100,    17.17444
   00:004.120,     4.47331,    -0.18587,    17.16199
   00:004.140,     4.48149,    -0.25586,    17.13710
   00:004.160,     4.49265,    -0.33159,    17.11221
   00:004.180,     4.50085,    -0.40684,    17.11221
   00:004.200,     4.50958,    -0.48153,    17.09976
   00:004.220,     4.51880,    -0.54899,    17.08109
   00:004.240,     4.52922,    -0.60983,    17.07487
   00:004.260,     4.53542,    -0.65971,    17.04998
   00:004.280,     4.54188,    -0.70574,    17.03131
   00:004.300,     4.55048,    -0.74837,    17.02509
   00:004.320,     4.55647,    -0.78363,    17.02509
   00:004.340,     4.56330,    -0.81641,    17.00642
   00:004.360,     4.57068,    -0.85454,    17.00020
   00:004.380,     4.58229,    -0.89807,    16.96286
   00:004.400,     4.59030,    -0.93746,    16.96286
   00:004.420,     4.59311,    -0.96613,    16.95041
   00:004.440,     4.59760,    -0.98631,    16.93797
   00:004.460,     4.60203,    -0.99432,    16.95041
   00:004.480,     4.60809,    -0.99045,    16.93174
   00:004.500,     4.61234,    -0.99151,    16.90685
   00:004.520,     4.61740,    -1.00024,    16.91307
   00:004.540,     4.61884,    -1.01536,    16.90063
   00:004.560,     4.60824,    -1.04585,    16.90063
   00:004.580,     4.58701,    -1.08252,    16.90685
   00:004.600,     4.55809,    -1.09864,    16.94419
   00:004.620,     4.45826,    -1.09638,    17.00020
   00:004.640,     4.11646,    -1.10362,    17.19933
   00:004.660,     3.42180,    -1.12310,    17.70962
   00:004.680,     2.57845,    -1.13560,    18.58083
   00:004.700,     1.92592,    -1.13962,    19.55162
   00:004.720,     1.56397,    -1.14520,    20.26104
   00:004.740,     1.38955,    -1.16062,    20.64686
   00:004.760,     1.30304,    -1.17710,    20.80866
   00:004.780,     1.21390,    -1.19120,    20.88334
   00:004.800,     1.04505,    -1.20992,    20.98291
   00:004.820,     0.82726,    -1.22449,    21.15715
   00:004.840,     0.63908,    -1.22275,    21.41229
   00:004.860,     0.50812,    -1.21417,    21.59898
   00:004.880,     0.42009,    -1.20453,    21.72344
   00:004.900,     0.35848,    -1.18667,    21.80434
   00:004.920,     0.31785,    -1.15983,    21.84790
   00:004.940,     0.29120,    -1.12772,    21.87901
   00:004.960,     0.27206,    -1.09404,    21.90391
   00:004.980,     0.25835,    -1.05830,    21.90391
   00:005.000,     0.24816,    -1.02169,    21.91013
   00:005.020,     0.24015,    -0.99529,    21.90391
   00:005.040,     0.23427,    -0.97285,    21.91013
   00:005.060,     0.23173,    -0.93097,    21.91013
   00:005.080,     0.22930,    -0.87438,    21.91013
   00:005.100,     0.22919,    -0.82983,    21.89146
   00:005.120,     0.23562,    -0.78192,    21.89146
   00:005.140,     0.25225,    -0.71787,    21.87901
   00:005.160,     0.28383,    -0.66971,    21.82923
   00:005.180,     0.32581,    -0.64655,    21.79189
   00:005.200,     0.36729,    -0.62008,    21.74211
   00:005.220,     0.40241,    -0.56634,    21.68610
   00:005.240,     0.43761,    -0.48268,    21.67988
   00:005.260,     0.47798,    -0.36913,    21.63010
   00:005.280,     0.52151,    -0.25029,    21.58031
   00:005.300,     0.56308,    -0.17554,    21.51808
   00:005.320,     0.59955,    -0.10764,    21.48074
   00:005.340,     0.63493,     0.00000,    21.45585
   00:005.360,     0.66676,     0.17327,    21.43096
   00:005.380,     0.68426,     0.24623,    21.39362
   00:005.400,     0.68529,     0.33797,    21.38118
   00:005.420,     0.67836,     0.41534,    21.38118
   00:005.440,     0.67396,     0.47381,    21.38740
   00:005.460,     0.66949,     0.52421,    21.40607
   00:005.480,     0.65409,     0.57502,    21.39362
   00:005.500,     0.62654,     0.63202,    21.41229
   00:005.520,     0.60301,     0.69080,    21.44963
   00:005.540,     0.58606,     0.74466,    21.46208
   00:005.560,     0.56578,     0.78607,    21.49319
   00:005.580,     0.54367,     0.81886,    21.50564
   00:005.600,     0.53498,     0.85881,    21.50564
   00:005.620,     0.54285,     0.90489,    21.53053
   00:005.640,     0.55783,     0.93329,    21.54297
   00:005.660,     0.57033,     0.94455,    21.49319
   00:005.680,     0.57848,     0.96512,    21.48074
   00:005.700,     0.57775,     0.99214,    21.48074
   00:005.720,     0.55411,     1.00040,    21.48074
   00:005.740,     0.49832,     0.99276,    21.50564
   00:005.760,     0.42504,     0.99037,    21.58031
   00:005.780,     0.35929,     0.99644,    21.68610
   00:005.800,     0.31782,     0.99454,    21.72966
   00:005.820,     0.29681,     0.98622,    21.77945
   00:005.840,     0.28678,     0.96963,    21.77945
   00:005.860,     0.28336,     0.94384,    21.80434
   00:005.880,     0.28437,     0.93324,    21.77945
   00:005.900,     0.28647,     0.94175,    21.80434
   00:005.920,     0.28578,     0.94995,    21.79189
   00:005.940,     0.28442,     0.93008,    21.79189
   00:005.960,     0.28591,     0.88985,    21.77945
   00:005.980,     0.28976,     0.85207,    21.79189
   00:006.000,     0.29669,     0.82158,    21.79812
   00:006.020,     0.32329,     0.80291,    21.76700
   00:006.040,     0.40128,     0.78759,    21.72966
   00:006.060,     0.56588,     0.76433,    21.60520
   00:006.080,     0.82717,     0.73134,    21.36251
   00:006.100,     1.15944,     0.69797,    21.00780
   00:006.120,     1.52524,     0.67977,    20.55352
   00:006.140,     1.89514,     0.66538,    20.08680
   00:006.160,     2.24580,     0.64093,    19.62007
   00:006.180,     2.55849,     0.61689,    19.22802
   00:006.200,     2.82335,     0.60670,    18.89198
   00:006.220,     3.03969,     0.59785,    18.63062
   00:006.240,     3.21406,     0.57986,    18.41904
   00:006.260,     3.35133,     0.56532,    18.25724
   00:006.280,     3.45984,     0.55326,    18.15767
   00:006.300,     3.54496,     0.53656,    18.07055
   00:006.320,     3.61556,     0.52153,    17.99587
   00:006.340,     3.67713,     0.50242,    17.92120
   00:006.360,     3.72276,     0.48485,    17.90253
   00:006.380,     3.75733,     0.48142,    17.87764
   00:006.400,     3.78819,     0.48504,    17.84652
   00:006.420,     3.81761,     0.48228,    17.84652
   00:006.440,     3.84252,     0.47040,    17.83408
   00:006.460,     3.86315,     0.46237,    17.82785
   00:006.480,     3.88132,     0.45538,    17.84652
   00:006.500,     3.89731,     0.43757,    17.83408
   00:006.520,     3.91314,     0.42497,    17.82163
   00:006.540,     3.93145,     0.41951,    17.80918
   00:006.560,     3.94752,     0.41123,    17.80296
   00:006.580,     3.96150,     0.40257,    17.80296
   00:006.600,     3.97258,     0.39072,    17.81541
   00:006.620,     3.98212,     0.38220,    17.79674
   00:006.640,     3.99459,     0.38178,    17.80918
   00:006.660,     4.00735,     0.37597,    17.79674
   00:006.680,     4.02151,     0.36352,    17.77185
   00:006.700,     4.03533,     0.35837,    17.75940
   00:006.720,     4.04615,     0.35647,    17.75940
   00:006.740,     4.06334,     0.35125,    17.74695
   00:006.760,     4.07946,     0.34437,    17.72206
   00:006.780,     4.09445,     0.33508,    17.72206
   00:006.800,     4.11093,     0.32430,    17.70339
   00:006.820,     4.12267,     0.31865,    17.67850
   00:006.840,     4.13350,     0.31951,    17.67850
   00:006.860,     4.14591,     0.31697,    17.66605
   00:006.880,     4.15995,     0.31043,    17.63494
   00:006.900,     4.17066,     0.30490,    17.62249
   00:006.920,     4.18139,     0.29879,    17.62249
   00:006.940,     4.19382,     0.29139,    17.59760
   00:006.960,     4.20274,     0.28954,    17.57893
   00:006.980,     4.21344,     0.28279,    17.57271
   00:007.000,     4.22378,     0.26658,    17.54782
   00:007.020,     4.23494,     0.26091,    17.53537
   00:007.040,     4.24737,     0.27107,    17.51670
   00:007.060,     4.25979,     0.28552,    17.49803
   00:007.080,     4.27062,     0.28525,    17.49803
   00:007.100,     4.28023,     0.27537,    17.47314
   00:007.120,     4.29167,     0.27124,    17.46070
   00:007.140,     4.30377,     0.26292,    17.44825
   00:007.160,     4.31531,     0.24809,    17.42336
   00:007.180,     4.32617,     0.23589,    17.41714
   00:007.200,     4.33593,     0.22673,    17.42336
   00:007.220,     4.34261,     0.21691,    17.39847
   00:007.240,     4.35172,     0.21004,    17.37980
   00:007.260,     4.35897,     0.20661,    17.37357
   00:007.280,     4.36437,     0.20670,    17.36113
   00:007.300,     4.37001,     0.20501,    17.36113
   00:007.320,     4.37904,     0.19843,    17.34868
   00:007.340,     4.38799,     0.18429,    17.31134
   00:007.360,     4.39672,     0.14845,    17.31134
   00:007.380,     4.40564,     0.07769,    17.31757
   00:007.400,     4.41695,     0.00000,    17.28023
   00:007.420,     4.42926,    -0.14235,    17.27401
   00:007.440,     4.44179,    -0.20627,    17.24912
   00:007.460,     4.45367,    -0.28346,    17.24912
   00:007.480,     4.46236,    -0.36378,    17.22422
   00:007.500,     4.47123,    -0.44223,    17.18689
   00:007.520,     4.47662,    -0.51655,    17.18066
   00:007.540,     4.48301,    -0.58285,    17.18066
   00:007.560,     4.49220,    -0.63752,    17.17444
   00:007.580,     4.50003,    -0.68755,    17.16822
   00:007.600,     4.50966,    -0.73993,    17.14955
   00:007.620,     4.52125,    -0.79358,    17.12466
   00:007.640,     4.53417,    -0.84133,    17.11221
   00:007.660,     4.54436,    -0.88332,    17.09976
   00:007.680,     4.55399,    -0.91970,    17.05620
   00:007.700,     4.56190,    -0.93760,    17.06243
   00:007.720,     4.56856,    -0.93635,    17.04376
   00:007.740,     4.57561,    -0.93521,    17.02509
   00:007.760,     4.58421,    -0.94316,    17.02509
   00:007.780,     4.58645,    -0.96480,    17.00020
   00:007.800,     4.58872,    -0.99797,    17.00642
   00:007.820,     4.59421,    -1.02583,    17.00020
   00:007.840,     4.60071,    -1.03780,    16.98153
   00:007.860,     4.60920,    -1.04474,    16.96286
   00:007.880,     4.60453,    -1.05810,    16.96286
   00:007.900,     4.57184,    -1.06836,    16.97530
   00:007.920,     4.51127,    -1.07118,    17.03131
   00:007.940,     4.35841,    -1.07763,    17.10599
   00:007.960,     3.90302,    -1.08848,    17.37980
   00:007.980,     3.08748,    -1.10165,    18.04566
   00:008.000,     2.21187,    -1.12056,    19.00400
   00:008.020,     1.53751,    -1.14029,    19.99967
   00:008.040,     1.08890,    -1.15517,    20.70909
   00:008.060,     0.80085,    -1.17193,    21.18204
   00:008.080,     0.61219,    -1.19588,    21.48074
   00:008.100,     0.48848,    -1.21419,    21.63632
   00:008.120,     0.40929,    -1.22647,    21.72966
   00:008.140,     0.35648,    -1.23706,    21.80434
   00:008.160,     0.31695,    -1.22809,    21.84168
   00:008.180,     0.28993,    -1.19732,    21.87901
   00:008.200,     0.27281,    -1.17321,    21.89146
   00:008.220,     0.25824,    -1.17150,    21.89146
   00:008.240,     0.24718,    -1.17530,    21.90391
   00:008.260,     0.24067,    -1.15947,    21.90391
   00:008.280,     0.23481,    -1.11884,    21.93502
   00:008.300,     0.22721,    -1.06485,    21.91635
   00:008.320,     0.22238,    -1.01327,    21.90391
   00:008.340,     0.21859,    -0.97155,    21.89768
   00:008.360,     0.21467,    -0.93571,    21.91013
   00:008.380,     0.21193,    -0.90547,    21.90391
   00:008.400,     0.20977,    -0.87794,    21.89146
   00:008.420,     0.20662,    -0.85039,    21.90391
   00:008.440,     0.20454,    -0.81757,    21.90391
   00:008.460,     0.20211,    -0.76560,    21.87901
   00:008.480,     0.20156,    -0.69765,    21.90391
   00:008.500,     0.20091,    -0.63224,    21.87901
   00:008.520,     0.19922,    -0.57460,    21.87901
   00:008.540,     0.19783,    -0.51074,    21.89146
   00:008.560,     0.19728,    -0.42761,    21.89146
   00:008.580,     0.19835,    -0.31118,    21.87901
   00:008.600,     0.19566,    -0.16286,    21.86657
   00:008.620,     0.19247,     0.00000,    21.87901
   00:008.640,     0.19208,     0.17946,    21.87901
   00:008.660,     0.19120,     0.25170,    21.85412
   00:008.680,     0.19030,     0.34496,    21.85412
   00:008.700,     0.18946,     0.42987,    21.85412
   00:008.720,     0.18808,     0.50953,    21.86035
   00:008.740,     0.18754,     0.57142,    21.87901
   00:008.760,     0.18894,     0.62194,    21.86035
   00:008.780,     0.18842,     0.67275,    21.84168
   00:008.800,     0.18684,     0.73164,    21.85412
   00:008.820,     0.18652,     0.81069,    21.87901
   00:008.840,     0.18497,     0.86851,    21.86035
   00:008.860,     0.18409,     0.87794,    21.85412
   00:008.880,     0.18459,     0.87083,    21.87279
   00:008.900,     0.18428,     0.87850,    21.85412
   00:008.920,     0.18358,     0.89119,    21.86657
   00:008.940,     0.18304,     0.90009,    21.86657
   00:008.960,     0.18454,     0.91108,    21.85412
   00:008.980,     0.18481,     0.93015,    21.86035
   00:009.000,     0.18190,     0.96312,    21.85412
   00:009.020,     0.18097,     0.99914,    21.86035
   00:009.040,     0.18167,     1.00339,    21.86657
   00:009.060,     0.18283,     0.98675,    21.86035
   00:009.080,     0.18271,     0.98376,    21.86657
   00:009.100,     0.18214,     0.99310,    21.87901
   00:009.120,     0.18111,     1.00649,    21.87901
   00:009.140,     0.18201,     1.01194,    21.87901
   00:009.160,     0.18227,     1.00543,    21.86035
   00:009.180,     0.18092,     0.99166,    21.86657
   00:009.200,     0.18312,     0.96826,    21.86657
   00:009.220,     0.18866,     0.93827,    21.85412
   00:009.240,     0.19697,     0.90737,    21.87901
   00:009.260,     0.20376,     0.87788,    21.87901
   00:009.280,     0.21821,     0.84855,    21.84790
   00:009.300,     0.26847,     0.81718,    21.82923
   00:009.320,     0.39373,     0.78568,    21.74211
   00:009.340,     0.61680,     0.75823,    21.55542
   00:009.360,     0.92730,     0.73236,    21.23805
   00:009.380,     1.28804,     0.70548,    20.83355
   00:009.400,     1.65494,     0.68119,    20.36061
   00:009.420,     2.00342,     0.65377,    19.91255
   00:009.440,     2.32248,     0.62976,    19.50184
   00:009.460,     2.60712,     0.61112,    19.15335
   00:009.480,     2.85106,     0.59492,    18.86087
   00:009.500,     3.05386,     0.58333,    18.59950
   00:009.520,     3.22279,     0.57157,    18.41904
   00:009.540,     3.35922,     0.55554,    18.26968
   00:009.560,     3.45888,     0.53622,    18.15145
   00:009.580,     3.52968,     0.52474,    18.09544
   00:009.600,     3.58670,     0.52652,    18.03321
   00:009.620,     3.63677,     0.52969,    17.99587
   00:009.640,     3.67935,     0.52042,    17.98343
   00:009.660,     3.71700,     0.50600,    17.94609
   00:009.680,     3.74952,     0.49323,    17.93364
   00:009.700,     3.77585,     0.47671,    17.92120
   00:009.720,     3.79785,     0.46614,    17.93364
   00:009.740,     3.81827,     0.45851,    17.92120
   00:009.760,     3.83909,     0.44340,    17.90253
   00:009.780,     3.85271,     0.43017,    17.89631
   00:009.800,     3.86733,     0.42152,    17.90875
   00:009.820,     3.88449,     0.41391,    17.89631
   00:009.840,     3.90040,     0.40900,    17.90253
   00:009.860,     3.91973,     0.40417,    17.89631
   00:009.880,     3.93973,     0.40197,    17.89631
   00:009.900,     3.95790,     0.39811,    17.87141
   00:009.920,     3.97470,     0.38825,    17.87141
   00:009.940,     3.98760,     0.37847,    17.84652
   00:009.960,     3.99912,     0.36927,    17.84652
   00:009.980,     4.01137,     0.35811,    17.83408
   00:010.000,     4.02588,     0.34846,    17.80296
   00:010.020,     4.03948,     0.34713,    17.79674
   00:010.040,     4.05169,     0.34561,    17.81541
   00:010.060,     4.06398,     0.33657,    17.78429
   00:010.080,     4.07923,     0.32868,    17.75940
   00:010.100,     4.09463,     0.32635,    17.74695
   00:010.120,     4.10550,     0.31858,    17.74695
   00:010.140,     4.11761,     0.31179,    17.73451
   00:010.160,     4.12795,     0.30865,    17.72206
   00:010.180,     4.14039,     0.29193,    17.67228
   00:010.200,     4.15450,     0.27929,    17.68472
   00:010.220,     4.16648,     0.28832,    17.67228
   00:010.240,     4.17589,     0.30088,    17.64739
   00:010.260,     4.18391,     0.30321,    17.64739
   00:010.280,     4.19363,     0.29752,    17.62249
   00:010.300,     4.20331,     0.28923,    17.60383
   00:010.320,     4.21249,     0.28189,    17.60383
   00:010.340,     4.22121,     0.27715,    17.59760
   00:010.360,     4.22908,     0.27068,    17.56649
   00:010.380,     4.23663,     0.26569,    17.56026
   00:010.400,     4.24253,     0.25895,    17.56026
   00:010.420,     4.24714,     0.25233,    17.54782
   00:010.440,     4.25523,     0.24598,    17.54782
   00:010.460,     4.26734,     0.23940,    17.54782
   00:010.480,     4.27777,     0.24028,    17.52293
   00:010.500,     4.28888,     0.23865,    17.51048
   00:010.520,     4.29915,     0.22573,    17.49803
   00:010.540,     4.30520,     0.20576,    17.46070
   00:010.560,     4.31727,     0.18406,    17.47314
   00:010.580,     4.32783,     0.15645,    17.46070
   00:010.600,     4.33816,     0.11169,    17.42336
   00:010.620,     4.35267,     0.00000,    17.41714
   00:010.640,     4.36594,     0.00000,    17.40469
   00:010.660,     4.37490,    -0.16472,    17.38602
   00:010.680,     4.37908,    -0.22286,    17.36113
   00:010.700,     4.38622,    -0.29479,    17.36113
   00:010.720,     4.39741,    -0.36783,    17.34868
   00:010.740,     4.40671,    -0.43021,    17.33624
   00:010.760,     4.41332,    -0.49170,    17.32379
   00:010.780,     4.42167,    -0.55672,    17.32379
   00:010.800,     4.43401,    -0.61498,    17.29890
