<WFATester Graph 1.00 4,0.000,60.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  2840,4,0,12,5,t,1,12,5,f,2,12,5,f,5,12,5,f>
        Temps,        CO2%,        Flow,         O2%
   00:000.000,     0.00000,     0.00000,    21.18384
   00:000.020,     0.00000,     0.09744,    21.17794
   00:000.040,     0.00000,     0.10322,    21.18384
   00:000.060,     0.00000,     0.08744,    21.16613
   00:000.080,     0.00000,     0.00000,    21.16613
   00:000.100,     0.05786,     0.00000,    21.17204
   00:000.120,     0.05761,     0.00000,    21.17204
   00:000.140,     0.06365,    -0.10421,    21.18384
   00:000.160,     0.05943,    -0.10232,    21.16613
   00:000.180,     0.05851,     0.00000,    21.17794
   00:000.200,     0.05837,     0.00000,    21.17204
   00:000.220,     0.05600,     0.00000,    21.17794
   00:000.240,     0.05655,     0.08517,    21.19565
   00:000.260,     0.05670,     0.00000,    21.17204
   00:000.280,     0.05526,     0.00000,    21.16613
   00:000.300,     0.05618,     0.00000,    21.17794
   00:000.320,     0.05740,     0.00000,    21.18384
   00:000.340,     0.05572,     0.00000,    21.18384
   00:000.360,     0.05538,     0.00000,    21.17204
   00:000.380,     0.05650,     0.00000,    21.18384
   00:000.400,     0.05568,     0.00000,    21.17204
   00:000.420,     0.05537,    -0.07564,    21.18975
   00:000.440,     0.05606,    -0.09370,    21.18384
   00:000.460,     0.05675,    -0.11880,    21.18384
   00:000.480,     0.05581,    -0.11402,    21.18384
   00:000.500,     0.05459,    -0.09845,    21.17794
   00:000.520,     0.05410,    -0.10330,    21.17204
   00:000.540,     0.05429,    -0.10760,    21.18975
   00:000.560,     0.05510,     0.00000,    21.18384
   00:000.580,     0.05450,     0.00000,    21.17794
   00:000.600,     0.05445,     0.00000,    21.18384
   00:000.620,     0.05536,     0.00000,    21.18975
   00:000.640,     0.05537,     0.00000,    21.16613
   00:000.660,     0.05305,     0.00000,    21.18384
   00:000.680,     0.05412,     0.00000,    21.18384
   00:000.700,     0.05614,     0.00000,    21.17204
   00:000.720,     0.05473,     0.00000,    21.17794
   00:000.740,     0.05386,     0.00000,    21.18975
   00:000.760,     0.05507,     0.00000,    21.16613
   00:000.780,     0.05532,     0.00000,    21.18384
   00:000.800,     0.05500,     0.00000,    21.17204
   00:000.820,     0.05482,     0.00000,    21.18384
   00:000.840,     0.05437,     0.00000,    21.18975
   00:000.860,     0.05364,     0.00000,    21.17204
   00:000.880,     0.05402,     0.00000,    21.17794
   00:000.900,     0.05502,     0.00000,    21.18384
   00:000.920,     0.05493,     0.00000,    21.18384
   00:000.940,     0.05459,     0.00000,    21.17794
   00:000.960,     0.05522,     0.00000,    21.18384
   00:000.980,     0.05590,     0.00000,    21.18975
