<WFATester Graph 1.00 1,25.000,30.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1405,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.40281
   00:000.120,     0.40128
   00:000.140,     0.39741
   00:000.160,     0.39620
   00:000.180,     0.39774
   00:000.200,     0.39818
   00:000.220,     0.39826
   00:000.240,     0.40136
   00:000.260,     0.40242
   00:000.280,     0.40167
   00:000.300,     0.40217
   00:000.320,     0.40420
   00:000.340,     0.40402
   00:000.360,     0.40510
   00:000.380,     0.40829
   00:000.400,     0.40837
   00:000.420,     0.40639
   00:000.440,     0.40763
   00:000.460,     0.40894
   00:000.480,     0.41016
   00:000.500,     0.41005
   00:000.520,     0.40836
   00:000.540,     0.40776
   00:000.560,     0.40941
   00:000.580,     0.41100
   00:000.600,     0.40962
   00:000.620,     0.40843
   00:000.640,     0.40899
   00:000.660,     0.40968
   00:000.680,     0.40939
   00:000.700,     0.40830
   00:000.720,     0.40661
   00:000.740,     0.40402
   00:000.760,     0.40294
   00:000.780,     0.40382
   00:000.800,     0.40471
   00:000.820,     0.40443
   00:000.840,     0.40319
   00:000.860,     0.40202
   00:000.880,     0.40141
   00:000.900,     0.40222
   00:000.920,     0.40273
   00:000.940,     0.40348
   00:000.960,     0.40290
   00:000.980,     0.40218
   00:001.000,     0.40222
   00:001.020,     0.40222
   00:001.040,     0.40288
   00:001.060,     0.40312
   00:001.080,     0.40024
   00:001.100,     0.39724
   00:001.120,     0.39574
   00:001.140,     0.39337
   00:001.160,     0.39050
   00:001.180,     0.38871
   00:001.200,     0.38723
   00:001.220,     0.38530
   00:001.240,     0.38383
   00:001.260,     0.37910
   00:001.280,     0.37687
   00:001.300,     0.37831
   00:001.320,     0.37867
   00:001.340,     0.37688
   00:001.360,     0.37493
   00:001.380,     0.37312
   00:001.400,     0.37279
   00:001.420,     0.37226
   00:001.440,     0.37230
   00:001.460,     0.37204
   00:001.480,     0.37208
   00:001.500,     0.37295
   00:001.520,     0.37335
   00:001.540,     0.37191
   00:001.560,     0.37019
   00:001.580,     0.36750
   00:001.600,     0.36581
   00:001.620,     0.36446
   00:001.640,     0.36397
   00:001.660,     0.36343
   00:001.680,     0.36170
   00:001.700,     0.35973
   00:001.720,     0.35847
   00:001.740,     0.35691
   00:001.760,     0.35758
   00:001.780,     0.35930
   00:001.800,     0.36036
   00:001.820,     0.36169
   00:001.840,     0.36307
   00:001.860,     0.36387
   00:001.880,     0.36366
   00:001.900,     0.36316
   00:001.920,     0.36363
   00:001.940,     0.36575
   00:001.960,     0.36746
   00:001.980,     0.36725
   00:002.000,     0.36719
   00:002.020,     0.36599
   00:002.040,     0.36398
   00:002.060,     0.36345
   00:002.080,     0.36377
   00:002.100,     0.36370
   00:002.120,     0.36446
   00:002.140,     0.36492
   00:002.160,     0.36365
   00:002.180,     0.36414
   00:002.200,     0.36421
   00:002.220,     0.36546
   00:002.240,     0.36626
   00:002.260,     0.36685
   00:002.280,     0.36625
   00:002.300,     0.36628
   00:002.320,     0.36690
   00:002.340,     0.36663
   00:002.360,     0.36612
   00:002.380,     0.36485
   00:002.400,     0.36406
   00:002.420,     0.36522
   00:002.440,     0.36718
   00:002.460,     0.36659
   00:002.480,     0.36622
   00:002.500,     0.36772
   00:002.520,     0.36593
   00:002.540,     0.36296
   00:002.560,     0.36238
   00:002.580,     0.36328
   00:002.600,     0.36268
   00:002.620,     0.36033
   00:002.640,     0.35713
   00:002.660,     0.35350
   00:002.680,     0.35166
   00:002.700,     0.34895
   00:002.720,     0.34595
   00:002.740,     0.34419
   00:002.760,     0.34273
   00:002.780,     0.34382
   00:002.800,     0.34405
   00:002.820,     0.34191
   00:002.840,     0.34270
   00:002.860,     0.34407
   00:002.880,     0.34404
   00:002.900,     0.34360
   00:002.920,     0.34549
   00:002.940,     0.34639
   00:002.960,     0.34554
   00:002.980,     0.34471
   00:003.000,     0.34489
   00:003.020,     0.34631
   00:003.040,     0.34613
   00:003.060,     0.34677
   00:003.080,     0.34869
   00:003.100,     0.34953
   00:003.120,     0.35014
   00:003.140,     0.35118
   00:003.160,     0.35153
   00:003.180,     0.35110
   00:003.200,     0.35130
   00:003.220,     0.35169
   00:003.240,     0.35122
   00:003.260,     0.35068
   00:003.280,     0.34966
   00:003.300,     0.34973
   00:003.320,     0.35032
   00:003.340,     0.35062
   00:003.360,     0.34987
   00:003.380,     0.34882
   00:003.400,     0.34857
   00:003.420,     0.34751
   00:003.440,     0.34617
   00:003.460,     0.34704
   00:003.480,     0.34768
   00:003.500,     0.34834
   00:003.520,     0.34664
   00:003.540,     0.34507
   00:003.560,     0.34430
   00:003.580,     0.34428
   00:003.600,     0.34480
   00:003.620,     0.34447
   00:003.640,     0.34406
   00:003.660,     0.34391
   00:003.680,     0.34414
   00:003.700,     0.34401
   00:003.720,     0.34449
   00:003.740,     0.34612
   00:003.760,     0.34618
   00:003.780,     0.34635
   00:003.800,     0.34584
   00:003.820,     0.34545
   00:003.840,     0.34676
   00:003.860,     0.34735
   00:003.880,     0.34674
   00:003.900,     0.34555
   00:003.920,     0.34491
   00:003.940,     0.34464
   00:003.960,     0.34443
   00:003.980,     0.34503
   00:004.000,     0.34540
   00:004.020,     0.34455
   00:004.040,     0.34329
   00:004.060,     0.34332
   00:004.080,     0.34435
   00:004.100,     0.34560
   00:004.120,     0.34686
   00:004.140,     0.34700
   00:004.160,     0.34541
   00:004.180,     0.34439
   00:004.200,     0.34316
   00:004.220,     0.34219
   00:004.240,     0.34205
   00:004.260,     0.34177
   00:004.280,     0.34101
   00:004.300,     0.34167
   00:004.320,     0.34340
   00:004.340,     0.34323
   00:004.360,     0.34279
   00:004.380,     0.34208
   00:004.400,     0.34075
   00:004.420,     0.33998
   00:004.440,     0.34045
   00:004.460,     0.34093
   00:004.480,     0.34120
   00:004.500,     0.34082
   00:004.520,     0.34055
   00:004.540,     0.34257
   00:004.560,     0.34763
   00:004.580,     0.35199
   00:004.600,     0.35315
   00:004.620,     0.35155
   00:004.640,     0.34839
   00:004.660,     0.34592
   00:004.680,     0.34483
   00:004.700,     0.34491
   00:004.720,     0.34529
   00:004.740,     0.34532
   00:004.760,     0.34698
   00:004.780,     0.34662
   00:004.800,     0.34691
   00:004.820,     0.34947
   00:004.840,     0.35145
   00:004.860,     0.35148
   00:004.880,     0.35154
   00:004.900,     0.35266
   00:004.920,     0.35341
   00:004.940,     0.35488
   00:004.960,     0.35954
   00:004.980,     0.36584
   00:005.000,     0.37124
   00:005.020,     0.37782
   00:005.040,     0.38752
   00:005.060,     0.39694
   00:005.080,     0.40369
   00:005.100,     0.40932
   00:005.120,     0.41574
   00:005.140,     0.41876
   00:005.160,     0.41728
   00:005.180,     0.41393
   00:005.200,     0.40768
   00:005.220,     0.39960
   00:005.240,     0.39678
   00:005.260,     0.40368
   00:005.280,     0.42154
   00:005.300,     0.45535
   00:005.320,     0.51025
   00:005.340,     0.58007
   00:005.360,     0.65277
   00:005.380,     0.71937
   00:005.400,     0.77598
   00:005.420,     0.82101
   00:005.440,     0.85456
   00:005.460,     0.87786
   00:005.480,     0.88951
   00:005.500,     0.89184
   00:005.520,     0.88761
   00:005.540,     0.88033
   00:005.560,     0.86986
   00:005.580,     0.84833
   00:005.600,     0.81042
   00:005.620,     0.76131
   00:005.640,     0.71525
   00:005.660,     0.68304
   00:005.680,     0.67580
   00:005.700,     0.69416
   00:005.720,     0.72473
   00:005.740,     0.75761
   00:005.760,     0.78903
   00:005.780,     0.81579
   00:005.800,     0.83673
   00:005.820,     0.85267
   00:005.840,     0.86512
   00:005.860,     0.87329
   00:005.880,     0.87885
   00:005.900,     0.88099
   00:005.920,     0.87975
   00:005.940,     0.87853
   00:005.960,     0.87889
   00:005.980,     0.88085
   00:006.000,     0.88539
   00:006.020,     0.89180
   00:006.040,     0.89770
   00:006.060,     0.90151
   00:006.080,     0.90376
   00:006.100,     0.90538
   00:006.120,     0.90812
   00:006.140,     0.90995
   00:006.160,     0.90994
   00:006.180,     0.91005
   00:006.200,     0.90893
   00:006.220,     0.90761
   00:006.240,     0.90704
   00:006.260,     0.90646
   00:006.280,     0.90507
   00:006.300,     0.90199
   00:006.320,     0.89297
   00:006.340,     0.87156
   00:006.360,     0.83754
   00:006.380,     0.79647
   00:006.400,     0.75836
   00:006.420,     0.73237
   00:006.440,     0.71645
   00:006.460,     0.70951
   00:006.480,     0.70815
   00:006.500,     0.71262
   00:006.520,     0.71825
   00:006.540,     0.71759
   00:006.560,     0.70173
   00:006.580,     0.67161
   00:006.600,     0.63862
   00:006.620,     0.60798
   00:006.640,     0.57453
   00:006.660,     0.53539
   00:006.680,     0.49590
   00:006.700,     0.46179
   00:006.720,     0.43421
   00:006.740,     0.41348
   00:006.760,     0.40039
   00:006.780,     0.39248
   00:006.800,     0.38778
   00:006.820,     0.38469
   00:006.840,     0.38068
   00:006.860,     0.37756
   00:006.880,     0.37405
   00:006.900,     0.36845
   00:006.920,     0.36358
   00:006.940,     0.36096
   00:006.960,     0.35927
   00:006.980,     0.36071
   00:007.000,     0.36708
   00:007.020,     0.37976
   00:007.040,     0.39383
   00:007.060,     0.40902
   00:007.080,     0.42305
   00:007.100,     0.43361
   00:007.120,     0.44241
   00:007.140,     0.44861
   00:007.160,     0.45164
   00:007.180,     0.45344
   00:007.200,     0.45601
   00:007.220,     0.45984
   00:007.240,     0.46088
   00:007.260,     0.46298
   00:007.280,     0.46498
   00:007.300,     0.46517
   00:007.320,     0.46420
   00:007.340,     0.46056
   00:007.360,     0.45628
   00:007.380,     0.45210
   00:007.400,     0.44738
   00:007.420,     0.44219
