<WFATester Graph 1.00 1,50.000,55.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  2555,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.24571
   00:000.120,     0.24621
   00:000.140,     0.25345
   00:000.160,     0.24948
   00:000.180,     0.24913
   00:000.200,     0.25259
   00:000.220,     0.24947
   00:000.240,     0.25175
   00:000.260,     0.25144
   00:000.280,     0.24768
   00:000.300,     0.24575
   00:000.320,     0.24474
   00:000.340,     0.24246
   00:000.360,     0.24098
   00:000.380,     0.24075
   00:000.400,     0.24090
   00:000.420,     0.23773
   00:000.440,     0.23569
   00:000.460,     0.23721
   00:000.480,     0.23820
   00:000.500,     0.23808
   00:000.520,     0.23706
   00:000.540,     0.23547
   00:000.560,     0.23523
   00:000.580,     0.23653
   00:000.600,     0.23583
   00:000.620,     0.23384
   00:000.640,     0.23430
   00:000.660,     0.23574
   00:000.680,     0.23581
   00:000.700,     0.23532
   00:000.720,     0.23498
   00:000.740,     0.23656
   00:000.760,     0.23790
   00:000.780,     0.23934
   00:000.800,     0.24033
   00:000.820,     0.23914
   00:000.840,     0.23824
   00:000.860,     0.23864
   00:000.880,     0.23933
   00:000.900,     0.23976
   00:000.920,     0.23822
   00:000.940,     0.23784
   00:000.960,     0.23757
   00:000.980,     0.23300
   00:001.000,     0.22959
   00:001.020,     0.22908
   00:001.040,     0.22749
   00:001.060,     0.22631
   00:001.080,     0.22598
   00:001.100,     0.22449
   00:001.120,     0.22343
   00:001.140,     0.22331
   00:001.160,     0.22491
   00:001.180,     0.22557
   00:001.200,     0.22486
   00:001.220,     0.22432
   00:001.240,     0.22307
   00:001.260,     0.22200
   00:001.280,     0.22214
   00:001.300,     0.22191
   00:001.320,     0.22276
   00:001.340,     0.22225
   00:001.360,     0.22310
   00:001.380,     0.22463
   00:001.400,     0.22584
   00:001.420,     0.22704
   00:001.440,     0.22695
   00:001.460,     0.22587
   00:001.480,     0.22645
   00:001.500,     0.22696
   00:001.520,     0.22667
   00:001.540,     0.22623
   00:001.560,     0.22717
   00:001.580,     0.22761
   00:001.600,     0.22538
   00:001.620,     0.22373
   00:001.640,     0.22322
   00:001.660,     0.22225
   00:001.680,     0.22196
   00:001.700,     0.22257
   00:001.720,     0.22240
   00:001.740,     0.22028
   00:001.760,     0.21885
   00:001.780,     0.21877
   00:001.800,     0.21946
   00:001.820,     0.22271
   00:001.840,     0.22429
   00:001.860,     0.22348
   00:001.880,     0.22331
   00:001.900,     0.22420
   00:001.920,     0.22325
   00:001.940,     0.22370
   00:001.960,     0.22426
   00:001.980,     0.22360
   00:002.000,     0.22320
   00:002.020,     0.22365
   00:002.040,     0.22519
   00:002.060,     0.22482
   00:002.080,     0.22406
   00:002.100,     0.22387
   00:002.120,     0.22304
   00:002.140,     0.22163
   00:002.160,     0.22019
   00:002.180,     0.22004
   00:002.200,     0.21936
   00:002.220,     0.21950
   00:002.240,     0.21968
   00:002.260,     0.21987
   00:002.280,     0.21839
   00:002.300,     0.21688
   00:002.320,     0.21479
   00:002.340,     0.21250
   00:002.360,     0.21183
   00:002.380,     0.21063
   00:002.400,     0.20858
   00:002.420,     0.20718
   00:002.440,     0.20640
   00:002.460,     0.20641
   00:002.480,     0.20669
   00:002.500,     0.20594
   00:002.520,     0.20506
   00:002.540,     0.20509
   00:002.560,     0.20461
   00:002.580,     0.20473
   00:002.600,     0.20444
   00:002.620,     0.20423
   00:002.640,     0.20401
   00:002.660,     0.20433
   00:002.680,     0.20550
   00:002.700,     0.20548
   00:002.720,     0.20566
   00:002.740,     0.20723
   00:002.760,     0.20690
   00:002.780,     0.20650
   00:002.800,     0.20594
   00:002.820,     0.20449
   00:002.840,     0.20619
   00:002.860,     0.20748
   00:002.880,     0.20741
   00:002.900,     0.20745
   00:002.920,     0.20747
   00:002.940,     0.20847
   00:002.960,     0.20980
   00:002.980,     0.20942
   00:003.000,     0.20864
   00:003.020,     0.20917
   00:003.040,     0.21027
   00:003.060,     0.21004
   00:003.080,     0.20988
   00:003.100,     0.21005
   00:003.120,     0.21004
   00:003.140,     0.21064
   00:003.160,     0.21126
   00:003.180,     0.21141
   00:003.200,     0.21129
   00:003.220,     0.21233
   00:003.240,     0.21125
   00:003.260,     0.21014
   00:003.280,     0.21265
   00:003.300,     0.21333
   00:003.320,     0.21086
   00:003.340,     0.21022
   00:003.360,     0.21089
   00:003.380,     0.20975
   00:003.400,     0.20804
   00:003.420,     0.20800
   00:003.440,     0.20896
   00:003.460,     0.20886
   00:003.480,     0.20808
   00:003.500,     0.20741
   00:003.520,     0.20706
   00:003.540,     0.20636
   00:003.560,     0.20691
   00:003.580,     0.20753
   00:003.600,     0.20759
   00:003.620,     0.20717
   00:003.640,     0.20619
   00:003.660,     0.20605
   00:003.680,     0.20600
   00:003.700,     0.20547
   00:003.720,     0.20620
   00:003.740,     0.20531
   00:003.760,     0.20505
   00:003.780,     0.20642
   00:003.800,     0.20752
   00:003.820,     0.20645
   00:003.840,     0.20533
   00:003.860,     0.20584
   00:003.880,     0.20578
   00:003.900,     0.20450
   00:003.920,     0.20385
   00:003.940,     0.20522
   00:003.960,     0.20621
   00:003.980,     0.20470
   00:004.000,     0.20315
   00:004.020,     0.20278
   00:004.040,     0.20304
   00:004.060,     0.20369
   00:004.080,     0.20354
   00:004.100,     0.20249
   00:004.120,     0.20257
   00:004.140,     0.20473
   00:004.160,     0.20618
   00:004.180,     0.20609
   00:004.200,     0.20711
   00:004.220,     0.20706
   00:004.240,     0.20619
   00:004.260,     0.20723
   00:004.280,     0.20692
   00:004.300,     0.20495
   00:004.320,     0.20486
   00:004.340,     0.20579
   00:004.360,     0.20662
   00:004.380,     0.20649
   00:004.400,     0.20524
   00:004.420,     0.20553
   00:004.440,     0.20673
   00:004.460,     0.20618
   00:004.480,     0.20651
   00:004.500,     0.20735
   00:004.520,     0.20759
   00:004.540,     0.20739
   00:004.560,     0.20768
   00:004.580,     0.20841
   00:004.600,     0.20788
   00:004.620,     0.20727
   00:004.640,     0.20655
   00:004.660,     0.20576
   00:004.680,     0.20567
   00:004.700,     0.20527
   00:004.720,     0.20395
   00:004.740,     0.20496
   00:004.760,     0.20464
   00:004.780,     0.20421
   00:004.800,     0.20554
   00:004.820,     0.20534
   00:004.840,     0.20409
   00:004.860,     0.20480
   00:004.880,     0.20580
   00:004.900,     0.20562
   00:004.920,     0.20610
   00:004.940,     0.20615
   00:004.960,     0.20549
   00:004.980,     0.20441
   00:005.000,     0.20601
   00:005.020,     0.20748
   00:005.040,     0.20674
   00:005.060,     0.20543
   00:005.080,     0.20513
   00:005.100,     0.20610
   00:005.120,     0.20568
   00:005.140,     0.20525
   00:005.160,     0.20519
   00:005.180,     0.20473
   00:005.200,     0.20489
   00:005.220,     0.20445
   00:005.240,     0.20347
   00:005.260,     0.20332
   00:005.280,     0.20247
   00:005.300,     0.20215
   00:005.320,     0.20323
   00:005.340,     0.20318
   00:005.360,     0.20405
   00:005.380,     0.20398
   00:005.400,     0.20279
   00:005.420,     0.20383
   00:005.440,     0.20458
   00:005.460,     0.20402
   00:005.480,     0.20414
   00:005.500,     0.20446
   00:005.520,     0.20494
   00:005.540,     0.20476
   00:005.560,     0.20514
   00:005.580,     0.20480
   00:005.600,     0.20557
   00:005.620,     0.20578
   00:005.640,     0.20533
   00:005.660,     0.20580
   00:005.680,     0.20419
   00:005.700,     0.20288
   00:005.720,     0.20381
   00:005.740,     0.20517
   00:005.760,     0.20572
   00:005.780,     0.20512
   00:005.800,     0.20506
   00:005.820,     0.20473
   00:005.840,     0.20370
   00:005.860,     0.20322
   00:005.880,     0.20524
   00:005.900,     0.20725
   00:005.920,     0.20547
   00:005.940,     0.20419
   00:005.960,     0.20589
   00:005.980,     0.20676
   00:006.000,     0.20595
   00:006.020,     0.20466
   00:006.040,     0.20437
   00:006.060,     0.20376
   00:006.080,     0.20317
   00:006.100,     0.20364
   00:006.120,     0.20427
   00:006.140,     0.20514
   00:006.160,     0.20422
   00:006.180,     0.20421
   00:006.200,     0.20348
   00:006.220,     0.20239
   00:006.240,     0.20356
   00:006.260,     0.20274
   00:006.280,     0.20290
   00:006.300,     0.20341
   00:006.320,     0.20260
   00:006.340,     0.20153
   00:006.360,     0.20124
   00:006.380,     0.20300
   00:006.400,     0.20315
   00:006.420,     0.20263
   00:006.440,     0.20283
   00:006.460,     0.20297
   00:006.480,     0.20378
   00:006.500,     0.20237
   00:006.520,     0.20138
   00:006.540,     0.20323
   00:006.560,     0.20392
   00:006.580,     0.20444
   00:006.600,     0.20484
   00:006.620,     0.20461
   00:006.640,     0.20526
   00:006.660,     0.20474
   00:006.680,     0.20512
   00:006.700,     0.20520
   00:006.720,     0.20540
   00:006.740,     0.20572
   00:006.760,     0.20593
   00:006.780,     0.20493
   00:006.800,     0.20343
   00:006.820,     0.20364
   00:006.840,     0.20589
   00:006.860,     0.20541
   00:006.880,     0.20426
   00:006.900,     0.20604
   00:006.920,     0.20567
   00:006.940,     0.20402
   00:006.960,     0.20583
   00:006.980,     0.20613
   00:007.000,     0.20521
   00:007.020,     0.20426
   00:007.040,     0.20470
   00:007.060,     0.20674
   00:007.080,     0.20552
   00:007.100,     0.20358
   00:007.120,     0.20430
   00:007.140,     0.20558
   00:007.160,     0.20530
   00:007.180,     0.20603
   00:007.200,     0.20642
   00:007.220,     0.20479
   00:007.240,     0.20337
   00:007.260,     0.20333
   00:007.280,     0.20449
   00:007.300,     0.20550
   00:007.320,     0.20629
   00:007.340,     0.20678
   00:007.360,     0.20646
   00:007.380,     0.20601
   00:007.400,     0.20750
   00:007.420,     0.20724
