<WFATester Graph 1.00 1,15.000,20.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  770,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.00000
   00:000.120,     0.52500
   00:000.140,     0.52525
   00:000.160,     0.54325
   00:000.180,     0.53644
   00:000.200,     0.53246
   00:000.220,     0.52813
   00:000.240,     0.52641
   00:000.260,     0.53927
   00:000.280,     0.56341
   00:000.300,     0.58911
   00:000.320,     0.62010
   00:000.340,     0.66611
   00:000.360,     0.74640
   00:000.380,     0.88773
   00:000.400,     1.11082
   00:000.420,     1.40755
   00:000.440,     1.73701
   00:000.460,     2.05220
   00:000.480,     2.32797
   00:000.500,     2.56440
   00:000.520,     2.76975
   00:000.540,     2.94680
   00:000.560,     3.08566
   00:000.580,     3.19596
   00:000.600,     3.28761
   00:000.620,     3.36484
   00:000.640,     3.42841
   00:000.660,     3.47866
   00:000.680,     3.52243
   00:000.700,     3.55860
   00:000.720,     3.59142
   00:000.740,     3.62138
   00:000.760,     3.64947
   00:000.780,     3.67416
   00:000.800,     3.69863
   00:000.820,     3.71979
   00:000.840,     3.73492
   00:000.860,     3.74807
   00:000.880,     3.75814
   00:000.900,     3.76332
   00:000.920,     3.76505
   00:000.940,     3.76784
   00:000.960,     3.76714
   00:000.980,     3.76486
   00:001.000,     3.76601
   00:001.020,     3.76889
   00:001.040,     3.77370
   00:001.060,     3.77765
   00:001.080,     3.78033
   00:001.100,     3.78287
   00:001.120,     3.78704
   00:001.140,     3.79204
   00:001.160,     3.79789
   00:001.180,     3.80643
   00:001.200,     3.81347
   00:001.220,     3.81539
   00:001.240,     3.81740
   00:001.260,     3.81855
   00:001.280,     3.82011
   00:001.300,     3.82269
   00:001.320,     3.82861
   00:001.340,     3.83568
   00:001.360,     3.84255
   00:001.380,     3.84354
   00:001.400,     3.83509
   00:001.420,     3.80634
   00:001.440,     3.75712
   00:001.460,     3.70401
   00:001.480,     3.63312
   00:001.500,     3.50968
   00:001.520,     3.33861
   00:001.540,     3.08661
   00:001.560,     2.65181
   00:001.580,     2.10362
   00:001.600,     1.61905
   00:001.620,     1.26830
   00:001.640,     1.03204
   00:001.660,     0.87396
   00:001.680,     0.76905
   00:001.700,     0.70088
   00:001.720,     0.65576
   00:001.740,     0.62387
   00:001.760,     0.60246
   00:001.780,     0.58905
   00:001.800,     0.57920
   00:001.820,     0.57027
   00:001.840,     0.56385
   00:001.860,     0.55891
   00:001.880,     0.55424
   00:001.900,     0.55274
   00:001.920,     0.55179
   00:001.940,     0.54909
   00:001.960,     0.54748
   00:001.980,     0.54596
   00:002.000,     0.54393
   00:002.020,     0.54217
   00:002.040,     0.54195
   00:002.060,     0.54006
   00:002.080,     0.53764
   00:002.100,     0.53601
   00:002.120,     0.53526
   00:002.140,     0.53552
   00:002.160,     0.53366
   00:002.180,     0.53276
   00:002.200,     0.53427
   00:002.220,     0.53308
   00:002.240,     0.53211
   00:002.260,     0.53104
   00:002.280,     0.53112
   00:002.300,     0.53106
   00:002.320,     0.53181
   00:002.340,     0.53106
   00:002.360,     0.52991
   00:002.380,     0.52964
   00:002.400,     0.52872
   00:002.420,     0.52699
   00:002.440,     0.52590
   00:002.460,     0.52778
   00:002.480,     0.52876
   00:002.500,     0.52841
   00:002.520,     0.52708
   00:002.540,     0.52555
   00:002.560,     0.52649
   00:002.580,     0.52776
   00:002.600,     0.52734
   00:002.620,     0.52558
   00:002.640,     0.52601
   00:002.660,     0.52630
   00:002.680,     0.52517
   00:002.700,     0.52402
   00:002.720,     0.52538
   00:002.740,     0.52843
   00:002.760,     0.53589
   00:002.780,     0.55073
   00:002.800,     0.57395
   00:002.820,     0.60256
   00:002.840,     0.63496
   00:002.860,     0.68089
   00:002.880,     0.76693
   00:002.900,     0.93163
   00:002.920,     1.18419
   00:002.940,     1.50327
   00:002.960,     1.84746
   00:002.980,     2.17430
   00:003.000,     2.46086
   00:003.020,     2.70349
   00:003.040,     2.90109
   00:003.060,     3.05339
   00:003.080,     3.17151
   00:003.100,     3.26730
   00:003.120,     3.34639
   00:003.140,     3.41189
   00:003.160,     3.46560
   00:003.180,     3.50924
   00:003.200,     3.54637
   00:003.220,     3.57336
   00:003.240,     3.59361
   00:003.260,     3.61041
   00:003.280,     3.62467
   00:003.300,     3.63654
   00:003.320,     3.64567
   00:003.340,     3.65612
   00:003.360,     3.66753
   00:003.380,     3.67968
   00:003.400,     3.69000
   00:003.420,     3.70041
   00:003.440,     3.71436
   00:003.460,     3.72785
   00:003.480,     3.73959
   00:003.500,     3.75443
   00:003.520,     3.76848
   00:003.540,     3.78161
   00:003.560,     3.79844
   00:003.580,     3.81274
   00:003.600,     3.82159
   00:003.620,     3.83265
   00:003.640,     3.84148
   00:003.660,     3.84730
   00:003.680,     3.85291
   00:003.700,     3.85866
   00:003.720,     3.86073
   00:003.740,     3.86085
   00:003.760,     3.86076
   00:003.780,     3.85867
   00:003.800,     3.85987
   00:003.820,     3.86291
   00:003.840,     3.87005
   00:003.860,     3.86653
   00:003.880,     3.82921
   00:003.900,     3.76095
   00:003.920,     3.67956
   00:003.940,     3.61760
   00:003.960,     3.60412
   00:003.980,     3.63873
   00:004.000,     3.69745
   00:004.020,     3.75362
   00:004.040,     3.79428
   00:004.060,     3.80756
   00:004.080,     3.78483
   00:004.100,     3.71529
   00:004.120,     3.61182
   00:004.140,     3.52167
   00:004.160,     3.47274
   00:004.180,     3.41815
   00:004.200,     3.21555
   00:004.220,     2.75523
   00:004.240,     2.17647
   00:004.260,     1.69107
   00:004.280,     1.35080
   00:004.300,     1.11281
   00:004.320,     0.94266
   00:004.340,     0.82300
   00:004.360,     0.74032
   00:004.380,     0.68354
   00:004.400,     0.64424
   00:004.420,     0.61803
   00:004.440,     0.59883
   00:004.460,     0.58514
   00:004.480,     0.57550
   00:004.500,     0.56874
   00:004.520,     0.56429
   00:004.540,     0.56057
   00:004.560,     0.55720
   00:004.580,     0.55418
   00:004.600,     0.55249
   00:004.620,     0.55111
   00:004.640,     0.54805
   00:004.660,     0.54694
   00:004.680,     0.54551
   00:004.700,     0.54381
   00:004.720,     0.54399
   00:004.740,     0.54214
   00:004.760,     0.53930
   00:004.780,     0.53937
   00:004.800,     0.53933
   00:004.820,     0.53730
   00:004.840,     0.53598
   00:004.860,     0.53514
   00:004.880,     0.53511
   00:004.900,     0.53452
   00:004.920,     0.53395
   00:004.940,     0.53394
   00:004.960,     0.53199
   00:004.980,     0.53159
   00:005.000,     0.53210
   00:005.020,     0.53046
   00:005.040,     0.53117
   00:005.060,     0.53149
   00:005.080,     0.52941
   00:005.100,     0.52980
   00:005.120,     0.52902
   00:005.140,     0.52806
   00:005.160,     0.52793
   00:005.180,     0.52847
   00:005.200,     0.52964
   00:005.220,     0.52880
   00:005.240,     0.52752
   00:005.260,     0.52748
   00:005.280,     0.52811
   00:005.300,     0.52698
   00:005.320,     0.52584
   00:005.340,     0.52634
   00:005.360,     0.52621
   00:005.380,     0.52540
   00:005.400,     0.52625
   00:005.420,     0.52570
   00:005.440,     0.52455
   00:005.460,     0.52588
   00:005.480,     0.52614
   00:005.500,     0.52610
   00:005.520,     0.52636
   00:005.540,     0.52613
   00:005.560,     0.53059
   00:005.580,     0.54170
   00:005.600,     0.56016
   00:005.620,     0.58657
   00:005.640,     0.62972
   00:005.660,     0.70997
   00:005.680,     0.84524
   00:005.700,     1.04770
   00:005.720,     1.30982
   00:005.740,     1.60988
   00:005.760,     1.91516
   00:005.780,     2.20718
   00:005.800,     2.47377
   00:005.820,     2.70195
   00:005.840,     2.88833
   00:005.860,     3.03694
   00:005.880,     3.15148
   00:005.900,     3.24267
   00:005.920,     3.31629
   00:005.940,     3.37729
   00:005.960,     3.42602
   00:005.980,     3.46715
   00:006.000,     3.50544
   00:006.020,     3.53888
   00:006.040,     3.56745
   00:006.060,     3.59423
   00:006.080,     3.62140
   00:006.100,     3.64942
   00:006.120,     3.67399
   00:006.140,     3.69652
   00:006.160,     3.71763
   00:006.180,     3.73975
   00:006.200,     3.75936
   00:006.220,     3.77848
   00:006.240,     3.80023
   00:006.260,     3.81836
   00:006.280,     3.83385
   00:006.300,     3.85060
   00:006.320,     3.86542
   00:006.340,     3.87767
   00:006.360,     3.89119
   00:006.380,     3.89954
   00:006.400,     3.90272
   00:006.420,     3.90442
   00:006.440,     3.90681
   00:006.460,     3.90588
   00:006.480,     3.90507
   00:006.500,     3.90661
   00:006.520,     3.90493
   00:006.540,     3.90092
   00:006.560,     3.90205
   00:006.580,     3.90531
   00:006.600,     3.90664
   00:006.620,     3.91011
   00:006.640,     3.91504
   00:006.660,     3.91846
   00:006.680,     3.92055
   00:006.700,     3.92028
   00:006.720,     3.92082
   00:006.740,     3.92598
   00:006.760,     3.92816
   00:006.780,     3.92553
   00:006.800,     3.92221
   00:006.820,     3.90642
   00:006.840,     3.87141
   00:006.860,     3.82846
   00:006.880,     3.78662
   00:006.900,     3.72811
   00:006.920,     3.57099
   00:006.940,     3.18349
   00:006.960,     2.59110
   00:006.980,     1.99266
   00:007.000,     1.53449
   00:007.020,     1.22180
   00:007.040,     1.01118
   00:007.060,     0.86819
   00:007.080,     0.76992
   00:007.100,     0.70225
   00:007.120,     0.65763
   00:007.140,     0.62901
   00:007.160,     0.60791
   00:007.180,     0.59169
   00:007.200,     0.58179
   00:007.220,     0.57542
   00:007.240,     0.57003
   00:007.260,     0.56481
   00:007.280,     0.55976
   00:007.300,     0.55661
   00:007.320,     0.55545
   00:007.340,     0.55226
   00:007.360,     0.54847
   00:007.380,     0.54701
   00:007.400,     0.54708
   00:007.420,     0.54688
