<WFATester Graph 1.00 1,15.000,20.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  790,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     4.93537
   00:000.120,     4.92430
   00:000.140,     4.91053
   00:000.160,     4.89022
   00:000.180,     4.82437
   00:000.200,     3.65178
   00:000.220,     2.85730
   00:000.240,     2.21458
   00:000.260,     1.75036
   00:000.280,     1.42869
   00:000.300,     1.20987
   00:000.320,     1.03873
   00:000.340,     0.87839
   00:000.360,     0.73920
   00:000.380,     0.64355
   00:000.400,     0.60379
   00:000.420,     0.58890
   00:000.440,     0.55964
   00:000.460,     0.51847
   00:000.480,     0.48156
   00:000.500,     0.45734
   00:000.520,     0.44067
   00:000.540,     0.43078
   00:000.560,     0.42918
   00:000.580,     0.42579
   00:000.600,     0.41745
   00:000.620,     0.41005
   00:000.640,     0.40274
   00:000.660,     0.39618
   00:000.680,     0.39280
   00:000.700,     0.39098
   00:000.720,     0.38960
   00:000.740,     0.38864
   00:000.760,     0.38786
   00:000.780,     0.38737
   00:000.800,     0.38559
   00:000.820,     0.38311
   00:000.840,     0.38071
   00:000.860,     0.37897
   00:000.880,     0.37831
   00:000.900,     0.37568
   00:000.920,     0.37441
   00:000.940,     0.37722
   00:000.960,     0.37607
   00:000.980,     0.37321
   00:001.000,     0.37233
   00:001.020,     0.37231
   00:001.040,     0.37135
   00:001.060,     0.37199
   00:001.080,     0.37218
   00:001.100,     0.37212
   00:001.120,     0.37250
   00:001.140,     0.37218
   00:001.160,     0.37182
   00:001.180,     0.37183
   00:001.200,     0.37524
   00:001.220,     0.38041
   00:001.240,     0.39221
   00:001.260,     0.42938
   00:001.280,     0.53321
   00:001.300,     0.73887
   00:001.320,     1.04663
   00:001.340,     1.44027
   00:001.360,     1.88766
   00:001.380,     2.34182
   00:001.400,     2.76555
   00:001.420,     3.13856
   00:001.440,     3.45745
   00:001.460,     3.71565
   00:001.480,     3.91621
   00:001.500,     4.07269
   00:001.520,     4.19134
   00:001.540,     4.28852
   00:001.560,     4.37239
   00:001.580,     4.43985
   00:001.600,     4.49467
   00:001.620,     4.53800
   00:001.640,     4.57768
   00:001.660,     4.61325
   00:001.680,     4.64550
   00:001.700,     4.67741
   00:001.720,     4.70707
   00:001.740,     4.73500
   00:001.760,     4.75555
   00:001.780,     4.77589
   00:001.800,     4.79875
   00:001.820,     4.81767
   00:001.840,     4.83241
   00:001.860,     4.85077
   00:001.880,     4.86559
   00:001.900,     4.87603
   00:001.920,     4.89028
   00:001.940,     4.90433
   00:001.960,     4.91576
   00:001.980,     4.92806
   00:002.000,     4.93999
   00:002.020,     4.94765
   00:002.040,     4.95816
   00:002.060,     4.96821
   00:002.080,     4.97196
   00:002.100,     4.98094
   00:002.120,     4.99172
   00:002.140,     4.99808
   00:002.160,     5.00313
   00:002.180,     5.00956
   00:002.200,     5.01664
   00:002.220,     5.02494
   00:002.240,     5.03222
   00:002.260,     5.04371
   00:002.280,     5.05043
   00:002.300,     5.03905
   00:002.320,     5.00944
   00:002.340,     4.91239
   00:002.360,     4.54712
   00:002.380,     3.76148
   00:002.400,     2.80337
   00:002.420,     2.01071
   00:002.440,     1.46530
   00:002.460,     1.10801
   00:002.480,     0.87467
   00:002.500,     0.72109
   00:002.520,     0.61932
   00:002.540,     0.55364
   00:002.560,     0.50938
   00:002.580,     0.47911
   00:002.600,     0.45774
   00:002.620,     0.44175
   00:002.640,     0.43048
   00:002.660,     0.42332
   00:002.680,     0.41566
   00:002.700,     0.41049
   00:002.720,     0.40699
   00:002.740,     0.40278
   00:002.760,     0.39863
   00:002.780,     0.39533
   00:002.800,     0.39366
   00:002.820,     0.39171
   00:002.840,     0.39061
   00:002.860,     0.38882
   00:002.880,     0.38699
   00:002.900,     0.38511
   00:002.920,     0.38433
   00:002.940,     0.38297
   00:002.960,     0.38130
   00:002.980,     0.38038
   00:003.000,     0.37954
   00:003.020,     0.37861
   00:003.040,     0.37728
   00:003.060,     0.37680
   00:003.080,     0.37622
   00:003.100,     0.37472
   00:003.120,     0.37444
   00:003.140,     0.37424
   00:003.160,     0.37229
   00:003.180,     0.37230
   00:003.200,     0.37273
   00:003.220,     0.37229
   00:003.240,     0.37235
   00:003.260,     0.37514
   00:003.280,     0.37827
   00:003.300,     0.37832
   00:003.320,     0.37609
   00:003.340,     0.37701
   00:003.360,     0.38111
   00:003.380,     0.39853
   00:003.400,     0.46187
   00:003.420,     0.62786
   00:003.440,     0.92620
   00:003.460,     1.32574
   00:003.480,     1.77027
   00:003.500,     2.22247
   00:003.520,     2.65861
   00:003.540,     3.05058
   00:003.560,     3.37208
   00:003.580,     3.62366
   00:003.600,     3.81746
   00:003.620,     3.96709
   00:003.640,     4.08529
   00:003.660,     4.17919
   00:003.680,     4.25473
   00:003.700,     4.31830
   00:003.720,     4.37294
   00:003.740,     4.41808
   00:003.760,     4.45779
   00:003.780,     4.49440
   00:003.800,     4.52736
   00:003.820,     4.55863
   00:003.840,     4.58873
   00:003.860,     4.61361
   00:003.880,     4.63873
   00:003.900,     4.66294
   00:003.920,     4.68942
   00:003.940,     4.71610
   00:003.960,     4.74220
   00:003.980,     4.76960
   00:004.000,     4.79814
   00:004.020,     4.82278
   00:004.040,     4.84445
   00:004.060,     4.86703
   00:004.080,     4.88514
   00:004.100,     4.90271
   00:004.120,     4.92188
   00:004.140,     4.93489
   00:004.160,     4.94446
   00:004.180,     4.95515
   00:004.200,     4.96564
   00:004.220,     4.97442
   00:004.240,     4.98181
   00:004.260,     4.98987
   00:004.280,     4.99737
   00:004.300,     5.00071
   00:004.320,     5.00367
   00:004.340,     5.00447
   00:004.360,     4.99800
   00:004.380,     4.97154
   00:004.400,     4.86866
   00:004.420,     4.52848
   00:004.440,     3.79503
   00:004.460,     2.86137
   00:004.480,     2.06160
   00:004.500,     1.50299
   00:004.520,     1.13422
   00:004.540,     0.88976
   00:004.560,     0.73048
   00:004.580,     0.62713
   00:004.600,     0.55914
   00:004.620,     0.51338
   00:004.640,     0.48083
   00:004.660,     0.45841
   00:004.680,     0.44357
   00:004.700,     0.43196
   00:004.720,     0.42272
   00:004.740,     0.41647
   00:004.760,     0.41205
   00:004.780,     0.40773
   00:004.800,     0.40209
   00:004.820,     0.39852
   00:004.840,     0.39583
   00:004.860,     0.39330
   00:004.880,     0.39041
   00:004.900,     0.38805
   00:004.920,     0.38707
   00:004.940,     0.38578
   00:004.960,     0.38345
   00:004.980,     0.38203
   00:005.000,     0.38173
   00:005.020,     0.38086
   00:005.040,     0.38010
   00:005.060,     0.37946
   00:005.080,     0.37970
   00:005.100,     0.37944
   00:005.120,     0.37771
   00:005.140,     0.37662
   00:005.160,     0.37637
   00:005.180,     0.37697
   00:005.200,     0.37796
   00:005.220,     0.37664
   00:005.240,     0.37605
   00:005.260,     0.37480
   00:005.280,     0.37491
   00:005.300,     0.37552
   00:005.320,     0.37371
   00:005.340,     0.37218
   00:005.360,     0.37330
   00:005.380,     0.37751
   00:005.400,     0.38741
   00:005.420,     0.41914
   00:005.440,     0.51090
   00:005.460,     0.70772
   00:005.480,     1.01711
   00:005.500,     1.40108
   00:005.520,     1.81670
   00:005.540,     2.23751
   00:005.560,     2.63352
   00:005.580,     2.98920
   00:005.600,     3.29934
   00:005.620,     3.55601
   00:005.640,     3.75959
   00:005.660,     3.91865
   00:005.680,     4.04639
   00:005.700,     4.14742
   00:005.720,     4.22480
   00:005.740,     4.28701
   00:005.760,     4.33970
   00:005.780,     4.38227
   00:005.800,     4.41723
   00:005.820,     4.44443
   00:005.840,     4.46912
   00:005.860,     4.49159
   00:005.880,     4.51319
   00:005.900,     4.53568
   00:005.920,     4.55355
   00:005.940,     4.57118
   00:005.960,     4.59202
   00:005.980,     4.61220
   00:006.000,     4.63101
   00:006.020,     4.65127
   00:006.040,     4.66939
   00:006.060,     4.68783
   00:006.080,     4.70840
   00:006.100,     4.72876
   00:006.120,     4.74447
   00:006.140,     4.76186
   00:006.160,     4.78242
   00:006.180,     4.80103
   00:006.200,     4.81638
   00:006.220,     4.83521
   00:006.240,     4.85389
   00:006.260,     4.87029
   00:006.280,     4.88739
   00:006.300,     4.89993
   00:006.320,     4.91139
   00:006.340,     4.92254
   00:006.360,     4.93401
   00:006.380,     4.94066
   00:006.400,     4.94139
   00:006.420,     4.93993
   00:006.440,     4.91123
   00:006.460,     4.84480
   00:006.480,     4.75541
   00:006.500,     4.64694
   00:006.520,     4.46257
   00:006.540,     4.02111
   00:006.560,     3.26340
   00:006.580,     2.44610
   00:006.600,     1.79741
   00:006.620,     1.34240
   00:006.640,     1.03140
   00:006.660,     0.82348
   00:006.680,     0.68897
   00:006.700,     0.60139
   00:006.720,     0.54216
   00:006.740,     0.50158
   00:006.760,     0.47297
   00:006.780,     0.45384
   00:006.800,     0.44148
   00:006.820,     0.43099
   00:006.840,     0.42216
   00:006.860,     0.41400
   00:006.880,     0.40857
   00:006.900,     0.40503
   00:006.920,     0.40127
   00:006.940,     0.39753
   00:006.960,     0.39565
   00:006.980,     0.39469
   00:007.000,     0.39184
   00:007.020,     0.38910
   00:007.040,     0.38778
   00:007.060,     0.38700
   00:007.080,     0.38613
   00:007.100,     0.38408
   00:007.120,     0.38243
   00:007.140,     0.38067
   00:007.160,     0.37936
   00:007.180,     0.37949
   00:007.200,     0.37953
   00:007.220,     0.37846
   00:007.240,     0.37784
   00:007.260,     0.37631
   00:007.280,     0.37641
   00:007.300,     0.37561
   00:007.320,     0.37466
   00:007.340,     0.37475
   00:007.360,     0.37554
   00:007.380,     0.37708
   00:007.400,     0.37793
   00:007.420,     0.37658
