<WFATester Graph 1.00 1,25.000,30.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1490,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.17126
   00:000.120,     0.16633
   00:000.140,     0.17474
   00:000.160,     0.16755
   00:000.180,     0.16298
   00:000.200,     0.14293
   00:000.220,     0.13439
   00:000.240,     0.13058
   00:000.260,     0.12818
   00:000.280,     0.12529
   00:000.300,     0.12192
   00:000.320,     0.11950
   00:000.340,     0.11802
   00:000.360,     0.11611
   00:000.380,     0.11522
   00:000.400,     0.11416
   00:000.420,     0.11220
   00:000.440,     0.11207
   00:000.460,     0.11191
   00:000.480,     0.11108
   00:000.500,     0.11024
   00:000.520,     0.10954
   00:000.540,     0.10783
   00:000.560,     0.10621
   00:000.580,     0.10590
   00:000.600,     0.10639
   00:000.620,     0.10543
   00:000.640,     0.10435
   00:000.660,     0.10414
   00:000.680,     0.10470
   00:000.700,     0.10377
   00:000.720,     0.10258
   00:000.740,     0.10291
   00:000.760,     0.10343
   00:000.780,     0.10141
   00:000.800,     0.10055
   00:000.820,     0.10095
   00:000.840,     0.10232
   00:000.860,     0.10144
   00:000.880,     0.09873
   00:000.900,     0.09770
   00:000.920,     0.09820
   00:000.940,     0.09829
   00:000.960,     0.09735
   00:000.980,     0.09886
   00:001.000,     0.09927
   00:001.020,     0.09825
   00:001.040,     0.09863
   00:001.060,     0.09811
   00:001.080,     0.09628
   00:001.100,     0.09581
   00:001.120,     0.09638
   00:001.140,     0.09554
   00:001.160,     0.09544
   00:001.180,     0.09654
   00:001.200,     0.09694
   00:001.220,     0.09685
   00:001.240,     0.09656
   00:001.260,     0.09745
   00:001.280,     0.09897
   00:001.300,     0.09942
   00:001.320,     0.09876
   00:001.340,     0.09760
   00:001.360,     0.09735
   00:001.380,     0.09884
   00:001.400,     0.10822
   00:001.420,     0.15390
   00:001.440,     0.29558
   00:001.460,     0.57827
   00:001.480,     0.99575
   00:001.500,     1.49435
   00:001.520,     2.01146
   00:001.540,     2.51457
   00:001.560,     2.97870
   00:001.580,     3.37551
   00:001.600,     3.69763
   00:001.620,     3.95304
   00:001.640,     4.15298
   00:001.660,     4.29983
   00:001.680,     4.40776
   00:001.700,     4.49431
   00:001.720,     4.56541
   00:001.740,     4.62334
   00:001.760,     4.67109
   00:001.780,     4.71060
   00:001.800,     4.74148
   00:001.820,     4.76457
   00:001.840,     4.78694
   00:001.860,     4.80771
   00:001.880,     4.82727
   00:001.900,     4.84350
   00:001.920,     4.85782
   00:001.940,     4.87153
   00:001.960,     4.88354
   00:001.980,     4.89258
   00:002.000,     4.90102
   00:002.020,     4.91075
   00:002.040,     4.91615
   00:002.060,     4.92081
   00:002.080,     4.92607
   00:002.100,     4.93188
   00:002.120,     4.93993
   00:002.140,     4.94658
   00:002.160,     4.95034
   00:002.180,     4.95825
   00:002.200,     4.96690
   00:002.220,     4.97586
   00:002.240,     4.98577
   00:002.260,     4.99327
   00:002.280,     4.99839
   00:002.300,     5.00808
   00:002.320,     5.01596
   00:002.340,     5.02308
   00:002.360,     5.03146
   00:002.380,     5.03889
   00:002.400,     5.04767
   00:002.420,     5.05415
   00:002.440,     5.06051
   00:002.460,     5.06751
   00:002.480,     5.07718
   00:002.500,     5.08546
   00:002.520,     5.09522
   00:002.540,     5.10473
   00:002.560,     5.11095
   00:002.580,     5.11759
   00:002.600,     5.12764
   00:002.620,     5.13435
   00:002.640,     5.13783
   00:002.660,     5.14369
   00:002.680,     5.14682
   00:002.700,     5.14722
   00:002.720,     5.15209
   00:002.740,     5.15740
   00:002.760,     5.15901
   00:002.780,     5.15323
   00:002.800,     5.14214
   00:002.820,     5.09840
   00:002.840,     4.93487
   00:002.860,     4.47172
   00:002.880,     3.61121
   00:002.900,     2.61534
   00:002.920,     1.80896
   00:002.940,     1.26747
   00:002.960,     0.92374
   00:002.980,     0.70010
   00:003.000,     0.55055
   00:003.020,     0.44878
   00:003.040,     0.37796
   00:003.060,     0.32661
   00:003.080,     0.28657
   00:003.100,     0.25440
   00:003.120,     0.22800
   00:003.140,     0.20466
   00:003.160,     0.18813
   00:003.180,     0.17626
   00:003.200,     0.16648
   00:003.220,     0.15943
   00:003.240,     0.15234
   00:003.260,     0.14596
   00:003.280,     0.14196
   00:003.300,     0.13743
   00:003.320,     0.13474
   00:003.340,     0.13234
   00:003.360,     0.12891
   00:003.380,     0.12695
   00:003.400,     0.12610
   00:003.420,     0.12368
   00:003.440,     0.12171
   00:003.460,     0.12071
   00:003.480,     0.11984
   00:003.500,     0.11852
   00:003.520,     0.11765
   00:003.540,     0.11753
   00:003.560,     0.11523
   00:003.580,     0.11367
   00:003.600,     0.11419
   00:003.620,     0.11313
   00:003.640,     0.11224
   00:003.660,     0.11256
   00:003.680,     0.11104
   00:003.700,     0.11025
   00:003.720,     0.11024
   00:003.740,     0.10949
   00:003.760,     0.10771
   00:003.780,     0.10713
   00:003.800,     0.10692
   00:003.820,     0.10666
   00:003.840,     0.10656
   00:003.860,     0.10633
   00:003.880,     0.10568
   00:003.900,     0.10441
   00:003.920,     0.10498
   00:003.940,     0.10543
   00:003.960,     0.10518
   00:003.980,     0.10384
   00:004.000,     0.10175
   00:004.020,     0.10055
   00:004.040,     0.10165
   00:004.060,     0.10217
   00:004.080,     0.10101
   00:004.100,     0.10023
   00:004.120,     0.10179
   00:004.140,     0.10165
   00:004.160,     0.10023
   00:004.180,     0.09931
   00:004.200,     0.09986
   00:004.220,     0.10033
   00:004.240,     0.09948
   00:004.260,     0.09866
   00:004.280,     0.09956
   00:004.300,     0.10130
   00:004.320,     0.10296
   00:004.340,     0.10331
   00:004.360,     0.10273
   00:004.380,     0.10217
   00:004.400,     0.10064
   00:004.420,     0.10153
   00:004.440,     0.10648
   00:004.460,     0.12926
   00:004.480,     0.22276
   00:004.500,     0.45741
   00:004.520,     0.85779
   00:004.540,     1.37375
   00:004.560,     1.92915
   00:004.580,     2.45845
   00:004.600,     2.91752
   00:004.620,     3.28911
   00:004.640,     3.57573
   00:004.660,     3.79131
   00:004.680,     3.95186
   00:004.700,     4.07009
   00:004.720,     4.16081
   00:004.740,     4.23658
   00:004.760,     4.29889
   00:004.780,     4.34763
   00:004.800,     4.39172
   00:004.820,     4.43235
   00:004.840,     4.46394
   00:004.860,     4.49271
   00:004.880,     4.51579
   00:004.900,     4.53646
   00:004.920,     4.56019
   00:004.940,     4.58148
   00:004.960,     4.59827
   00:004.980,     4.61275
   00:005.000,     4.63001
   00:005.020,     4.65068
   00:005.040,     4.66619
   00:005.060,     4.67612
   00:005.080,     4.68954
   00:005.100,     4.70512
   00:005.120,     4.71727
   00:005.140,     4.72698
   00:005.160,     4.73966
   00:005.180,     4.75161
   00:005.200,     4.76052
   00:005.220,     4.77069
   00:005.240,     4.78425
   00:005.260,     4.79087
   00:005.280,     4.79620
   00:005.300,     4.80871
   00:005.320,     4.82350
   00:005.340,     4.83192
   00:005.360,     4.84039
   00:005.380,     4.85214
   00:005.400,     4.85991
   00:005.420,     4.86328
   00:005.440,     4.87121
   00:005.460,     4.88149
   00:005.480,     4.89114
   00:005.500,     4.89748
   00:005.520,     4.90233
   00:005.540,     4.90922
   00:005.560,     4.91337
   00:005.580,     4.91385
   00:005.600,     4.91186
   00:005.620,     4.90988
   00:005.640,     4.90578
   00:005.660,     4.90557
   00:005.680,     4.90882
   00:005.700,     4.90857
   00:005.720,     4.90552
   00:005.740,     4.90192
   00:005.760,     4.90110
   00:005.780,     4.90388
   00:005.800,     4.90564
   00:005.820,     4.90285
   00:005.840,     4.90281
   00:005.860,     4.90372
   00:005.880,     4.89887
   00:005.900,     4.88617
   00:005.920,     4.85241
   00:005.940,     4.77754
   00:005.960,     4.65690
   00:005.980,     4.52185
   00:006.000,     4.41272
   00:006.020,     4.27450
   00:006.040,     4.06315
   00:006.060,     3.87722
   00:006.080,     3.77267
   00:006.100,     3.49687
   00:006.120,     2.85587
   00:006.140,     2.09659
   00:006.160,     1.49336
   00:006.180,     1.09461
   00:006.200,     0.84182
   00:006.220,     0.67899
   00:006.240,     0.57216
   00:006.260,     0.49722
   00:006.280,     0.43911
   00:006.300,     0.38848
   00:006.320,     0.34380
   00:006.340,     0.30424
   00:006.360,     0.27002
   00:006.380,     0.24022
   00:006.400,     0.21604
   00:006.420,     0.19626
   00:006.440,     0.18158
   00:006.460,     0.17103
   00:006.480,     0.16255
   00:006.500,     0.15666
   00:006.520,     0.15093
   00:006.540,     0.14507
   00:006.560,     0.14085
   00:006.580,     0.13822
   00:006.600,     0.13436
   00:006.620,     0.13143
   00:006.640,     0.12975
   00:006.660,     0.12698
   00:006.680,     0.12497
   00:006.700,     0.12426
   00:006.720,     0.12343
   00:006.740,     0.12110
   00:006.760,     0.11893
   00:006.780,     0.11946
   00:006.800,     0.11864
   00:006.820,     0.11781
   00:006.840,     0.11630
   00:006.860,     0.11502
   00:006.880,     0.11533
   00:006.900,     0.11529
   00:006.920,     0.11426
   00:006.940,     0.11382
   00:006.960,     0.11258
   00:006.980,     0.11213
   00:007.000,     0.11322
   00:007.020,     0.11156
   00:007.040,     0.11020
   00:007.060,     0.10956
   00:007.080,     0.10837
   00:007.100,     0.10897
   00:007.120,     0.10927
   00:007.140,     0.10846
   00:007.160,     0.10767
   00:007.180,     0.10760
   00:007.200,     0.10768
   00:007.220,     0.10665
   00:007.240,     0.10647
   00:007.260,     0.10665
   00:007.280,     0.10729
   00:007.300,     0.10861
   00:007.320,     0.11046
   00:007.340,     0.11186
   00:007.360,     0.11076
   00:007.380,     0.10978
   00:007.400,     0.10888
   00:007.420,     0.10950
