<WFATester Graph 1.00 1,25.000,30.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1320,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.14111
   00:000.100,     0.14235
   00:000.120,     0.14524
   00:000.140,     0.14206
   00:000.160,     0.14203
   00:000.180,     0.14238
   00:000.200,     0.14164
   00:000.220,     0.14172
   00:000.240,     0.14142
   00:000.260,     0.14262
   00:000.280,     0.14476
   00:000.300,     0.14336
   00:000.320,     0.14123
   00:000.340,     0.14184
   00:000.360,     0.14223
   00:000.380,     0.14095
   00:000.400,     0.14081
   00:000.420,     0.14234
   00:000.440,     0.14228
   00:000.460,     0.14311
   00:000.480,     0.14334
   00:000.500,     0.14190
   00:000.520,     0.14190
   00:000.540,     0.14345
   00:000.560,     0.14248
   00:000.580,     0.14044
   00:000.600,     0.14239
   00:000.620,     0.14315
   00:000.640,     0.14332
   00:000.660,     0.14305
   00:000.680,     0.14164
   00:000.700,     0.14091
   00:000.720,     0.14133
   00:000.740,     0.14174
   00:000.760,     0.14314
   00:000.780,     0.14282
   00:000.800,     0.14228
   00:000.820,     0.14147
   00:000.840,     0.14100
   00:000.860,     0.14244
   00:000.880,     0.14409
   00:000.900,     0.14346
   00:000.920,     0.14190
   00:000.940,     0.14199
   00:000.960,     0.14248
   00:000.980,     0.14251
   00:001.000,     0.14240
   00:001.020,     0.14272
   00:001.040,     0.14208
   00:001.060,     0.14038
   00:001.080,     0.14037
   00:001.100,     0.14181
   00:001.120,     0.14309
   00:001.140,     0.14405
   00:001.160,     0.14366
   00:001.180,     0.14355
   00:001.200,     0.14330
   00:001.220,     0.14269
   00:001.240,     0.14191
   00:001.260,     0.14157
   00:001.280,     0.14124
   00:001.300,     0.14333
   00:001.320,     0.14378
   00:001.340,     0.14296
   00:001.360,     0.14148
   00:001.380,     0.13986
   00:001.400,     0.14197
   00:001.420,     0.14104
   00:001.440,     0.14062
   00:001.460,     0.14105
   00:001.480,     0.13952
   00:001.500,     0.13712
   00:001.520,     0.13633
   00:001.540,     0.13593
   00:001.560,     0.13620
   00:001.580,     0.13776
   00:001.600,     0.13973
   00:001.620,     0.14032
   00:001.640,     0.14205
   00:001.660,     0.14617
   00:001.680,     0.15206
   00:001.700,     0.16109
   00:001.720,     0.17139
   00:001.740,     0.17989
   00:001.760,     0.18869
   00:001.780,     0.19545
   00:001.800,     0.19924
   00:001.820,     0.20162
   00:001.840,     0.20422
   00:001.860,     0.20558
   00:001.880,     0.20698
   00:001.900,     0.20850
   00:001.920,     0.20917
   00:001.940,     0.21034
   00:001.960,     0.21123
   00:001.980,     0.21311
   00:002.000,     0.21690
   00:002.020,     0.21992
   00:002.040,     0.22189
   00:002.060,     0.22296
   00:002.080,     0.22622
   00:002.100,     0.23034
   00:002.120,     0.23469
   00:002.140,     0.24139
   00:002.160,     0.24779
   00:002.180,     0.25326
   00:002.200,     0.25825
   00:002.220,     0.26307
   00:002.240,     0.26681
   00:002.260,     0.26817
   00:002.280,     0.26720
   00:002.300,     0.26524
   00:002.320,     0.25931
   00:002.340,     0.24904
   00:002.360,     0.23732
   00:002.380,     0.22113
   00:002.400,     0.20259
   00:002.420,     0.19403
   00:002.440,     0.20015
   00:002.460,     0.20378
   00:002.480,     0.18973
   00:002.500,     0.16400
   00:002.520,     0.13984
   00:002.540,     0.11915
   00:002.560,     0.10257
   00:002.580,     0.09163
   00:002.600,     0.08373
   00:002.620,     0.07558
   00:002.640,     0.06958
   00:002.660,     0.06665
   00:002.680,     0.06365
   00:002.700,     0.05975
   00:002.720,     0.05813
   00:002.740,     0.05707
   00:002.760,     0.05592
   00:002.780,     0.05466
   00:002.800,     0.05384
   00:002.820,     0.05157
   00:002.840,     0.04942
   00:002.860,     0.04918
   00:002.880,     0.04968
   00:002.900,     0.05086
   00:002.920,     0.05055
   00:002.940,     0.05033
   00:002.960,     0.05125
   00:002.980,     0.05498
   00:003.000,     0.06390
   00:003.020,     0.08804
   00:003.040,     0.14029
   00:003.060,     0.22709
   00:003.080,     0.34679
   00:003.100,     0.49334
   00:003.120,     0.65962
   00:003.140,     0.83463
   00:003.160,     1.00609
   00:003.180,     1.16578
   00:003.200,     1.31187
   00:003.220,     1.45114
   00:003.240,     1.58465
   00:003.260,     1.70627
   00:003.280,     1.82023
   00:003.300,     1.92962
   00:003.320,     2.03486
   00:003.340,     2.13896
   00:003.360,     2.23949
   00:003.380,     2.32869
   00:003.400,     2.40652
   00:003.420,     2.47916
   00:003.440,     2.55079
   00:003.460,     2.61663
   00:003.480,     2.67557
   00:003.500,     2.73043
   00:003.520,     2.78165
   00:003.540,     2.82695
   00:003.560,     2.87054
   00:003.580,     2.91201
   00:003.600,     2.95066
   00:003.620,     2.99029
   00:003.640,     3.02379
   00:003.660,     3.05355
   00:003.680,     3.08288
   00:003.700,     3.11099
   00:003.720,     3.13638
   00:003.740,     3.16243
   00:003.760,     3.18577
   00:003.780,     3.20822
   00:003.800,     3.22876
   00:003.820,     3.24545
   00:003.840,     3.26297
   00:003.860,     3.27797
   00:003.880,     3.29395
   00:003.900,     3.31038
   00:003.920,     3.32539
   00:003.940,     3.34083
   00:003.960,     3.35383
   00:003.980,     3.37074
   00:004.000,     3.38992
   00:004.020,     3.40767
   00:004.040,     3.42595
   00:004.060,     3.44031
   00:004.080,     3.45603
   00:004.100,     3.46961
   00:004.120,     3.48484
   00:004.140,     3.49640
   00:004.160,     3.50480
   00:004.180,     3.51885
   00:004.200,     3.53474
   00:004.220,     3.54811
   00:004.240,     3.56141
   00:004.260,     3.57608
   00:004.280,     3.58913
   00:004.300,     3.59723
   00:004.320,     3.60681
   00:004.340,     3.62086
   00:004.360,     3.62877
   00:004.380,     3.63642
   00:004.400,     3.64419
   00:004.420,     3.65034
   00:004.440,     3.65466
   00:004.460,     3.66150
   00:004.480,     3.66927
   00:004.500,     3.67673
   00:004.520,     3.68000
   00:004.540,     3.68224
   00:004.560,     3.68785
   00:004.580,     3.69131
   00:004.600,     3.68718
   00:004.620,     3.67824
   00:004.640,     3.64404
   00:004.660,     3.57332
   00:004.680,     3.48068
   00:004.700,     3.37646
   00:004.720,     3.15216
   00:004.740,     2.65527
   00:004.760,     1.98533
   00:004.780,     1.38190
   00:004.800,     0.94666
   00:004.820,     0.65654
   00:004.840,     0.46512
   00:004.860,     0.33936
   00:004.880,     0.25562
   00:004.900,     0.19684
   00:004.920,     0.15415
   00:004.940,     0.12523
   00:004.960,     0.10378
   00:004.980,     0.08603
   00:005.000,     0.07557
   00:005.020,     0.06740
   00:005.040,     0.06025
   00:005.060,     0.05537
   00:005.080,     0.05118
   00:005.100,     0.04718
   00:005.120,     0.04373
   00:005.140,     0.04128
   00:005.160,     0.03914
   00:005.180,     0.03668
   00:005.200,     0.03461
   00:005.220,     0.03433
   00:005.240,     0.03336
   00:005.260,     0.03124
   00:005.280,     0.02981
   00:005.300,     0.02913
   00:005.320,     0.02695
   00:005.340,     0.02581
   00:005.360,     0.02628
   00:005.380,     0.02500
   00:005.400,     0.02293
   00:005.420,     0.02183
   00:005.440,     0.02167
   00:005.460,     0.02168
   00:005.480,     0.02051
   00:005.500,     0.01976
   00:005.520,     0.02004
   00:005.540,     0.01923
   00:005.560,     0.01890
   00:005.580,     0.01889
   00:005.600,     0.01848
   00:005.620,     0.01812
   00:005.640,     0.01589
   00:005.660,     0.01564
   00:005.680,     0.01660
   00:005.700,     0.01683
   00:005.720,     0.01655
   00:005.740,     0.01648
   00:005.760,     0.01587
   00:005.780,     0.01571
   00:005.800,     0.01682
   00:005.820,     0.01649
   00:005.840,     0.01465
   00:005.860,     0.01403
   00:005.880,     0.01352
   00:005.900,     0.01280
   00:005.920,     0.01301
   00:005.940,     0.01186
   00:005.960,     0.01047
   00:005.980,     0.01091
   00:006.000,     0.01098
   00:006.020,     0.01053
   00:006.040,     0.00946
   00:006.060,     0.00861
   00:006.080,     0.00940
   00:006.100,     0.00947
   00:006.120,     0.01016
   00:006.140,     0.01137
   00:006.160,     0.01177
   00:006.180,     0.01067
   00:006.200,     0.01159
   00:006.220,     0.01215
   00:006.240,     0.01256
   00:006.260,     0.01349
   00:006.280,     0.01665
   00:006.300,     0.02775
   00:006.320,     0.05599
   00:006.340,     0.11243
   00:006.360,     0.20556
   00:006.380,     0.33166
   00:006.400,     0.47664
   00:006.420,     0.63410
   00:006.440,     0.79556
   00:006.460,     0.95742
   00:006.480,     1.11293
   00:006.500,     1.25298
   00:006.520,     1.38074
   00:006.540,     1.49956
   00:006.560,     1.60811
   00:006.580,     1.70646
   00:006.600,     1.79587
   00:006.620,     1.87609
   00:006.640,     1.94879
   00:006.660,     2.01589
   00:006.680,     2.07696
   00:006.700,     2.13367
   00:006.720,     2.18552
   00:006.740,     2.23202
   00:006.760,     2.27830
   00:006.780,     2.32382
   00:006.800,     2.36684
   00:006.820,     2.40946
   00:006.840,     2.44690
   00:006.860,     2.48241
   00:006.880,     2.52079
   00:006.900,     2.55662
   00:006.920,     2.58847
   00:006.940,     2.61981
   00:006.960,     2.65267
   00:006.980,     2.68384
   00:007.000,     2.71036
   00:007.020,     2.73795
   00:007.040,     2.76389
   00:007.060,     2.78756
   00:007.080,     2.81223
   00:007.100,     2.83666
   00:007.120,     2.86000
   00:007.140,     2.88264
   00:007.160,     2.90659
   00:007.180,     2.93243
   00:007.200,     2.95700
   00:007.220,     2.98063
   00:007.240,     3.00390
   00:007.260,     3.02734
   00:007.280,     3.05064
   00:007.300,     3.07317
   00:007.320,     3.09563
   00:007.340,     3.11633
   00:007.360,     3.13856
   00:007.380,     3.15700
   00:007.400,     3.17267
   00:007.420,     3.18992
