<WFATester Graph 1.00 1,35.000,40.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1760,2,0,12,5,t,1,12,5,f>
        Temps,        CO2%
   00:000.000,     0.00000
   00:000.020,     0.00000
   00:000.040,     0.00000
   00:000.060,     0.00000
   00:000.080,     0.00000
   00:000.100,     0.64282
   00:000.120,     0.62244
   00:000.140,     0.62215
   00:000.160,     0.60866
   00:000.180,     0.59126
   00:000.200,     0.46180
   00:000.220,     0.43460
   00:000.240,     0.44248
   00:000.260,     0.49015
   00:000.280,     0.56185
   00:000.300,     0.63219
   00:000.320,     0.68446
   00:000.340,     0.71258
   00:000.360,     0.71344
   00:000.380,     0.69268
   00:000.400,     0.66102
   00:000.420,     0.63178
   00:000.440,     0.61820
   00:000.460,     0.62365
   00:000.480,     0.64392
   00:000.500,     0.67352
   00:000.520,     0.69946
   00:000.540,     0.70211
   00:000.560,     0.67615
   00:000.580,     0.63795
   00:000.600,     0.60332
   00:000.620,     0.57773
   00:000.640,     0.56088
   00:000.660,     0.55302
   00:000.680,     0.55862
   00:000.700,     0.57469
   00:000.720,     0.59560
   00:000.740,     0.61913
   00:000.760,     0.64414
   00:000.780,     0.66984
   00:000.800,     0.69957
   00:000.820,     0.73187
   00:000.840,     0.76387
   00:000.860,     0.79645
   00:000.880,     0.82728
   00:000.900,     0.85091
   00:000.920,     0.86658
   00:000.940,     0.87295
   00:000.960,     0.86576
   00:000.980,     0.83963
   00:001.000,     0.80032
   00:001.020,     0.76086
   00:001.040,     0.73341
   00:001.060,     0.72396
   00:001.080,     0.73354
   00:001.100,     0.75530
   00:001.120,     0.78906
   00:001.140,     0.83521
   00:001.160,     0.88624
   00:001.180,     0.93213
   00:001.200,     0.96752
   00:001.220,     0.98618
   00:001.240,     0.99351
   00:001.260,     0.99361
   00:001.280,     0.99042
   00:001.300,     0.98495
   00:001.320,     0.97498
   00:001.340,     0.96315
   00:001.360,     0.95240
   00:001.380,     0.94204
   00:001.400,     0.92928
   00:001.420,     0.91153
   00:001.440,     0.89255
   00:001.460,     0.88120
   00:001.480,     0.87882
   00:001.500,     0.87917
   00:001.520,     0.87637
   00:001.540,     0.87117
   00:001.560,     0.86380
   00:001.580,     0.85585
   00:001.600,     0.84839
   00:001.620,     0.83951
   00:001.640,     0.83117
   00:001.660,     0.82632
   00:001.680,     0.82217
   00:001.700,     0.81916
   00:001.720,     0.81750
   00:001.740,     0.81404
   00:001.760,     0.80860
   00:001.780,     0.80388
   00:001.800,     0.79915
   00:001.820,     0.79366
   00:001.840,     0.78917
   00:001.860,     0.78414
   00:001.880,     0.77863
   00:001.900,     0.77279
   00:001.920,     0.76816
   00:001.940,     0.76439
   00:001.960,     0.76026
   00:001.980,     0.75607
   00:002.000,     0.75232
   00:002.020,     0.74749
   00:002.040,     0.74177
   00:002.060,     0.73686
   00:002.080,     0.73288
   00:002.100,     0.72989
   00:002.120,     0.72777
   00:002.140,     0.72542
   00:002.160,     0.72430
   00:002.180,     0.72321
   00:002.200,     0.72074
   00:002.220,     0.71856
   00:002.240,     0.71963
   00:002.260,     0.72188
   00:002.280,     0.72092
   00:002.300,     0.72015
   00:002.320,     0.72253
   00:002.340,     0.72503
   00:002.360,     0.72540
   00:002.380,     0.72431
   00:002.400,     0.72014
   00:002.420,     0.71594
   00:002.440,     0.71143
   00:002.460,     0.70486
   00:002.480,     0.69608
   00:002.500,     0.68557
   00:002.520,     0.67310
   00:002.540,     0.65922
   00:002.560,     0.64849
   00:002.580,     0.63942
   00:002.600,     0.63309
   00:002.620,     0.62876
   00:002.640,     0.62877
   00:002.660,     0.63072
   00:002.680,     0.63093
   00:002.700,     0.63047
   00:002.720,     0.63005
   00:002.740,     0.63078
   00:002.760,     0.62979
   00:002.780,     0.62526
   00:002.800,     0.62388
   00:002.820,     0.62261
   00:002.840,     0.61950
   00:002.860,     0.61398
   00:002.880,     0.60588
   00:002.900,     0.59728
   00:002.920,     0.58938
   00:002.940,     0.58037
   00:002.960,     0.57172
   00:002.980,     0.56434
   00:003.000,     0.55588
   00:003.020,     0.54877
   00:003.040,     0.54260
   00:003.060,     0.53444
   00:003.080,     0.52509
   00:003.100,     0.51498
   00:003.120,     0.50351
   00:003.140,     0.49092
   00:003.160,     0.47899
   00:003.180,     0.46757
   00:003.200,     0.45806
   00:003.220,     0.45270
   00:003.240,     0.44735
   00:003.260,     0.44308
   00:003.280,     0.44234
   00:003.300,     0.44456
   00:003.320,     0.44698
   00:003.340,     0.44922
   00:003.360,     0.45444
   00:003.380,     0.46185
   00:003.400,     0.47025
   00:003.420,     0.47696
   00:003.440,     0.48243
   00:003.460,     0.48551
   00:003.480,     0.48773
   00:003.500,     0.48688
   00:003.520,     0.48555
   00:003.540,     0.48261
   00:003.560,     0.47392
   00:003.580,     0.46229
   00:003.600,     0.44787
   00:003.620,     0.43061
   00:003.640,     0.41056
   00:003.660,     0.39053
   00:003.680,     0.37198
   00:003.700,     0.35514
   00:003.720,     0.33990
   00:003.740,     0.32371
   00:003.760,     0.30198
   00:003.780,     0.27746
   00:003.800,     0.25697
   00:003.820,     0.24167
   00:003.840,     0.23383
   00:003.860,     0.23781
   00:003.880,     0.26094
   00:003.900,     0.30423
   00:003.920,     0.35666
   00:003.940,     0.40365
   00:003.960,     0.43565
   00:003.980,     0.45179
   00:004.000,     0.45419
   00:004.020,     0.44858
   00:004.040,     0.44309
   00:004.060,     0.43591
   00:004.080,     0.42636
   00:004.100,     0.41766
   00:004.120,     0.40760
   00:004.140,     0.39625
   00:004.160,     0.38510
   00:004.180,     0.37682
   00:004.200,     0.37188
   00:004.220,     0.36485
   00:004.240,     0.35826
   00:004.260,     0.35499
   00:004.280,     0.34968
   00:004.300,     0.33403
   00:004.320,     0.30062
   00:004.340,     0.25097
   00:004.360,     0.20329
   00:004.380,     0.16938
   00:004.400,     0.14401
   00:004.420,     0.12475
   00:004.440,     0.11299
   00:004.460,     0.10567
   00:004.480,     0.10103
   00:004.500,     0.09941
   00:004.520,     0.10238
   00:004.540,     0.10673
   00:004.560,     0.11320
   00:004.580,     0.12485
   00:004.600,     0.13904
   00:004.620,     0.15275
   00:004.640,     0.16534
   00:004.660,     0.17478
   00:004.680,     0.17829
   00:004.700,     0.17670
   00:004.720,     0.17569
   00:004.740,     0.17975
   00:004.760,     0.18815
   00:004.780,     0.19644
   00:004.800,     0.20198
   00:004.820,     0.20388
   00:004.840,     0.20320
   00:004.860,     0.20167
   00:004.880,     0.19932
   00:004.900,     0.19519
   00:004.920,     0.18592
   00:004.940,     0.17235
   00:004.960,     0.15495
   00:004.980,     0.13700
   00:005.000,     0.12248
   00:005.020,     0.11091
   00:005.040,     0.10279
   00:005.060,     0.09668
   00:005.080,     0.09297
   00:005.100,     0.09250
   00:005.120,     0.09313
   00:005.140,     0.09434
   00:005.160,     0.09658
   00:005.180,     0.10185
   00:005.200,     0.10979
   00:005.220,     0.11616
   00:005.240,     0.11875
   00:005.260,     0.12010
   00:005.280,     0.12027
   00:005.300,     0.11959
   00:005.320,     0.11747
   00:005.340,     0.11638
   00:005.360,     0.11993
   00:005.380,     0.12906
   00:005.400,     0.14723
   00:005.420,     0.17144
   00:005.440,     0.20144
   00:005.460,     0.25928
   00:005.480,     0.38439
   00:005.500,     0.59801
   00:005.520,     0.88785
   00:005.540,     1.21952
   00:005.560,     1.57604
   00:005.580,     1.94263
   00:005.600,     2.28674
   00:005.620,     2.57933
   00:005.640,     2.82065
   00:005.660,     3.02421
   00:005.680,     3.18814
   00:005.700,     3.31061
   00:005.720,     3.40406
   00:005.740,     3.48210
   00:005.760,     3.54662
   00:005.780,     3.60351
   00:005.800,     3.65786
   00:005.820,     3.70466
   00:005.840,     3.74419
   00:005.860,     3.77969
   00:005.880,     3.81217
   00:005.900,     3.84836
   00:005.920,     3.88133
   00:005.940,     3.90799
   00:005.960,     3.93370
   00:005.980,     3.95626
   00:006.000,     3.97714
   00:006.020,     3.99768
   00:006.040,     4.01950
   00:006.060,     4.04131
   00:006.080,     4.05933
   00:006.100,     4.07361
   00:006.120,     4.08693
   00:006.140,     4.09812
   00:006.160,     4.10734
   00:006.180,     4.11340
   00:006.200,     4.11150
   00:006.220,     4.11198
   00:006.240,     4.11537
   00:006.260,     4.12197
   00:006.280,     4.13363
   00:006.300,     4.14745
   00:006.320,     4.16181
   00:006.340,     4.17335
   00:006.360,     4.18597
   00:006.380,     4.19480
   00:006.400,     4.19687
   00:006.420,     4.19727
   00:006.440,     4.19664
   00:006.460,     4.19766
   00:006.480,     4.19894
   00:006.500,     4.20025
   00:006.520,     4.20015
   00:006.540,     4.20293
   00:006.560,     4.20260
   00:006.580,     4.20016
   00:006.600,     4.20057
   00:006.620,     4.20185
   00:006.640,     4.20465
   00:006.660,     4.20650
   00:006.680,     4.20515
   00:006.700,     4.20520
   00:006.720,     4.20309
   00:006.740,     4.19729
   00:006.760,     4.18664
   00:006.780,     4.17142
   00:006.800,     4.15205
   00:006.820,     4.13875
   00:006.840,     4.13708
   00:006.860,     4.14169
   00:006.880,     4.15635
   00:006.900,     4.17161
   00:006.920,     4.18364
   00:006.940,     4.19504
   00:006.960,     4.20586
   00:006.980,     4.20934
   00:007.000,     4.21110
   00:007.020,     4.21391
   00:007.040,     4.21699
   00:007.060,     4.21941
   00:007.080,     4.22233
   00:007.100,     4.22493
   00:007.120,     4.22424
   00:007.140,     4.22392
   00:007.160,     4.21831
   00:007.180,     4.21475
   00:007.200,     4.21100
   00:007.220,     4.20235
   00:007.240,     4.19245
   00:007.260,     4.18017
   00:007.280,     4.16493
   00:007.300,     4.14634
   00:007.320,     4.12410
   00:007.340,     4.09956
   00:007.360,     4.07033
   00:007.380,     4.01137
   00:007.400,     3.80461
   00:007.420,     3.29067
