<WFATester Graph 1.00 4,0.000,60.000,0,-10.000,10.000,-10.000,10.000,0,0.000,100.000,0.000,100.000>
<WFATester Table 1.00  1720,4,0,12,5,t,1,12,5,f,2,12,5,f,5,12,5,f>
        Temps,        CO2%,        Flow,         O2%
   00:003.940,     5.49610,    -0.33317,    13.82543
   00:003.960,     5.49824,    -0.34521,    13.81983
   00:003.980,     5.50028,    -0.36212,    13.80862
   00:004.000,     5.50149,    -0.38467,    13.81422
   00:004.020,     5.50487,    -0.40427,    13.80862
   00:004.040,     5.51167,    -0.41243,    13.80302
   00:004.060,     5.51647,    -0.41815,    13.78621
   00:004.080,     5.52114,    -0.43051,    13.76381
   00:004.100,     5.52647,    -0.44287,    13.75820
   00:004.120,     5.53182,    -0.44944,    13.74700
   00:004.140,     5.53364,    -0.45598,    13.73579
   00:004.160,     5.53362,    -0.47047,    13.72459
   00:004.180,     5.53260,    -0.48788,    13.73019
   00:004.200,     5.50956,    -0.49901,    13.70218
   00:004.220,     5.45238,    -0.50137,    13.71339
   00:004.240,     5.38257,    -0.51074,    13.75820
   00:004.260,     5.31760,    -0.53030,    13.83663
   00:004.280,     5.16496,    -0.54487,    13.92626
   00:004.300,     4.79819,    -0.55677,    14.02710
   00:004.320,     4.13513,    -0.57684,    14.29600
   00:004.340,     3.21408,    -0.59346,    14.87301
   00:004.360,     2.29189,    -0.60028,    15.84216
   00:004.380,     1.58896,    -0.62030,    17.14183
   00:004.400,     1.11869,    -0.65004,    18.39669
   00:004.420,     0.80968,    -0.65447,    19.32102
   00:004.440,     0.60737,    -0.63378,    19.92044
   00:004.460,     0.47967,    -0.60898,    20.27337
   00:004.480,     0.39265,    -0.58725,    20.45824
   00:004.500,     0.32823,    -0.57544,    20.55907
   00:004.520,     0.27941,    -0.57770,    20.64310
   00:004.540,     0.24556,    -0.58204,    20.68792
   00:004.560,     0.22032,    -0.58225,    20.72153
   00:004.580,     0.19986,    -0.58282,    20.74954
   00:004.600,     0.18629,    -0.57295,    20.76635
   00:004.620,     0.17593,    -0.53674,    20.77755
   00:004.640,     0.16593,    -0.48927,    20.78315
   00:004.660,     0.15831,    -0.46321,    20.78315
   00:004.680,     0.15361,    -0.47044,    20.76075
   00:004.700,     0.14934,    -0.49053,    20.77195
   00:004.720,     0.14489,    -0.50006,    20.74954
   00:004.740,     0.14284,    -0.49543,    20.74954
   00:004.760,     0.14316,    -0.49455,    20.74954
   00:004.780,     0.14320,    -0.50791,    20.73274
   00:004.800,     0.14358,    -0.51756,    20.71593
   00:004.820,     0.14719,    -0.50625,    20.71033
   00:004.840,     0.15146,    -0.47742,    20.70473
   00:004.860,     0.15175,    -0.44142,    20.67671
   00:004.880,     0.14881,    -0.40843,    20.67111
   00:004.900,     0.14799,    -0.38847,    20.67111
   00:004.920,     0.15369,    -0.37555,    20.66551
   00:004.940,     0.15948,    -0.36263,    20.66551
   00:004.960,     0.16036,    -0.35506,    20.65991
   00:004.980,     0.15668,    -0.35710,    20.64310
   00:005.000,     0.14913,    -0.36216,    20.64310
   00:005.020,     0.14035,    -0.35846,    20.63190
   00:005.040,     0.13344,    -0.34625,    20.64870
   00:005.060,     0.12756,    -0.33197,    20.65991
   00:005.080,     0.12315,    -0.31382,    20.67111
   00:005.100,     0.12008,    -0.28307,    20.67111
   00:005.120,     0.11662,    -0.23082,    20.68232
   00:005.140,     0.11510,    -0.14687,    20.68232
   00:005.160,     0.11425,     0.00000,    20.67111
   00:005.180,     0.11303,     0.13880,    20.68232
   00:005.200,     0.11073,     0.17220,    20.67671
   00:005.220,     0.10867,     0.21473,    20.67111
   00:005.240,     0.10806,     0.25194,    20.68792
   00:005.260,     0.10624,     0.26766,    20.68232
   00:005.280,     0.10549,     0.27021,    20.68232
   00:005.300,     0.10559,     0.26955,    20.67111
   00:005.320,     0.10558,     0.26217,    20.68792
   00:005.340,     0.10469,     0.24611,    20.69352
   00:005.360,     0.10328,     0.23375,    20.68232
   00:005.380,     0.10223,     0.22964,    20.69352
   00:005.400,     0.10298,     0.22732,    20.68232
   00:005.420,     0.10244,     0.22750,    20.68792
   00:005.440,     0.10162,     0.24360,    20.68232
   00:005.460,     0.10148,     0.27453,    20.68232
   00:005.480,     0.10068,     0.31038,    20.68232
   00:005.500,     0.09940,     0.33286,    20.70473
   00:005.520,     0.09957,     0.33950,    20.70473
   00:005.540,     0.10083,     0.33635,    20.69352
   00:005.560,     0.10155,     0.33392,    20.70473
   00:005.580,     0.10033,     0.33647,    20.69912
   00:005.600,     0.10043,     0.34098,    20.70473
   00:005.620,     0.10188,     0.35257,    20.69352
   00:005.640,     0.10238,     0.37460,    20.69352
   00:005.660,     0.10275,     0.39533,    20.69352
   00:005.680,     0.10359,     0.40219,    20.70473
   00:005.700,     0.10355,     0.39326,    20.69352
   00:005.720,     0.10283,     0.38714,    20.71033
   00:005.740,     0.10422,     0.39157,    20.69352
   00:005.760,     0.10704,     0.38725,    20.68792
   00:005.780,     0.11390,     0.37473,    20.69352
   00:005.800,     0.12512,     0.36506,    20.68792
   00:005.820,     0.13504,     0.36241,    20.67111
   00:005.840,     0.14208,     0.36808,    20.68232
   00:005.860,     0.14830,     0.38163,    20.65991
   00:005.880,     0.15370,     0.39314,    20.63750
   00:005.900,     0.15818,     0.40602,    20.63750
   00:005.920,     0.16283,     0.42125,    20.63750
   00:005.940,     0.16906,     0.43023,    20.63750
   00:005.960,     0.17820,     0.43070,    20.62630
   00:005.980,     0.19957,     0.43015,    20.62630
   00:006.000,     0.24358,     0.42859,    20.61509
   00:006.020,     0.31843,     0.41669,    20.58148
   00:006.040,     0.42268,     0.40324,    20.52546
   00:006.060,     0.54745,     0.39598,    20.40222
   00:006.080,     0.69562,     0.39325,    20.23415
   00:006.100,     0.87511,     0.39541,    20.05489
   00:006.120,     1.09669,     0.40899,    19.79720
   00:006.140,     1.34809,     0.42372,    19.51709
   00:006.160,     1.60199,     0.43582,    19.18097
   00:006.180,     1.86571,     0.44574,    18.80003
   00:006.200,     2.16567,     0.44815,    18.41910
   00:006.220,     2.49496,     0.44812,    18.01575
   00:006.240,     2.81363,     0.45212,    17.55638
   00:006.260,     3.09599,     0.46231,    17.07461
   00:006.280,     3.34064,     0.47698,    16.62644
   00:006.300,     3.56364,     0.49251,    16.24551
   00:006.320,     3.77959,     0.50313,    15.95420
   00:006.340,     3.98547,     0.50541,    15.66289
   00:006.360,     4.17798,     0.50668,    15.41641
   00:006.380,     4.35376,     0.50097,    15.15871
   00:006.400,     4.51075,     0.48380,    14.92343
   00:006.420,     4.64138,     0.47820,    14.71615
   00:006.440,     4.74370,     0.48930,    14.57610
   00:006.460,     4.82242,     0.50799,    14.45286
   00:006.480,     4.89039,     0.51994,    14.36322
   00:006.500,     4.95515,     0.51048,    14.30160
   00:006.520,     5.01152,     0.49189,    14.26239
   00:006.540,     5.05731,     0.48565,    14.21757
   00:006.560,     5.09334,     0.48240,    14.18396
   00:006.580,     5.12527,     0.48276,    14.16155
   00:006.600,     5.15346,     0.50179,    14.14474
   00:006.620,     5.17995,     0.54098,    14.11673
   00:006.640,     5.21072,     0.59132,    14.10553
   00:006.660,     5.24199,     0.63012,    14.10553
   00:006.680,     5.27250,     0.64296,    14.07192
   00:006.700,     5.29582,     0.63974,    14.04951
   00:006.720,     5.31492,     0.63025,    14.02710
   00:006.740,     5.34275,     0.63144,    14.00469
   00:006.760,     5.37390,     0.63712,    13.97108
   00:006.780,     5.39821,     0.63833,    13.93747
   00:006.800,     5.41687,     0.63503,    13.91506
   00:006.820,     5.43689,     0.62334,    13.87024
   00:006.840,     5.45729,     0.60329,    13.85904
   00:006.860,     5.47101,     0.57602,    13.84784
   00:006.880,     5.48885,     0.54053,    13.80302
   00:006.900,     5.50660,     0.50624,    13.79182
   00:006.920,     5.52330,     0.48191,    13.76381
   00:006.940,     5.53718,     0.45546,    13.74700
   00:006.960,     5.54700,     0.41967,    13.71339
   00:006.980,     5.55883,     0.38613,    13.69658
   00:007.000,     5.56821,     0.35569,    13.71339
   00:007.020,     5.57156,     0.33717,    13.69658
   00:007.040,     5.57374,     0.32533,    13.68538
   00:007.060,     5.57777,     0.30645,    13.67977
   00:007.080,     5.57898,     0.28927,    13.69658
   00:007.100,     5.57939,     0.28062,    13.69098
   00:007.120,     5.58666,     0.27037,    13.71339
   00:007.140,     5.59872,     0.26456,    13.71339
   00:007.160,     5.60727,     0.27505,    13.71339
   00:007.180,     5.61854,     0.29397,    13.69658
   00:007.200,     5.63547,     0.30902,    13.66857
   00:007.220,     5.64888,     0.31725,    13.63496
   00:007.240,     5.66532,     0.31544,    13.60695
   00:007.260,     5.68636,     0.29881,    13.57894
   00:007.280,     5.70579,     0.27242,    13.53972
   00:007.300,     5.71669,     0.23015,    13.50051
   00:007.320,     5.72739,     0.16840,    13.45009
   00:007.340,     5.74372,     0.09562,    13.40527
   00:007.360,     5.75195,     0.00000,    13.38287
   00:007.380,     5.75514,    -0.16175,    13.36046
   00:007.400,     5.76123,    -0.21387,    13.36046
   00:007.420,     5.76358,    -0.24156,    13.33805
   00:007.440,     5.76148,    -0.23045,    13.34365
   00:007.460,     5.76216,    -0.18658,    13.33805
   00:007.480,     5.76630,    -0.13665,    13.34365
   00:007.500,     5.76850,    -0.10415,    13.34365
   00:007.520,     5.77268,    -0.08430,    13.34365
   00:007.540,     5.77734,     0.00000,    13.33805
   00:007.560,     5.77764,     0.00000,    13.34365
   00:007.580,     5.77867,     0.00000,    13.33245
   00:007.600,     5.77851,     0.00000,    13.33245
   00:007.620,     5.78048,     0.10619,    13.34365
   00:007.640,     5.78353,     0.11234,    13.33245
   00:007.660,     5.78523,     0.10940,    13.33245
   00:007.680,     5.78274,     0.09957,    13.33805
   00:007.700,     5.78085,     0.09225,    13.33245
   00:007.720,     5.78370,     0.08992,    13.32685
   00:007.740,     5.78510,     0.08330,    13.33245
   00:007.760,     5.78351,     0.00000,    13.34365
   00:007.780,     5.78397,     0.00000,    13.33245
   00:007.800,     5.77583,     0.00000,    13.33245
   00:007.820,     5.72489,    -0.15340,    13.33805
   00:007.840,     5.62253,    -0.21820,    13.35486
   00:007.860,     5.52319,    -0.27760,    13.44449
   00:007.880,     5.43770,    -0.32825,    13.58454
   00:007.900,     5.28648,    -0.37646,    13.73579
   00:007.920,     4.93712,    -0.41750,    13.87024
   00:007.940,     4.31727,    -0.45358,    14.11673
   00:007.960,     3.57875,    -0.48087,    14.70495
   00:007.980,     2.95146,    -0.50351,    15.61248
   00:008.000,     2.51946,    -0.52328,    16.63205
   00:008.020,     2.24778,    -0.53717,    17.47795
   00:008.040,     2.16084,    -0.54181,    18.03816
   00:008.060,     2.36341,    -0.54516,    18.34627
   00:008.080,     2.84317,    -0.55917,    18.32946
   00:008.100,     3.39362,    -0.58640,    17.84209
   00:008.120,     3.78930,    -0.61789,    17.00738
   00:008.140,     3.98327,    -0.64324,    16.17828
   00:008.160,     4.05703,    -0.65212,    15.65169
   00:008.180,     4.08469,    -0.64700,    15.44442
   00:008.200,     4.09759,    -0.64125,    15.42201
   00:008.220,     4.12267,    -0.64218,    15.45002
   00:008.240,     4.15370,    -0.65525,    15.46122
   00:008.260,     4.12443,    -0.67393,    15.42201
   00:008.280,     3.95132,    -0.68158,    15.39400
   00:008.300,     3.62593,    -0.69185,    15.47243
   00:008.320,     3.27210,    -0.72924,    15.78054
   00:008.340,     2.92494,    -0.77023,    16.27352
   00:008.360,     2.48685,    -0.77863,    16.80571
   00:008.380,     1.98817,    -0.75454,    17.35471
   00:008.400,     1.55642,    -0.72491,    18.01575
   00:008.420,     1.25256,    -0.71581,    18.68799
   00:008.440,     1.07369,    -0.72959,    19.24259
   00:008.460,     0.98874,    -0.74509,    19.61233
   00:008.480,     0.94704,    -0.74634,    19.78599
   00:008.500,     0.92080,    -0.74035,    19.85322
   00:008.520,     0.90873,    -0.73439,    19.85882
   00:008.540,     0.90087,    -0.72532,    19.85322
   00:008.560,     0.87341,    -0.71161,    19.85322
   00:008.580,     0.81559,    -0.69847,    19.85322
   00:008.600,     0.73270,    -0.69667,    19.88123
   00:008.620,     0.64623,    -0.70068,    19.98766
   00:008.640,     0.58126,    -0.68972,    20.06609
   00:008.660,     0.55042,    -0.66529,    20.17813
   00:008.680,     0.54781,    -0.65087,    20.23415
   00:008.700,     0.55257,    -0.65463,    20.25656
   00:008.720,     0.54271,    -0.65786,    20.25656
   00:008.740,     0.51890,    -0.65499,    20.23415
   00:008.760,     0.49910,    -0.65592,    20.21735
   00:008.780,     0.49592,    -0.65899,    20.25656
   00:008.800,     0.50134,    -0.65260,    20.26777
   00:008.820,     0.49074,    -0.63066,    20.25656
   00:008.840,     0.44773,    -0.60673,    20.25656
   00:008.860,     0.37975,    -0.59507,    20.26777
   00:008.880,     0.30917,    -0.58759,    20.32379
   00:008.900,     0.25249,    -0.57630,    20.41342
   00:008.920,     0.21379,    -0.56257,    20.50865
   00:008.940,     0.19021,    -0.55099,    20.57028
   00:008.960,     0.17779,    -0.53763,    20.59268
   00:008.980,     0.16754,    -0.51646,    20.61509
   00:009.000,     0.15678,    -0.49891,    20.61509
   00:009.020,     0.14522,    -0.49018,    20.62630
   00:009.040,     0.13507,    -0.47565,    20.62630
   00:009.060,     0.12863,    -0.44733,    20.63190
   00:009.080,     0.12471,    -0.40767,    20.65991
   00:009.100,     0.12127,    -0.37216,    20.65991
   00:009.120,     0.11810,    -0.34698,    20.65991
   00:009.140,     0.11554,    -0.32562,    20.65991
   00:009.160,     0.11365,    -0.31661,    20.66551
   00:009.180,     0.11257,    -0.32710,    20.65991
   00:009.200,     0.11141,    -0.32641,    20.67111
   00:009.220,     0.10994,    -0.29919,    20.66551
   00:009.240,     0.11120,    -0.27622,    20.67111
   00:009.260,     0.11158,    -0.28273,    20.65991
   00:009.280,     0.10823,    -0.27952,    20.66551
   00:009.300,     0.10614,    -0.23770,    20.65991
   00:009.320,     0.10576,    -0.16941,    20.67111
   00:009.340,     0.10538,    -0.08894,    20.65991
   00:009.360,     0.10486,     0.00000,    20.66551
   00:009.380,     0.10403,     0.00000,    20.66551
   00:009.400,     0.10471,     0.11468,    20.65991
   00:009.420,     0.10498,     0.15696,    20.65991
   00:009.440,     0.10313,     0.19568,    20.65991
   00:009.460,     0.10139,     0.21483,    20.65991
   00:009.480,     0.10289,     0.23269,    20.65991
   00:009.500,     0.10360,     0.27012,    20.67111
   00:009.520,     0.10173,     0.29769,    20.67111
   00:009.540,     0.10045,     0.29331,    20.67111
   00:009.560,     0.10014,     0.28031,    20.65991
   00:009.580,     0.09974,     0.29073,    20.67111
   00:009.600,     0.09955,     0.32329,    20.67111
   00:009.620,     0.10041,     0.34883,    20.66551
   00:009.640,     0.10060,     0.35672,    20.67111
   00:009.660,     0.09887,     0.35557,    20.66551
   00:009.680,     0.09889,     0.36303,    20.67671
   00:009.700,     0.09826,     0.37891,    20.65991
   00:009.720,     0.09654,     0.39156,    20.68232
   00:009.740,     0.09827,     0.40061,    20.66551
   00:009.760,     0.09867,     0.41068,    20.66551
   00:009.780,     0.09747,     0.42219,    20.67111
   00:009.800,     0.09816,     0.43031,    20.67111
   00:009.820,     0.09845,     0.43635,    20.65991
   00:009.840,     0.09826,     0.44091,    20.65991
   00:009.860,     0.09955,     0.43904,    20.68232
   00:009.880,     0.10015,     0.43711,    20.66551
   00:009.900,     0.10042,     0.42843,    20.66551
   00:009.920,     0.09974,     0.42471,    20.66551
   00:009.940,     0.09805,     0.43132,    20.67111
   00:009.960,     0.09818,     0.43916,    20.65991
   00:009.980,     0.10060,     0.44408,    20.68232
   00:010.000,     0.10961,     0.45117,    20.67111
   00:010.020,     0.12682,     0.45958,    20.65991
   00:010.040,     0.14403,     0.46950,    20.66551
   00:010.060,     0.15593,     0.47836,    20.63750
   00:010.080,     0.16356,     0.48260,    20.62630
   00:010.100,     0.17313,     0.47558,    20.60389
   00:010.120,     0.18866,     0.45477,    20.60389
   00:010.140,     0.21321,     0.44263,    20.60389
   00:010.160,     0.25737,     0.43711,    20.58148
   00:010.180,     0.32750,     0.41396,    20.54787
   00:010.200,     0.42127,     0.38784,    20.48064
   00:010.220,     0.54042,     0.38287,    20.37981
   00:010.240,     0.70563,     0.39808,    20.23415
   00:010.260,     0.93595,     0.41488,    20.03248
   00:010.280,     1.22353,     0.41798,    19.75238
   00:010.300,     1.53093,     0.40577,    19.37144
   00:010.320,     1.81930,     0.39518,    18.87846
   00:010.340,     2.07732,     0.38548,    18.39669
   00:010.360,     2.31768,     0.37299,    17.97653
   00:010.380,     2.57414,     0.36591,    17.64041
   00:010.400,     2.85855,     0.37102,    17.29869
   00:010.420,     3.14571,     0.38176,    16.94016
   00:010.440,     3.41289,     0.39062,    16.55922
   00:010.460,     3.65609,     0.38831,    16.18949
   00:010.480,     3.87525,     0.37542,    15.86457
   00:010.500,     4.07130,     0.36408,    15.56206
   00:010.520,     4.24876,     0.36388,    15.33798
   00:010.540,     4.40822,     0.37090,    15.13070
   00:010.560,     4.54656,     0.37089,    14.94583
   00:010.580,     4.65928,     0.36385,    14.79458
   00:010.600,     4.75167,     0.34895,    14.65453
   00:010.620,     4.83176,     0.33188,    14.56490
   00:010.640,     4.89732,     0.32108,    14.47526
   00:010.660,     4.94927,     0.31337,    14.39683
   00:010.680,     4.99004,     0.30924,    14.34642
   00:010.700,     5.02784,     0.30699,    14.32401
   00:010.720,     5.06629,     0.29970,    14.28479
   00:010.740,     5.09814,     0.28948,    14.25118
   00:010.760,     5.12257,     0.28215,    14.21757
   00:010.780,     5.13926,     0.27343,    14.20637
